Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,950237.0,3534454.0,998737.0,33805.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,950237.0,3534454.0,998737.0,33805.0
Receivables,13420.0,0.0,3183.0,2000.0
Inventories,18153.0,9068.0,0.0,0.0
Total current assets,1051913.0,4451874.0,1208398.0,151925.0
Property Plant & Equipment Net,156138.0,165567.0,87429.0,112679.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,501259.0,210452.0,87429.0,219005.0
Total assets,1553172.0,4662326.0,1295827.0,370930.0
Payables,148967.0,40819.0,104934.0,113857.0
Short-term debt,1908572.0,480000.0,2949072.0,487935.0
Total current liabilities,2351983.0,628256.0,3845413.0,994714.0
Long-term debt,260000.0,277725.0,445000.0,523595.0
Total debt,2168572.0,757725.0,3394072.0,1011530.0
Deferred revenue,0.0,10792.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,2200288.0,0.0,0.0
Total non-current liabilities,260000.0,183546.0,445000.0,523595.0
Total liabilities,2611983.0,811802.0,4290413.0,1518309.0
Other comprehensive income,17622433,16260651,0.0,0.0
Retained earnings (deficit),-18694167.0,-12422444.0,-5463212.0,-3534526.0
Total shareholders equity,-1058811.0,3850524.0,-2994586.0,-1147379.0
Investments,0.0,0.0,0.0,0.0
Net Debt,1218335.0,-2776729.0,2395335.0,977725.0
Other Assets,0.0,0.0,206478.0,116120.0
Other Liabilities,0.0,0.0,791407.0,392922.0
