Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,58445000.0,48486000.0,35485000.0,62118000.0,36105000.0,12711000.0,43574000.0,0.0,31908000.0,48298000.0
Short-term investments,0.0,0.0,79623000.0,76694000.0,91312000.0,94491000.0,,0.0,,
Cash and short-term investments,58445000.0,48486000.0,115108000.0,138812000.0,127417000.0,107202000.0,,0.0,,
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,58445000.0,48486000.0,115108000.0,138812000.0,127417000.0,107202000.0,,0.0,,
Property Plant & Equipment Net,18175000.0,16401000.0,14398000.0,14307000.0,14431000.0,11611000.0,11520000.0,0.0,12254000.0,10434000.0
Goodwill and Intangible Assets,15198000.0,15652000.0,14289000.0,14890000.0,15542000.0,10405000.0,10627000.0,0.0,11071000.0,11293000.0
Long-term investments,91818000.0,79047000.0,14038000.0,13685000.0,13314000.0,7529000.0,,0.0,,
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2540000.0,3285000.0
Total non-current assets,1063109000.0,938498000.0,820258000.0,752380000.0,728010000.0,479907000.0,,0.0,,
Total assets,1121554000.0,986984000.0,935366000.0,891192000.0,855427000.0,587109000.0,600813000.0,0.0,575470000.0,562347000.0
Payables,6902000.0,5926000.0,6316000.0,4630000.0,4780000.0,3560000.0,0.0,0.0,0.0,0.0
Short-term debt,9835000.0,9811000.0,9788000.0,9764000.0,0.0,0.0,,0.0,,
Total current liabilities,16737000.0,15737000.0,16104000.0,14394000.0,4780000.0,3560000.0,,0.0,,
Long-term debt,280000.0,313000.0,344000.0,376000.0,0.0,0.0,,0.0,,
Total debt,10115000.0,10124000.0,10132000.0,10140000.0,0.0,0.0,33764000.0,0.0,86002000.0,87779000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,590000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,781770000.0,754533000.0,715426000.0,477369000.0,491215000.0,0.0,430289000.0,418203000.0
Total non-current liabilities,280000.0,313000.0,344000.0,376000.0,0.0,0.0,,0.0,,
Total liabilities,1018095000.0,889470000.0,935090000.0,890919000.0,753606000.0,514319000.0,528816000.0,0.0,520454000.0,509992000.0
Other comprehensive income,43059000,42670999.9,0.0,0.0,56764000,29333000,2437000.0,0.0,-3769000.0,-5078000.0
Retained earnings (deficit),60339000.0,54664000.0,51521000.0,47922000.0,42677000.0,42240000.0,40233000.0,0.0,36567000.0,35259000.0
Total shareholders equity,103459000.0,97514000.0,276000.0,273000.0,101821000.0,72790000.0,71997000.0,0.0,55016000.0,52355000.0
Investments,91818000.0,79047000.0,93661000.0,90379000.0,104626000.0,102020000.0,529966000.0,0.0,510997000.0,482732000.0
Net Debt,-48330000.0,-38362000.0,-25353000.0,-51978000.0,-36105000.0,-12711000.0,,0.0,,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
Other Liabilities,1001078000.0,873420000.0,918642000.0,876149000.0,748826000.0,510759000.0,,0.0,,
