Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2015-02-18,2014-12-31,2014-02-21,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,119849000.0,119587000.0,127825000.0,132022000.0,0.0,109345000.0,0.0,98535000.0,116016000.0,328986000.0,333228000.0,262617000.0
Stock-based compensation,9925000.0,10877000.0,5862000.0,6543000.0,0.0,3065000.0,0.0,8088000.0,7627000.0,8365000.0,8996000.0,11097000.0
Operating Cash Flow,196744000.0,51638000.0,38714000.0,110805000.0,0.0,359485000.0,0.0,104861000.0,452498000.0,567156000.0,331454000.0,423938000.0
Capital Expenditure,137083000.0,231127000.0,186487000.0,320311000.0,0.0,-336912000.0,0.0,-324426000.0,323039000.0,219769000.0,206772000.0,-399656000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-112995000.0
Investment purchases and sales,0.0,0.0,-341000.0,-1121000.0,0.0,-20085000.0,0.0,0.0,-7197000.0,-7604000.0,-11680000.0,423253000.0
Investing Cash flow,-137691000.0,-221127000.0,-147110000.0,-295719000.0,0.0,-335512000.0,0.0,-126077000.0,-415769000.0,-182317000.0,-181556000.0,-89404000.0
Issuance (repayment) of debt,-3867000.0,-3717000.0,-4655000.0,-1700000.0,-0.0,-23962000.0,-0.0,-464778000.0,-7580000.0,-9311000.0,-2947000.0,-280170000.0
Issuance (buybacks) of shares,-279459000.0,-47088000.0,96206000.0,-1121000.0,0.0,-5159000.0,0.0,-7811000.0,-7197000.0,-7604000.0,-11680000.0,-13819000.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-40000.0,-114000.0,0.0
Financing Cash Flow,-46186000.0,77482000.0,-25524000.0,204625000.0,0.0,-30071000.0,0.0,-487421000.0,-145232000.0,-229895000.0,-29279000.0,-300709000.0
Effect of forex changes on cash,-1677000.0,1952000.0,-3625000.0,-2011000.0,0.0,4390000.0,0.0,-2725000.0,-860000.0,436000.0,-207000.0,-1376000.0
Net cash flow / Change in cash,12867000.0,-90055000.0,-137545000.0,17700000.0,0.0,-1708000.0,0.0,41100000.0,-109363000.0,155380000.0,120412000.0,47060000.0
Free Cash Flow,59661000.0,-179489000.0,-147773000.0,-209506000.0,0.0,22573000.0,0.0,-219565000.0,129459000.0,347387000.0,124682000.0,24282000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,-0.0327,0.0,-0.0359,0.0,0.0,0.0,-0.8894
