Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,7050000.0,9808000.0,55432000.0,14199000.0,0.0,0.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,7050000.0,9808000.0,55432000.0,14199000.0,0.0,0.0
Receivables,106660000.0,160266000.0,196003000.0,131671000.0,127545000.0,167334000.0
Inventories,171710000.0,137182000.0,129208000.0,128978000.0,150231000.0,155252000.0
Total current assets,290537000.0,311063000.0,387773000.0,282538000.0,282219000.0,331657000.0
Property Plant & Equipment Net,755881000.0,672210000.0,612612000.0,575375000.0,527542000.0,468761000.0
Goodwill and Intangible Assets,15000000.0,15000000.0,15005000.0,15005000.0,15005000.0,15005000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,24008000.0,11257000.0,10294000.0,114200000.0,0.0,6448000.0
Total non-current assets,945432000.0,723563000.0,662501000.0,622419000.0,558767000.0,491391000.0
Total assets,1235969000.0,1034626000.0,1050274000.0,904957000.0,840986000.0,823048000.0
Payables,205911000.0,229508000.0,227711000.0,223015000.0,192733000.0,232775000.0
Short-term debt,38005000.0,0.0,16875000.0,2100000.0,0.0,0.0
Total current liabilities,291726000.0,284724000.0,296794000.0,273978000.0,243054000.0,289539000.0
Long-term debt,98347000.0,0.0,248339000.0,264838000.0,0.0,0.0
Total debt,136352000.0,0.0,265214000.0,266938000.0,0.0,0.0
Deferred revenue,19696000.0,22556000.0,17194000.0,25567000.0,25207000.0,31989000.0
Tax Liabilities,0.0,2212000.0,1000.0,0.0,114910000.0,111445000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,208418000.0,103783000.0,340615000.0,379038000.0,118862000.0,116754000.0
Total liabilities,835091000.0,614288000.0,673949000.0,689595000.0,361916000.0,406293000.0
Other comprehensive income,180849000,234687000,263081000,242806000,-3739000.0,-5214000.0
Retained earnings (deficit),229166000.0,187819000.0,121985000.0,-24714000.0,0.0,
Total shareholders equity,400878000.0,420338000.0,376325000.0,215362000.0,479070000.0,416755000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,129302000.0,-9808000.0,209782000.0,252739000.0,0.0,0.0
Other Assets,0.0,0.0,0.0,0.0,4443000.0,9071000.0
Other Liabilities,334947000.0,225781000.0,36540000.0,36579000.0,50321000.0,56764000.0
