Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,7851000.0,35952000.0,48750000.0,34395000.0,40182141.0,2119646.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,7851000.0,35952000.0,48750000.0,34395000.0,40182141.0,2119646.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,8458000.0,36714000.0,51518000.0,38085000.0,40985916.0,2266350.0
Property Plant & Equipment Net,13916000.0,13863000.0,12330000.0,12318000.0,12046267.0,11963079.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,1677434.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,13934000.0,13881000.0,12348000.0,12627000.0,13840310.0,12138786.0
Total assets,22392000.0,50595000.0,63866000.0,50712000.0,54826226.0,14405136.0
Payables,875000.0,2784000.0,2050000.0,2387000.0,2631217.0,715454.0
Short-term debt,0.0,10607000.0,5104000.0,2488000.0,5003143.0,5105407.0
Total current liabilities,2218000.0,14272000.0,10678000.0,7934000.0,8992521.0,6844503.0
Long-term debt,0.0,0.0,10899000.0,13035000.0,9827758.0,9769528.0
Total debt,0.0,10607000.0,16003000.0,15523000.0,14830901.0,14874935.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,0.0,10899000.0,13035000.0,9827758.0,79002205.0
Total liabilities,2218000.0,14272000.0,21577000.0,20969000.0,18820279.0,85846708.0
Other comprehensive income,261722000,258092000,235754000,194468000,170395934,0.0
Retained earnings (deficit),-241551000.0,-221772000.0,-193468000.0,-164727000.0,-134391851.0,-118314383.0
Total shareholders equity,20174000.0,36323000.0,42289000.0,29743000.0,36005947.0,-71441572.0
Investments,0.0,0.0,0.0,0.0,1677434.0,0.0
Net Debt,-7851000.0,-25345000.0,-32747000.0,-18872000.0,-25351240.0,12755289.0
Other Assets,0.0,0.0,0.0,0.0,0.0,146704.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,1023642.0
