Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,154449425.2874,222719087.6351,39627368.4211,49548317.0467
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,154449425.2874,222719087.6351,39627368.4211,49548317.0467
Receivables,34482.7586,91236.4946,229473.6842,460369.164
Inventories,1604597.7011,211284.5138,152631.5789,180238.8708
Total current assets,172306896.5517,229973589.4358,44771578.9474,56383279.0445
Property Plant & Equipment Net,17556321.8391,4088835.5342,2363157.8947,996742.671
Goodwill and Intangible Assets,1854022.9885,63625.4502,60000.0,66232.3561
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,20612643.6782,4433373.3493,2562105.2632,1167209.5548
Total assets,192919540.2299,234406962.7851,47333684.2105,57550488.5993
Payables,19143678.1609,9695078.0312,5086315.7895,3986970.684
Short-term debt,891954.023,989195.6783,52631.5789,604777.4159
Total current liabilities,23733333.3333,13932773.1092,6681052.6316,6103148.7514
Long-term debt,1428735.6322,2423769.5078,2964210.5263,163952.2258
Total debt,2320689.6552,3412965.1861,3016842.1053,768729.6417
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,3601.4406,3157.8947,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,1827586.2069,2684273.7095,3138947.3684,272529.8588
Total liabilities,25560919.5402,16617046.8187,9820000.0,6375678.6102
Other comprehensive income,-216091.954,-243697.479,-173684.2105,0.0
Retained earnings (deficit),-43935632.1839,-40252100.8403,-23066315.7895,-16300760.0434
Total shareholders equity,167358620.6897,217789915.9664,37513684.2105,51174809.9891
Investments,0.0,0.0,0.0,0.0
Net Debt,-152128735.6322,,,
Other Assets,15547628.8991,,,
Other Liabilities,3697701.1494,3248499.3997,1542105.2632,1511400.6515
