Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,35137777.7778,48170463.4721,112476190.4762,207108459.8698,29685886.4028,10878843.985,29166605.6338,16093173.1898,48679805.4162
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,35137777.7778,48170463.4721,112476190.4762,207108459.8698,29685886.4028,10878843.985,29166605.6338,16093173.1898,48679805.4162
Receivables,13564444.4444,15358208.9552,11354166.6667,10660159.0745,10802065.4045,7546102.4436,16611186.1167,7135662.4266,634068.2046
Inventories,18334074.0741,20167321.2883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,65533333.3333,79739984.2891,116853422.619,213330441.0701,40487951.8072,18424946.4286,45777791.7505,23594144.8141,49420598.7964
Property Plant & Equipment Net,1128088148.1481,1229269442.2624,945280505.9524,533634128.7057,660991394.148,663015593.0451,604456426.5594,482914227.0059,451354062.1866
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,1460413.0809,1135338.3459,1145875.2515,370601.7613,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1129591111.1111,1233329143.7549,962340029.7619,560339840.9255,662451807.2289,664150931.391,605602301.8109,483284828.7671,451354062.1866
Total assets,1195124444.4444,1313069128.044,1079193452.381,773670281.9957,702939759.0361,682575877.8195,651380093.5614,506878973.5812,500774660.9829
Payables,37534814.8148,47476826.3943,82636904.7619,25079537.2379,11425989.673,7881205.8271,15530617.7062,5297683.953,1135320.9629
Short-term debt,63674814.8148,294553024.3519,0.0,0.0,0.0,0.0,0.0,0.0,39872617.8536
Total current liabilities,101209629.6296,342433621.3668,82636904.7619,25079537.2379,11425989.673,0.0,0.0,5297683.953,41007938.8164
Long-term debt,398817777.7778,290346425.7659,372886904.7619,224039768.6189,0.0,0.0,0.0,0.0,0.0
Total debt,462492592.5926,584899450.1178,372886904.7619,224039768.6189,0.0,0.0,0.0,0.0,39872617.8536
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,11285925.9259,297721.9167,0.0,14637744.0347,19115318.4165,16857256.5789,9658863.1791,1500461.8395,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,424932592.5926,305230164.9647,383061755.9524,242466377.4403,20919104.9914,26524188.9098,26376137.827,2062229.9413,0.0
Total liabilities,526142222.2222,647663786.3315,465698660.7143,267545914.6782,32345094.6644,26524188.9098,26376137.827,7359913.8943,41007938.8164
Other comprehensive income,-143701481.4815,-152216810.6834,-144175595.2381,-154998553.8684,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-81671111.1111,-119908876.6693,-101332589.2857,-54214750.5423,-65209122.2031,-59519217.1053,-47026922.5352,-30823617.4168,-14172533.6008
Total shareholders equity,668982222.2222,665405341.7125,613494791.6667,506124367.3174,670594664.3718,656051688.9098,625003955.7344,499519059.6869,459766722.1665
Investments,0.0,0.0,0.0,0.0,1460413.0809,1135338.3459,1145875.2515,370601.7613,0.0
Net Debt,427354814.8148,,,,,,,,
Other Assets,-2123243.2477,,,,,,,,
Other Liabilities,0.0,403770.6206,0.0,0.0,0.0,-7881205.8271,-15530617.7062,0.0,-0.0001
