Date,2018-03,2017-03,2016-03,2015-03,2014-03
Cash and cash equivalents,63000000.0,65000000.0,108000000.0,97000000.0,30000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,149000000.0,80000000.0,74000000.0,60000000.0,38000000.0
Inventories,9000000.0,7000000.0,4000000.0,3000000.0,2000000.0
Total current assets,570000000.0,509000000.0,498000000.0,220000000.0,139000000.0
Property Plant & Equipment Net,173000000.0,163000000.0,130000000.0,105000000.0,64000000.0
Goodwill and Intangible Assets,140000000,133000000,146000000,103000000,59000000
Long-term investments,197000000.0,181000000.0,200000000.0,0000000.0,6000000.0
Tax assets,39000000.0,17000000.0,8000000.0,2000000.0,2000000.0
Total non-current assets,69000000.0,129000000.0,262000000.0,17000000.0,274000000.0
Total assets,865000000.0,728000000.0,804000000.0,499000000.0,250000000.0
Payables,53000000.0,40000000.0,28000000.0,24000000.0,17000000.0
Short-term debt,196000000.0,111000000.0,53000000.0,57000000.0,18000000.0
Total current liabilities,441000000.0,287000000.0,199000000.0,163000000.0,103000000.0
Long-term debt,39000000.0,102000000.0,229000000.0,000000.0,2000000.0
Total debt,39000000.0,102000000.0,229000000.0,000000.0,2000000.0
Deferred revenue,95000000.0,65000000.0,62000000.0,38000000.0,30000000.0
Tax Liabilities,6000000.0,7000000.0,10000000.0,8000000.0,3000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,69000000.0,129000000.0,262000000.0,17000000.0,274000000.0
Total liabilities,509000000.0,416000000.0,461000000.0,180000000.0,377000000.0
Other comprehensive income,16000000.0,-12000000.0,4000000.0,12000000.0,9000000.0
Retained earnings (deficit),-134000000.0,-113000000.0,-98000000.0,-113000000.0,-137000000.0
Total shareholders equity,356000000.0,312000000.0,343000000.0,319000000.0,-127000000.0
Investments,197000000.0,181000000.0,200000000.0,0000000.0,6000000.0
Net Debt,172000000,148000000,174000000,-40000000,-10000000
Other Assets,70000000,34000000,74000000,94000000,25000000
Other Liabilities,45000000,30000000,32000000,25000000,284000000
