Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,45716000.0,42045000.0,32269000.0
Short-term investments,66917000.0,0.0,0.0
Cash and short-term investments,112633000.0,42045000.0,32269000.0
Receivables,2869000.0,1199000.0,101000.0
Inventories,0.0,0.0,0.0
Total current assets,117899000.0,44053000.0,33174000.0
Property Plant & Equipment Net,2034000.0,788000.0,312000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,2129000.0,945000.0,359000.0
Total assets,120028000.0,44998000.0,33533000.0
Payables,866000.0,1976000.0,1315000.0
Short-term debt,0.0,0.0,0.0
Total current liabilities,10172000.0,4860000.0,2527000.0
Long-term debt,31890000.0,0.0,0.0
Total debt,31890000.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,603000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,31808000.0,90000.0,42000.0
Total liabilities,44622000.0,4950000.0,2569000.0
Other comprehensive income,196156000,0.0,0.0
Retained earnings (deficit),-120700000.0,-60585000.0,-34031000.0
Total shareholders equity,75406000.0,-57830000.0,-31934000.0
Investments,66917000.0,0.0,0.0
Net Debt,-13826000.0,-42045000.0,-32269000.0
Other Assets,0.0,809000.0,804000.0
Other Liabilities,2642000.0,2884000.0,1212000.0
