Date,2019-07-27,2018-07-28,2017-07-29,2016-07-30,2015-07-25,2014-07-26,2013-07-27,2012-07-28,2011-07-30,2010-07-31,2009-07-25
Cash and cash equivalents,11750000000.0,8934000000.0,11708000000.0,7631000000.0,6877000000.0,6726000000.0,7925000000.0,9799000000.0,7662000000.0,4581000000.0,5718000000.0
Short-term investments,21663000000.0,37614000000.0,58784000000.0,58125000000.0,53539000000.0,45348000000.0,42685000000.0,38917000000.0,36923000000.0,35280000000.0,29283000000.0
Cash and short-term investments,33413000000.0,46548000000.0,70492000000.0,65756000000.0,60416000000.0,52074000000.0,50610000000.0,48716000000.0,44585000000.0,39861000000.0,35001000000.0
Receivables,5500000000.0,5554000000.0,5146000000.0,5847000000.0,5344000000.0,5157000000.0,5470000000.0,4369000000.0,4698000000.0,4929000000.0,3177000000.0
Inventories,1383000000.0,1846000000.0,1616000000.0,1217000000.0,1627000000.0,1591000000.0,1476000000.0,1663000000.0,1486000000.0,1327000000.0,1074000000.0
Total current assets,47755000000.0,61837000000.0,83703000000.0,78719000000.0,76283000000.0,67114000000.0,65521000000.0,61933000000.0,57231000000.0,51421000000.0,23951000000.0
Property Plant & Equipment Net,2789000000.0,3006000000.0,3322000000.0,3506000000.0,3332000000.0,3252000000.0,3322000000.0,3402000000.0,3916000000.0,3941000000.0,4043000000.0
Goodwill and Intangible Assets,35730000000.0,34258000000.0,32305000000.0,29126000000.0,26845000000.0,27519000000.0,25322000000.0,18957000000.0,19359000000.0,19948000000.0,14627000000.0
Long-term investments,4958000000.0,4882000000.0,4738000000.0,4158000000.0,3858000000.0,3918000000.0,3911000000.0,3585000000.0,3488000000.0,0.0,0.0
Tax assets,4065000000.0,3219000000.0,4239000000.0,4299000000.0,2915000000.0,2808000000.0,2616000000.0,2294000000.0,2410000000.0,2126000000.0,2320000000.0
Total non-current assets,50038000000.0,46947000000.0,46115000000.0,42933000000.0,37198000000.0,38020000000.0,35670000000.0,29826000000.0,29864000000.0,29709000000.0,15796000000.0
Total assets,97793000000.0,1.08784e+11,1.29818e+11,1.21652e+11,1.13481e+11,1.05134e+11,1.01191e+11,91759000000.0,87095000000.0,81130000000.0,68128000000.0
Payables,2059000000.0,1904000000.0,1385000000.0,1056000000.0,1104000000.0,1032000000.0,1029000000.0,859000000.0,876000000.0,895000000.0,675000000.0
Short-term debt,10191000000.0,5238000000.0,7992000000.0,4160000000.0,3897000000.0,508000000.0,3283000000.0,31000000.0,588000000.0,3096000000.0,0.0
Total current liabilities,31712000000.0,27035000000.0,27583000000.0,24911000000.0,23623000000.0,19809000000.0,22192000000.0,17731000000.0,17506000000.0,19233000000.0,13655000000.0
Long-term debt,14475000000.0,20331000000.0,25725000000.0,24483000000.0,21457000000.0,20401000000.0,12928000000.0,16297000000.0,16234000000.0,12188000000.0,10295000000.0
Total debt,24666000000.0,25569000000.0,33717000000.0,28643000000.0,25354000000.0,20909000000.0,16211000000.0,16328000000.0,16822000000.0,15284000000.0,10295000000.0
Deferred revenue,10668000000.0,11490000000.0,10821000000.0,10155000000.0,9824000000.0,9478000000.0,9262000000.0,8852000000.0,8025000000.0,7664000000.0,9393000000.0
Tax Liabilities,1149000000.0,1004000000.0,98000000.0,517000000.0,62000000.0,159000000.0,192000000.0,276000000.0,120000000.0,90000000.0,2173000000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,32510000000.0,38545000000.0,36098000000.0,33156000000.0,30151000000.0,28664000000.0,19871000000.0,22727000000.0,22330000000.0,17612000000.0,15796000000.0
Total liabilities,64222000000.0,65580000000.0,63681000000.0,58066000000.0,53783000000.0,48480000000.0,42071000000.0,40473000000.0,39869000000.0,36863000000.0,29451000000.0
Other comprehensive income,40265999999.999,42819999999.999,45252999999.999,44515999999.999,43591999999.999,41883999999.999,42296999999.999,39270999999.999,38647999999.999,0.0,435000000.0
Retained earnings (deficit),-5903000000.0,1233000000.0,20838000000.0,19396000000.0,16045000000.0,14093000000.0,16215000000.0,11354000000.0,7284000000.0,5851000000.0,3868000000.0
Total shareholders equity,33571000000.0,43204000000.0,66137000000.0,63586000000.0,59698000000.0,56654000000.0,59120000000.0,51286000000.0,47226000000.0,44267000000.0,38647000000.0
Investments,26621000000.0,42496000000.0,63522000000.0,62283000000.0,57397000000.0,49266000000.0,46596000000.0,42502000000.0,40411000000.0,35280000000.0,29283000000.0
Net Debt,12916000000.0,16635000000.0,22009000000.0,21012000000.0,18477000000.0,14183000000.0,8286000000.0,6529000000.0,9160000000.0,10703000000.0,-24706000000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4925000000.0
Other Liabilities,0.0,0.0,0.0,-1000000.0,9000000.0,7000000.0,8000000.0,15000000.0,33000000.0,18000000.0,12980000000.0
