Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,15450000.0,23227000.0,14633000.0,11539000.0,87886000.0,29585000.0,34109000.0,30448000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,15450000.0,23227000.0,14633000.0,11539000.0,87886000.0,29585000.0,34109000.0,30448000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,62714000.0,60656000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,193891000.0,192461000.0,154399000.0,152713000.0,223158000.0,165170000.0,136017000.0,124205000.0
Property Plant & Equipment Net,597141000.0,575185000.0,529432000.0,429736000.0,398947000.0,390894000.0,340376000.0,237157000.0
Goodwill and Intangible Assets,1670646000.0,1655332000.0,1642271000.0,1537140000.0,1501987000.0,1531343000.0,1429924000.0,1400488000.0
Long-term investments,2900000.0,2100000.0,2100000.0,2100000.0,2000000.0,2000000.0,0.0,0.0
Tax assets,1582000.0,100000.0,59025000.0,0.0,580000.0,236000.0,11499000.0,12343000.0
Total non-current assets,2330415000.0,2276183000.0,2204618000.0,1997828000.0,1917918000.0,1937500000.0,1780091000.0,1646959000.0
Total assets,2524306000.0,2468644000.0,2359017000.0,2150541000.0,2141076000.0,2102670000.0,1916108000.0,1771164000.0
Payables,154195000.0,132897000.0,125400000.0,114776000.0,116425000.0,107626000.0,97207000.0,89033000.0
Short-term debt,10750000.0,10750000.0,10750000.0,9550000.0,9550000.0,7900000.0,2036000.0,4814000.0
Total current liabilities,483785000.0,460655000.0,387580000.0,305343000.0,279423000.0,255088000.0,201893000.0,193672000.0
Long-term debt,1036870000.0,1046011000.0,1054009000.0,905661000.0,911627000.0,756323000.0,904607000.0,794443000.0
Total debt,1047620000.0,1056761000.0,1064759000.0,915211000.0,921177000.0,764223000.0,906643000.0,799257000.0
Deferred revenue,170416000.0,155696000.0,146692000.0,137283000.0,133048000.0,119260000.0,94290000.0,94723000.0
Tax Liabilities,835000.0,4680000.0,3081000.0,1916000.0,4802000.0,2034000.0,148880000.0,156144000.0
Deposit Liabilities,15651000.0,5200000.0,3100000.0,12395000.0,10477000.0,15495000.0,0.0,0.0
Total non-current liabilities,1255361000.0,1192430000.0,1224052000.0,1067551000.0,1067589000.0,920978000.0,1105875000.0,995571000.0
Total liabilities,1744829000.0,1719584000.0,1671150000.0,1422933000.0,1390117000.0,1213533000.0,1307768000.0,1189243000.0
Other comprehensive income,648651000,747155000,899076000,983398000,1083091000,1270198000,-8816000.0,-14161000.0
Retained earnings (deficit),193124000.0,35143000.0,-121820000.0,-216580000.0,-310507000.0,-382542000.0,-395165000.0,-318680000.0
Total shareholders equity,779477000.0,749060000.0,687867000.0,727608000.0,750959000.0,889137000.0,-253887000.0,-206028000.0
Investments,2900000.0,2100000.0,2100000.0,2100000.0,2000000.0,2000000.0,0.0,0.0
Net Debt,1032170000.0,1033534000.0,1050126000.0,903672000.0,833291000.0,734638000.0,872534000.0,768809000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,39194000.0,33101000.0
Other Liabilities,5683000.0,66499000.0,59518000.0,50039000.0,43105000.0,37467000.0,102650000.0,99825000.0
