Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,1080000.0,363000.0,279000.0,11000.0
Stock-based compensation,2749000.0,1427000.0,180000.0,21000.0
Operating Cash Flow,-39625000.0,-39111000.0,-28959000.0,-9608000.0
Capital Expenditure,2436000.0,27000.0,-830000.0,-232000.0
Acquisitions and disposals,-0.0,-0.0,0.0,0.0
Investment purchases and sales,-80720000.0,0.0,0.0,0.0
Investing Cash flow,-83156000.0,-27000.0,-830000.0,-232000.0
Issuance (repayment) of debt,-0.0,-0.0,0.0,0.0
Issuance (buybacks) of shares,36420000.0,-87288000.0,0.0,0.0
Dividend payments,-0.0,-0.0,0.0,0.0
Financing Cash Flow,69523000.0,116111000.0,34413000.0,15275000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-53258000.0,76973000.0,4624000.0,5435000.0
Free Cash Flow,-42061000.0,-39138000.0,-29789000.0,-9840000.0
Net Cash/Marketcap,0.0,0.0,0.5019,0.5019
