Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,3571539000.0,2923075000.0,2545750000.0,1503257000.0,1796062000.0,1538779000.0,1008983000.0,1114948000.0,3076432000.0,3512853000.0
Short-term investments,7790043000.0,11120664000.0,12620411000.0,16380748000.0,13540655000.0,11986821000.0,11343177000.0,10536046000.0,7917967000.0,
Cash and short-term investments,11361582000.0,14043739000.0,15166161000.0,17884005000.0,15336717000.0,13525600000.0,12352160000.0,11650994000.0,10994399000.0,
Receivables,55807000.0,141773000.0,111222000.0,107604000.0,94180000.0,67772000.0,64167000.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,11417389000.0,14185512000.0,15277383000.0,17991609000.0,15430897000.0,13593372000.0,12416327000.0,11650994000.0,10994399000.0,
Property Plant & Equipment Net,129213000.0,128682000.0,120683000.0,102625000.0,79845000.0,67485000.0,66545000.0,56471000.0,44545000.0,31736000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,25668000.0,3762542000.0,3423427000.0,3059045000.0,2404101000.0,300000000.0,283000000.0,371500000.0,0.0,
Tax assets,172751000.0,143994000.0,185889000.0,156624000.0,127699000.0,136702000.0,85050000.0,76878000.0,0.0,0.0
Total non-current assets,45510590000.0,37028955000.0,29406277000.0,26695094000.0,23913743000.0,12823817000.0,10349796000.0,8317900000.0,6533362000.0,
Total assets,56927979000.0,51214467000.0,44683660000.0,44686703000.0,39344640000.0,26417189000.0,22766123000.0,19968894000.0,17527761000.0,12841399000.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,631412000.0,1033730000.0,512668000.0,48350000.0,0.0,51987000.0,54571000.0,55075000.0,0.0,
Total current liabilities,635340000.0,1058413000.0,528379000.0,62008000.0,11497000.0,44087000.0,68671000.0,61955000.0,0.0,
Long-term debt,696465000.0,695492000.0,795704000.0,796702000.0,453443000.0,455216000.0,457762000.0,603648000.0,1209260000.0,
Total debt,1327877000.0,1729222000.0,1308372000.0,845052000.0,453443000.0,507203000.0,512333000.0,658723000.0,1209260000.0,895405000.0
Deferred revenue,598000.0,12000000.0,10000000.0,10000000.0,8000000.0,8300000.0,5500000.0,6100000.0,0.0,0.0
Tax Liabilities,3330000.0,12683000.0,5711000.0,3658000.0,3497000.0,-16200000.0,8600000.0,780000.0,0.0,0.0
Deposit Liabilities,49328900000.0,44254075000.0,38979868000.0,39142776000.0,34343499000.0,22472979000.0,19176452000.0,16709536000.0,14336941000.0,10331937000.0
Total non-current liabilities,803783000.0,775641000.0,909753000.0,879385000.0,531221000.0,523681000.0,568392000.0,688501000.0,1209260000.0,
Total liabilities,51811770000.0,47034672000.0,41041106000.0,41488569000.0,36526878000.0,24450919000.0,20935568000.0,18399502000.0,16253411000.0,11367289000.0
Other comprehensive income,1378438000,1314377000,1242741000,1189032000,1120350000,624256000,547079000,484216000,422334000,5905000.0
Retained earnings (deficit),3791838000.0,2866837000.0,2376331000.0,1993646000.0,1654657000.0,1390732000.0,1174878000.0,999733000.0,827831000.0,732907000.0
Total shareholders equity,5116209000.0,4179795000.0,3642554000.0,3198134000.0,2817762000.0,1966270000.0,1830555000.0,1569392000.0,1274350000.0,1128343000.0
Investments,7815711000.0,14883206000.0,16043838000.0,19439793000.0,15944756000.0,12286821000.0,11626177000.0,10907546000.0,7917967000.0,8967363000.0
Net Debt,-2243662000.0,-1193853000.0,-1237378000.0,-658205000.0,-1342619000.0,-1031576000.0,-496650000.0,-456225000.0,-1867172000.0,
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Other Liabilities,50372647000.0,45200618000.0,39602974000.0,40547176000.0,35984160000.0,23883151000.0,20298505000.0,17649046000.0,15044151000.0,
