Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,6900000.0,32264000.0,4359000.0
Short-term investments,0.0,0.0,7865000.0
Cash and short-term investments,6900000.0,32264000.0,12224000.0
Receivables,60742000.0,55224000.0,107601000.0
Inventories,25797000.0,1666000.0,1370000.0
Total current assets,186176000.0,93798000.0,119017000.0
Property Plant & Equipment Net,88941000.0,99930000.0,61214000.0
Goodwill and Intangible Assets,140756000.0,178917000.0,4000.0
Long-term investments,0.0,5006000.0,5241000.0
Tax assets,2747000.0,0.0,0.0
Total non-current assets,272725000.0,283853000.0,69817000.0
Total assets,458901000.0,377651000.0,188834000.0
Payables,24821000.0,15247000.0,14624000.0
Short-term debt,23268000.0,19996000.0,9040000.0
Total current liabilities,112115000.0,81451000.0,54306000.0
Long-term debt,211022000.0,227698000.0,113182000.0
Total debt,234290000.0,247694000.0,122222000.0
Deferred revenue,1352000.0,15882000.0,1352000.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,213769000.0,247881000.0,113182000.0
Total liabilities,366316000.0,329332000.0,167488000.0
Other comprehensive income,82880000,0.0,0.0
Retained earnings (deficit),9414000.0,18316000.0,20366000.0
Total shareholders equity,92585000.0,47721000.0,20660000.0
Investments,0.0,5006000.0,13106000.0
Net Debt,227390000.0,215430000.0,109998000.0
Other Assets,0.0,4644000.0,-2178000.0
Other Liabilities,40432000.0,46208000.0,30642000.0
