Date,2018-12-05,2017-12-31
Cash and cash equivalents,3612.0,828555.0
Short-term investments,238473957.0,235195034.0
Cash and short-term investments,238477569.0,236023589.0
Receivables,0.0,100000.0
Inventories,0.0,0.0
Total current assets,810783.0,1100720.0
Property Plant & Equipment Net,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,238473957.0,235195034.0
Tax assets,0.0,0.0
Total non-current assets,238473957.0,235195034.0
Total assets,239284740.0,236295754.0
Payables,10112686.0,205249.0
Short-term debt,338700.0,224403.0
Total current liabilities,10828407.0,722930.0
Long-term debt,338700.0,224403.0
Total debt,677400.0,448806.0
Deferred revenue,0.0,0.0
Tax Liabilities,196072.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,338700.0,224403.0
Total liabilities,234284730.0,231295753.0
Other comprehensive income,12433979,5317549
Retained earnings (deficit),-7434157.0,-317666.0
Total shareholders equity,5000010.0,5000001.0
Investments,476947914.0,470390068.0
Net Debt,673788.0,-379749.0
Other Assets,0.0,0.0
Other Liabilities,223117623.0,230348420.0
