Date,2018-01-02,2017-12,2017-01-03,2016-12,2015-12-29,2015-12,2014-12-30,2014-12,2013-12-31,2013-12,2013-01-01,2012-01-03
Cash and cash equivalents,10030000.0,10000000.0,7133000.0,7000000.0,19730000.0,20000000.0,17750000.0,18000000.0,32386000.0,32000000.0,31486000.0,19607000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,10030000.0,,7133000.0,,19730000.0,,17750000.0,,32386000.0,,31486000.0,19607000.0
Receivables,10098000.0,10000000.0,11778000.0,12000000.0,16932000.0,17000000.0,16977000.0,17000000.0,14110000.0,14000000.0,11327000.0,13040000.0
Inventories,465000.0,0000000.0,534000.0,1000000.0,818000.0,1000000.0,2300000.0,2000000.0,2670000.0,3000000.0,3143000.0,2228000.0
Total current assets,25690000.0,15000000.0,23704000.0,18000000.0,44013000.0,26000000.0,57331000.0,35000000.0,56683000.0,41000000.0,51577000.0,41071000.0
Property Plant & Equipment Net,10928000.0,11000000.0,12512000.0,13000000.0,18744000.0,19000000.0,29575000.0,30000000.0,37485000.0,37000000.0,38442000.0,44760000.0
Goodwill and Intangible Assets,2392000.0,2000000,2510000.0,2000000,2648000.0,2000000,3342000.0,3000000,1233000.0,2000000,1336000.0,0.0
Long-term investments,0.0,000000.0,1900000.0,0000000.0,2000000.0,000000.0,1300000.0,000000.0,0.0,000000.0,0.0,0.0
Tax assets,127000.0,1000000.0,243000.0,000000.0,356000.0,000000.0,474000.0,000000.0,483000.0,000000.0,655000.0,574000.0
Total non-current assets,14958000.0,8000000.0,17916000.0,9000000.0,25603000.0,9000000.0,35158000.0,10000000.0,41233000.0,9000000.0,42036000.0,47222000.0
Total assets,40648000.0,41000000.0,41620000.0,42000000.0,69616000.0,70000000.0,92489000.0,92000000.0,97916000.0,98000000.0,93613000.0,88293000.0
Payables,3279000.0,3000000.0,2749000.0,3000000.0,3815000.0,4000000.0,3926000.0,4000000.0,5086000.0,5000000.0,8206000.0,4155000.0
Short-term debt,8052000.0,,7664000.0,,18093000.0,,1000000.0,,0.0,,0.0,0.0
Total current liabilities,47713000.0,48000000.0,46457000.0,46000000.0,55635000.0,56000000.0,66200000.0,66000000.0,61873000.0,62000000.0,60221000.0,55030000.0
Long-term debt,1945000.0,,2260000.0,,2961000.0,,3762000.0,,4033000.0,,5610000.0,0.0
Total debt,9997000.0,,9924000.0,,21054000.0,,4762000.0,,4033000.0,,5610000.0,0.0
Deferred revenue,200000.0,2000000.0,200000.0,3000000.0,200000.0,4000000.0,700000.0,3000000.0,0.0,3000000.0,0.0,0.0
Tax Liabilities,149000.0,,185000.0,,185000.0,,185000.0,,185000.0,,185000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,12190000.0,8000000.0,13460000.0,9000000.0,14912000.0,9000000.0,17068000.0,10000000.0,17267000.0,9000000.0,23100000.0,13079000.0
Total liabilities,55222000.0,55000000.0,55397000.0,55000000.0,64625000.0,65000000.0,75875000.0,76000000.0,71074000.0,71000000.0,80017000.0,85989000.0
Other comprehensive income,369509000,,367264000,,363596000,,384638000,,391234000,,380007000,369027000
Retained earnings (deficit),-384101000.0,-384000000.0,-381059000.0,-381000000.0,-358623000.0,-359000000.0,-368041000.0,-368000000.0,-364409000.0,-364000000.0,-366489000.0,-366791000.0
Total shareholders equity,-14574000.0,-15000000.0,-13777000.0,-14000000.0,4991000.0,5000000.0,16614000.0,17000000.0,26842000.0,27000000.0,13596000.0,2304000.0
Investments,0.0,000000.0,1900000.0,0000000.0,2000000.0,000000.0,1300000.0,000000.0,0.0,000000.0,0.0,0.0
Net Debt,-33000.0,-10000000,2791000.0,-7000000,1324000.0,-20000000,-12988000.0,-18000000,-28353000.0,-32000000,-25876000.0,-19607000.0
Other Assets,0.0,1000000,0.0,3000000,0.0,4000000,0.0,13000000,0.0,1000000,0.0,0.0
Other Liabilities,0.0,15000000,0.0,18000000,0.0,28000000,-7393000.0,24000000,0.0,27000000,-3304000.0,17880000.0
