Date,2018-07-31,2018-07,2017-07-31,2017-07,2016-07-31,2016-07,2015-07-31,2015-07,2014-07-31,2014-07,2013-07-31,2012-07-31
Cash and cash equivalents,24436000.0,24000000.0,20708000.0,21000000.0,12428000.0,12000000.0,7517000.0,8000000.0,19252000.0,19000000.0,13949000.0,0.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,24436000.0,,20708000.0,,12428000.0,,7517000.0,,19252000.0,,13949000.0,0.0
Receivables,61895000.0,62000000.0,51168000.0,51000000.0,33324000.0,33000000.0,36887000.0,37000000.0,40176000.0,40000000.0,41935000.0,0.0
Inventories,54218000.0,54000000.0,46482000.0,46000000.0,37401000.0,37000000.0,42082000.0,42000000.0,45268000.0,45000000.0,53387000.0,0.0
Total current assets,155299000.0,663000000.0,133143000.0,659000000.0,95348000.0,142000000.0,96845000.0,146000000.0,111653000.0,139000000.0,118836000.0,0.0
Property Plant & Equipment Net,117101000.0,117000000.0,105435000.0,105000000.0,79739000.0,80000000.0,80589000.0,81000000.0,92450000.0,92000000.0,96688000.0,0.0
Goodwill and Intangible Assets,533661000.0,533000000,544792000.0,544000000,56134000.0,56000000,58968000.0,59000000,40948000.0,41000000,40190000.0,0.0
Long-term investments,5576000.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,5315000.0,000000.0,7667000.0,000000.0,6527000.0,000000.0,2953000.0,0000000.0,1577000.0,0000000.0,1400000.0,0.0
Total non-current assets,663135000.0,343000000.0,659288000.0,566000000.0,141680000.0,50000000.0,145514000.0,69000000.0,139205000.0,72000000.0,143179000.0,0.0
Total assets,818434000.0,818000000.0,792431000.0,792000000.0,237028000.0,237000000.0,242359000.0,242000000.0,250858000.0,251000000.0,262015000.0,0.0
Payables,39005000.0,39000000.0,29570000.0,30000000.0,26418000.0,26000000.0,35980000.0,36000000.0,36690000.0,37000000.0,35492000.0,0.0
Short-term debt,312000000.0,000000.0,3167000.0,3000000.0,35800000.0,000000.0,53000000.0,000000.0,40000000.0,000000.0,65000000.0,0.0
Total current liabilities,59255000.0,59000000.0,52906000.0,53000000.0,43669000.0,44000000.0,50434000.0,50000000.0,58251000.0,58000000.0,45843000.0,0.0
Long-term debt,306119000.0,306000000.0,523102000.0,523000000.0,35800000.0,36000000.0,53000000.0,53000000.0,60000000.0,60000000.0,85000000.0,0.0
Total debt,618119000.0,306000000.0,526269000.0,523000000.0,71600000.0,36000000.0,106000000.0,53000000.0,100000000.0,60000000.0,150000000.0,0.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax Liabilities,422000.0,32000000.0,965000.0,38000000.0,1254000.0,10000000.0,718000.0,13000000.0,0.0,10000000.0,0.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,343112000.0,343000000.0,565809000.0,566000000.0,50170000.0,50000000.0,68504000.0,69000000.0,72401000.0,72000000.0,98932000.0,0.0
Total liabilities,402367000.0,402000000.0,618715000.0,619000000.0,93839000.0,94000000.0,118938000.0,119000000.0,130652000.0,131000000.0,144775000.0,0.0
Other comprehensive income,222371000,-10000000.0,42535000,-10000000.0,36553000,-12000000.0,31676000,-10000000.0,28886000,1000000.0,26689000,0.0
Retained earnings (deficit),203862000.0,204000000.0,140774000.0,141000000.0,118564000.0,119000000.0,101295000.0,101000000.0,90559000.0,91000000.0,92940000.0,0.0
Total shareholders equity,416067000.0,416000000.0,173716000.0,174000000.0,143189000.0,143000000.0,123421000.0,123000000.0,120206000.0,120000000.0,117240000.0,0.0
Investments,5576000.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Debt,593683000.0,282000000,505561000.0,505000000,59172000.0,24000000,98483000.0,45000000,80748000.0,41000000,136051000.0,0.0
Other Assets,0.0,22000000,0.0,15000000,0.0,12000000,0.0,10000000,0.0,7000000,0.0,0.0
Other Liabilities,0.0,5000000,0.0,5000000,0.0,4000000,0.0,7000000,0.0,8000000,0.0,0.0
