Date,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-03-31,2013-03-31,2012-03-31,2011-03-31,2010-03-31
Cash and cash equivalents,28845000.0,37673000.0,27176000.0,118993000.0,107496000.0,111487000.0,136406000.0,120404000.0,86950000.0
Short-term investments,0.0,0.0,9297000.0,11592000.0,10656000.0,12012000.0,4987000.0,1120000.0,7158000.0
Cash and short-term investments,28845000.0,37673000.0,36473000.0,130585000.0,118152000.0,123499000.0,141393000.0,121524000.0,94108000.0
Receivables,93084000.0,86086000.0,126733000.0,110816000.0,113268000.0,148257000.0,145756000.0,139772000.0,107458000.0
Inventories,180000.0,158000.0,555000.0,622000.0,834000.0,710000.0,1242000.0,1933000.0,1340000.0
Total current assets,374093000.0,326419000.0,346799000.0,204544000.0,178065000.0,145729000.0,127643000.0,96292000.0,89959000.0
Property Plant & Equipment Net,26795000.0,27426000.0,25790000.0,20807000.0,22801000.0,21887000.0,17841000.0,12599000.0,8432000.0
Goodwill and Intangible Assets,319284000.0,268718000.0,293762000.0,141657000.0,144972000.0,113092000.0,104029000.0,78761000.0,77880000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,17341000.0,13944000.0,40907000.0,33344000.0,29897000.0,12140000.0,12755000.0,10397000.0,8631000.0
Total non-current assets,57753000.0,39484000.0,123353000.0,21897000.0,29288000.0,8977000.0,15743000.0,17380000.0,20605000.0
Total assets,515755000.0,473221000.0,530790000.0,460521000.0,451351000.0,443055000.0,440352000.0,378686000.0,310180000.0
Payables,4213000.0,4618000.0,11126000.0,10018000.0,7888000.0,11501000.0,4532000.0,6686000.0,3342000.0
Short-term debt,37000000.0,15000000.0,105000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,134592000.0,128694000.0,138060000.0,155084000.0,126973000.0,127029000.0,129432000.0,136636000.0,101286000.0
Long-term debt,37000000.0,15000000.0,105000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,37000000.0,15000000.0,105000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,53777000.0,59270000.0,67692000.0,73264000.0,66426000.0,84401000.0,77794000.0,64583000.0
Tax Liabilities,73000.0,405000.0,91000.0,10048000.0,0.0,1480000.0,5351000.0,14914000.0,10859000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,57753000.0,39484000.0,123353000.0,21897000.0,29288000.0,8977000.0,15743000.0,17380000.0,20605000.0
Total liabilities,192345000.0,168178000.0,261413000.0,176981000.0,156261000.0,136006000.0,145175000.0,154016000.0,121891000.0
Other comprehensive income,-400000.0,-358000.0,-481000.0,-192000.0,-182000.0,-11000.0,-45000.0,0.0,0.0
Retained earnings (deficit),78708000.0,76227000.0,57986000.0,84479000.0,99931000.0,126722000.0,125597000.0,91121000.0,65729000.0
Total shareholders equity,323410000.0,305043000.0,269377000.0,283540000.0,295090000.0,307049000.0,295177000.0,224670000.0,188289000.0
Investments,0.0,9291000.0,2158000.0,-1046000.0,10656000.0,12012000.0,4987000.0,1120000.0,7158000.0
Net Debt,45155000.0,-7673000.0,173527000.0,-130585000.0,-118152000.0,-123499000.0,-141393000.0,-121524000.0,-94108000.0
Other Assets,19553000.0,22885000.0,20230000.0,13954000.0,41032000.0,24860000.0,24318000.0,19165000.0,17315000.0
Other Liabilities,93379000.0,109076000.0,21934000.0,145066000.0,119085000.0,115528000.0,124900000.0,129950000.0,97944000.0
