Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,100244000.0,100000000.0,178571000.0,179000000.0,298064000.0,298000000.0,88109000.0,88000000.0,97252000.0,97000000.0,0.0,0.0
Short-term investments,0.0,000000.0,0.0,9000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Cash and short-term investments,100244000.0,000000.0,178571000.0,9000000.0,298064000.0,000000.0,88109000.0,000000.0,97252000.0,000000.0,0.0,0.0
Receivables,43804000.0,64000000.0,39727000.0,45000000.0,29018000.0,41000000.0,33618000.0,101000000.0,21939000.0,41000000.0,2100000.0,0.0
Inventories,54147000.0,54000000.0,75028000.0,75000000.0,96965000.0,97000000.0,117007000.0,117000000.0,90185000.0,90000000.0,0.0,0.0
Total current assets,241192000.0,1232000000.0,332411000.0,1124000000.0,457481000.0,1073000000.0,325859000.0,867000000.0,245246000.0,580000000.0,2100000.0,0.0
Property Plant & Equipment Net,162535000.0,1199000000.0,177051000.0,1085000000.0,176311000.0,1025000000.0,160787000.0,824000000.0,159375000.0,532000000.0,0.0,0.0
Goodwill and Intangible Assets,7169000.0,7000000,7169000.0,7000000,7169000.0,7000000,7169000.0,7000000,7169000.0,7000000,0.0,0.0
Long-term investments,22571000.0,23000000.0,26332000.0,26000000.0,27397000.0,27000000.0,29168000.0,29000000.0,32900000.0,31000000.0,0.0,0.0
Tax assets,19115000.0,000000.0,18843000.0,000000.0,0.0,000000.0,7688000.0,8000000.0,9060000.0,9000000.0,11224000.0,0.0
Total non-current assets,1232234000.0,737000000.0,1123839000.0,813000000.0,1072674000.0,810000000.0,866550000.0,478000000.0,580363000.0,295000000.0,-2100000.0,0.0
Total assets,1473426000.0,1473000000.0,1456250000.0,1456000000.0,1530155000.0,1530000000.0,1192409000.0,1192000000.0,825609000.0,826000000.0,0.0,0.0
Payables,21275000.0,21000000.0,29314000.0,29000000.0,36080000.0,36000000.0,68789000.0,69000000.0,52772000.0,53000000.0,0.0,0.0
Short-term debt,25590000.0,26000000.0,25588000.0,26000000.0,125784000.0,126000000.0,110612000.0,111000000.0,6655000.0,7000000.0,35700000.0,0.0
Total current liabilities,72567000.0,73000000.0,92853000.0,93000000.0,184144000.0,184000000.0,219171000.0,219000000.0,97124000.0,97000000.0,37444000.0,0.0
Long-term debt,520024000.0,520000000.0,545392000.0,545000000.0,575837000.0,576000000.0,298342000.0,298000000.0,188103000.0,188000000.0,0.0,0.0
Total debt,545614000.0,520000000.0,570980000.0,545000000.0,701621000.0,576000000.0,408954000.0,298000000.0,194758000.0,188000000.0,35700000.0,0.0
Deferred revenue,0.0,000000.0,0.0,000000.0,0.0,000000.0,16723000.0,17000000.0,0.0,000000.0,0.0,0.0
Tax Liabilities,0.0,194000000.0,7660000.0,253000000.0,1684000.0,222000000.0,1422000.0,168000000.0,1142000.0,99000000.0,1744000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,729226000.0,737000000.0,804479000.0,813000000.0,801230000.0,810000000.0,469278000.0,478000000.0,289865000.0,295000000.0,49352000.0,0.0
Total liabilities,809892000.0,810000000.0,905980000.0,906000000.0,993858000.0,994000000.0,696993000.0,697000000.0,391707000.0,392000000.0,-369465000.0,0.0
Other comprehensive income,153578000,-5000000.0,153578000,-6000000.0,182186000,-7000000.0,239609000,-5000000.0,239609000,-1000000.0,370239000,0.0
Retained earnings (deficit),514453000.0,514000000.0,402810000.0,403000000.0,361153000.0,361000000.0,260943000.0,261000000.0,195574000.0,196000000.0,-387000.0,0.0
Total shareholders equity,663534000.0,664000000.0,550270000.0,550000000.0,536297000.0,536000000.0,495416000.0,495000000.0,433902000.0,434000000.0,369465000.0,0.0
Investments,22571000.0,23000000.0,26332000.0,26000000.0,27397000.0,27000000.0,29168000.0,29000000.0,32900000.0,31000000.0,0.0,0.0
Net Debt,445370000.0,446000000,392409000.0,392000000,403557000.0,404000000,320845000.0,321000000,97506000.0,98000000,35700000.0,0.0
Other Assets,0.0,4000000,0.0,5000000,0.0,13000000,0.0,6000000,0.0,10000000,0.0,0.0
Other Liabilities,8099000.0,15000000,8648000.0,9000000,8484000.0,7000000,8544000.0,6000000,4718000.0,4000000,-456261000.0,0.0
