Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,163851000.0,176190000.0,128347000.0,115937000.0,84824000.0,56467000.0,45500000.0,58926000.0,55047000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,163851000.0,176190000.0,128347000.0,115937000.0,84824000.0,56467000.0,45500000.0,58926000.0,55047000.0
Receivables,55249000.0,43961000.0,63215000.0,44996000.0,32432000.0,18260000.0,15062000.0,8159000.0,7879000.0
Inventories,90202000.0,82121000.0,66255000.0,58173000.0,56555000.0,43715000.0,39681000.0,36234000.0,32763000.0
Total current assets,550313000.0,518337000.0,411093000.0,340411000.0,283735000.0,182924000.0,164929000.0,152143000.0,138241000.0
Property Plant & Equipment Net,12119253000.0,11040488000.0,10117689000.0,9458805000.0,8623773000.0,5647670000.0,4960142000.0,4640093000.0,4639281000.0
Goodwill and Intangible Assets,2206456000.0,2206456000.0,2206456000.0,2206456000.0,0.0,0.0,611330000.0,602792000.0,602792000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,23812000.0,18741000.0,40182000.0,25962000.0,14256000.0,6163000.0,0.0,0.0,0.0
Total non-current assets,14655657000.0,13576532000.0,12562818000.0,11924346000.0,11289342000.0,6468054000.0,5773498000.0,5410268000.0,5434130000.0
Total assets,15205970000.0,14094869000.0,12973911000.0,12264757000.0,11573077000.0,6650978000.0,5938427000.0,5562411000.0,5572371000.0
Payables,159564000.0,53433000.0,38002000.0,51369000.0,101983000.0,86788000.0,286387000.0,83290000.0,64399000.0
Short-term debt,681218000.0,619373000.0,560193000.0,629840000.0,576947000.0,286575000.0,221233000.0,200582000.0,78237000.0
Total current liabilities,3150500000.0,2490021000.0,2312818000.0,2366519000.0,2086599000.0,1075488000.0,945089000.0,817446000.0,653317000.0
Long-term debt,5810873000.0,5688392000.0,5838494000.0,5767697000.0,5607157000.0,2841214000.0,2764120000.0,2837499000.0,3125848000.0
Total debt,6492091000.0,6307765000.0,6398687000.0,6397537000.0,6184104000.0,3127789000.0,2985353000.0,3038081000.0,3204085000.0
Deferred revenue,1593219000.0,1303498000.0,1172870000.0,1023973000.0,817207000.0,411829000.0,0.0,0.0,0.0
Tax Liabilities,532000.0,532000.0,11144000.0,11174000.0,11174000.0,10894000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,6106105000.0,5867210000.0,6127583000.0,6125258000.0,5970009000.0,2895463000.0,2974554000.0,2900502000.0,3178528000.0
Total liabilities,9242969000.0,8345103000.0,8436185000.0,8483877000.0,8054264000.0,4042070000.0,3919643000.0,3717948000.0,3831845000.0
Other comprehensive income,3225573000,3759439000,3650864000,3625280000,3620344000,2822864000,-17619000.0,-19794000.0,4309000.0
Retained earnings (deficit),2898840000.0,1963128000.0,1201103000.0,568018000.0,140881000.0,-197471000.0,-299185000.0,-467741000.0,-594600000.0
Total shareholders equity,5963001000.0,5749766000.0,4537726000.0,3780880000.0,3518813000.0,2608908000.0,2010318000.0,1844463000.0,1740526000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,6328240000.0,6131575000.0,6270340000.0,6281600000.0,6099280000.0,3071322000.0,2939853000.0,2979155000.0,3149038000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,64686000.0,48824000.0,42552000.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,71119000.0,437469000.0,533574000.0,510681000.0
