Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,247019000.0,164604000.0,474757000.0,356895000.0,372471000.0,577271000.0,624815000.0,572872000.0,1021311000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,247019000.0,164604000.0,474757000.0,356895000.0,372471000.0,577271000.0,624815000.0,572872000.0,1021311000.0
Receivables,222562000.0,334081000.0,322196000.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,469581000.0,498685000.0,796953000.0,356895000.0,372471000.0,577271000.0,624815000.0,572872000.0,1021311000.0
Property Plant & Equipment Net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,5385582000.0,3377112000.0,3868993000.0,3506040000.0,2604762000.0,2407698000.0,2865871000.0,3052973000.0,3153698000.0
Tax assets,619275000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,18563945000.0,22851269000.0,21935793000.0,23716660000.0,24963263000.0,25185032000.0,26657590000.0,28945279000.0,31346068000.0
Total assets,19033526000.0,23349954000.0,22732746000.0,24073555000.0,25335734000.0,25762303000.0,27282405000.0,29518151000.0,32367379000.0
Payables,953369000.0,919432000.0,655362000.0,784493000.0,934897000.0,989367000.0,1212231000.0,1444280000.0,1931970000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,953369000.0,919432000.0,655362000.0,784493000.0,934897000.0,989367000.0,1212231000.0,1444280000.0,1931970000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18047957000.0
Total debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18047957000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,619275000.0,2428000.0,3843000.0,1289000.0,21240000.0,24667000.0,28174000.0,29220000.0,18084420000.0
Total liabilities,17811700000.0,14554294000.0,14096982000.0,15803512000.0,17729815000.0,17659182000.0,19660707000.0,21034822000.0,22288277000.0
Other comprehensive income,6025814000,10964934000,10521679000,10475010000,10471003000,11047622000,10432447000,10405318000,10681586000
Retained earnings (deficit),-4721335000.0,-2107498000.0,-1824866000.0,-2141549000.0,-2822740000.0,-2915723000.0,-2732787000.0,-1883569000.0,-612075000.0
Total shareholders equity,1221826000.0,8795660000.0,8635764000.0,8270043000.0,7605919000.0,8103121000.0,7621698000.0,8483329000.0,10079102000.0
Investments,5385582000.0,3377112000.0,3868993000.0,3506040000.0,2604762000.0,2407698000.0,2865871000.0,3052973000.0,3153698000.0
Net Debt,-247019000.0,-164604000.0,-474757000.0,-356895000.0,-372471000.0,-577271000.0,-624815000.0,-572872000.0,17026646000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,16239056000.0,13632434000.0,13437777000.0,15017730000.0,16773678000.0,16645148000.0,18420302000.0,19561322000.0,2271887000.0
