Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,2245000000.0,1579000000.0,11225000000.0,2541000000.0,2319000000.0,3863000000.0,5150000000.0,3862000000.0,0.0,0.0,3275000000.0
Short-term investments,382000000.0,335000000.0,10000000.0,7000000.0,7000000.0,5000000.0,2000000.0,514000000.0,0.0,0.0,0.0
Cash and short-term investments,2627000000.0,1914000000.0,11235000000.0,2548000000.0,2326000000.0,3868000000.0,5152000000.0,3862000000.0,0.0,0.0,3275000000.0
Receivables,1326000000.0,1448000000.0,4055000000.0,3362000000.0,2900000000.0,2874000000.0,2754000000.0,2918000000.0,0.0,0.0,3394000000.0
Inventories,783000000.0,654000000.0,780000000.0,816000000.0,807000000.0,742000000.0,698000000.0,798000000.0,0.0,0.0,1170000000.0
Total current assets,10685000000.0,9680000000.0,16349000000.0,6856000000.0,6334000000.0,8184000000.0,9488000000.0,8392000000.0,0.0,0.0,8635000000.0
Property Plant & Equipment Net,6912000000.0,6372000000.0,4225000000.0,3588000000.0,3064000000.0,2991000000.0,2806000000.0,2887000000.0,0.0,0.0,4868000000.0
Goodwill and Intangible Assets,19748000000.0,20044000000.0,12455000000.0,12450000000.0,12460000000.0,12466000000.0,12438000000.0,12431000000.0,0.0,0.0,14390000000.0
Long-term investments,382000000.0,335000000.0,340000000.0,304000000.0,310000000.0,336000000.0,310000000.0,271000000.0,0.0,0.0,0.0
Tax assets,508000000.0,94000000.0,475000000.0,1462000000.0,1409000000.0,404000000.0,605000000.0,574000000.0,0.0,0.0,1534000000.0
Total non-current assets,30404000000.0,27973000000.0,18568000000.0,18758000000.0,18120000000.0,18388000000.0,16893000000.0,18151000000.0,0.0,0.0,21617000000.0
Total assets,41089000000.0,37653000000.0,34917000000.0,25614000000.0,24454000000.0,26572000000.0,26381000000.0,26543000000.0,0.0,0.0,30252000000.0
Payables,2226000000.0,2182000000.0,1661000000.0,1554000000.0,1282000000.0,1305000000.0,1229000000.0,1392000000.0,0.0,0.0,1921000000.0
Short-term debt,1109000000.0,517000000.0,867000000.0,12000000.0,110000000.0,3000000.0,2000000.0,5000000.0,0.0,0.0,103000000.0
Total current liabilities,9434000000.0,8274000000.0,6965000000.0,5630000000.0,5457000000.0,5892000000.0,5815000000.0,6056000000.0,0.0,0.0,6985000000.0
Long-term debt,12770000000.0,13883000000.0,14399000000.0,7058000000.0,6416000000.0,5925000000.0,5928000000.0,3930000000.0,0.0,0.0,4191000000.0
Total debt,13879000000.0,14400000000.0,15266000000.0,7070000000.0,6526000000.0,5928000000.0,5930000000.0,3935000000.0,0.0,0.0,4294000000.0
Deferred revenue,2237000000.0,1917000000.0,1617000000.0,1471000000.0,1537000000.0,1713000000.0,1722000000.0,1759000000.0,0.0,0.0,1954000000.0
Tax Liabilities,1223000000.0,748000000.0,283000000.0,135000000.0,223000000.0,210000000.0,241000000.0,156000000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,14549000000.0,15437000000.0,15868000000.0,9369000000.0,8712000000.0,8512000000.0,7201000000.0,5462000000.0,0.0,0.0,10580000000.0
Total liabilities,32270000000.0,29466000000.0,27869000000.0,20355000000.0,18932000000.0,19337000000.0,15761000000.0,17029000000.0,0.0,0.0,17565000000.0
Other comprehensive income,0.0,0.0,44000000,0.0,0.0,0.0,848000000,2924000000,0.0,0.0,-3014000000.0
Retained earnings (deficit),8748000000.0,8068000000.0,11548000000.0,10630000000.0,10661000000.0,12392000000.0,12538000000.0,11138000000.0,0.0,0.0,6737000000.0
Total shareholders equity,8819000000.0,8187000000.0,7048000000.0,5259000000.0,5522000000.0,7235000000.0,10620000000.0,9514000000.0,0.0,0.0,12687000000.0
Investments,764000000.0,670000000.0,350000000.0,311000000.0,317000000.0,341000000.0,312000000.0,785000000.0,0.0,0.0,0.0
Net Debt,11634000000.0,12821000000.0,4041000000.0,4529000000.0,4207000000.0,2065000000.0,780000000.0,73000000.0,0.0,0.0,1019000000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796000000.0
Other Liabilities,8287000000.0,5755000000.0,5036000000.0,5356000000.0,4763000000.0,4933000000.0,2745000000.0,5511000000.0,0.0,0.0,4961000000.0
