Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,188504347.6122,230921594.6191,161722988.6249,122553868.8954
Short-term investments,683590.7381,3507196.4933,3629949.604,11448997.2269
Cash and short-term investments,189187938.3503,234428791.1124,165352938.2289,134002866.1223
Receivables,15738427.3517,11563158.1016,36967129.4456,11010846.7108
Inventories,0.0,0.0,0.0,0.0
Total current assets,228953302.3155,288470223.549,212160608.9273,153129580.188
Property Plant & Equipment Net,5248486.5412,6795201.6324,5356344.4204,2474955.0146
Goodwill and Intangible Assets,8454651.0854,50781823.7606,51954688.2649,48446876.9065
Long-term investments,18265185.3835,35122816.8077,22502583.7293,21574801.4173
Tax assets,14614360.0579,10853543.2285,9256459.4672,8333741.7963
Total non-current assets,57659437.6266,108459609.8851,94254714.1829,88651703.7436
Total assets,286612739.9421,396929833.4341,306415323.1102,241781283.9316
Payables,4501463.2417,4125576.3301,881019.1505,6437560.6224
Short-term debt,0.0,0.0,0.0,0.0
Total current liabilities,85225197.1056,105497764.5103,69537470.9863,58159957.9418
Long-term debt,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0
Deferred revenue,22418347.4674,39147183.3434,34437432.2534,27142214.6048
Tax Liabilities,39181722.576,36467220.2237,30536429.9496,24898753.3508
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,3536770.767,11222274.3349,13944698.7761,13498218.6104
Total liabilities,88761967.8726,116720038.8452,83482169.7624,71658176.5521
Other comprehensive income,7692243.9942,6162400.6953,11111815.2628,5292568.6335
Retained earnings (deficit),21290672.3589,99942272.37,52256605.1836,23931328.7629
Total shareholders equity,193778776.1216,274992707.9807,216069960.1152,167473129.564
Investments,18948776.1216,38630013.3011,26132533.3333,33023798.6443
Net Debt,-189191138.7373,,,
Other Assets,25098834.0712,,,
Other Liabilities,80723733.8639,101372188.1802,68656451.8358,51722397.3194
