Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,384500000.0,219700000.0,113700000.0,129500000.0,149000000.0,44100000.0,47900000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,384500000.0,219700000.0,113700000.0,129500000.0,149000000.0,44100000.0,47900000.0
Receivables,150500000.0,203000000.0,190100000.0,224700000.0,233900000.0,203300000.0,183700000.0
Inventories,121400000.0,91100000.0,272500000.0,303200000.0,283100000.0,285600000.0,301700000.0
Total current assets,713600000.0,1160700000.0,593500000.0,676000000.0,684900000.0,585100000.0,593700000.0
Property Plant & Equipment Net,154100000.0,109900000.0,260800000.0,279500000.0,277800000.0,324900000.0,325700000.0
Goodwill and Intangible Assets,951800000.0,913600000.0,1198800000.0,1027800000.0,1534400000.0,1571300000.0,1610900000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,6300000.0,7600000.0,15100000.0,0.0,2100000.0,45600000.0,60400000.0
Total non-current assets,1119800000.0,1035200000.0,1478300000.0,1324200000.0,1842700000.0,1898900000.0,1940500000.0
Total assets,1833400000.0,2195900000.0,2071800000.0,2000200000.0,2527600000.0,2484000000.0,2534200000.0
Payables,169900000.0,171200000.0,173100000.0,163200000.0,168700000.0,118500000.0,102200000.0
Short-term debt,0.0,39800000.0,4000000.0,0.0,3900000.0,11900000.0,75900000.0
Total current liabilities,264300000.0,389800000.0,324400000.0,315200000.0,356000000.0,310400000.0,359100000.0
Long-term debt,247700000.0,541100000.0,579000000.0,578100000.0,632300000.0,0.0,0.0
Total debt,247700000.0,580900000.0,583000000.0,578100000.0,636200000.0,11900000.0,75900000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,6500000.0,6800000.0,7200000.0,15300000.0,23400000.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,7800000.0,0.0,0.0
Total non-current liabilities,271900000.0,590700000.0,644900000.0,601900000.0,660200000.0,94500000.0,119400000.0
Total liabilities,536200000.0,980500000.0,969300000.0,944900000.0,1036400000.0,404900000.0,478500000.0
Other comprehensive income,1572800000,1546100000,1531300000,1517000000,1502500000,-19600000.0,10100000.0
Retained earnings (deficit),-242400000.0,-299900000.0,-379200000.0,-419000000.0,7300000.0,0.0,
Total shareholders equity,1297200000.0,1215400000.0,1102500000.0,1055300000.0,1491200000.0,2079100000.0,2055700000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-136800000.0,361200000.0,469300000.0,448600000.0,487200000.0,-32200000.0,28000000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,52100000.0,60400000.0
Other Liabilities,0.0,0.0,0.0,27800000.0,20200000.0,180000000.0,181000000.0
