Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,411145429.233,1373178916.1125,113141825.342,32370051.918
Short-term investments,1291818817.8003,1370473576.3301,756946141.2527,325029806.8094
Cash and short-term investments,1702964247.0333,2743652492.4426,870087966.5947,357399858.7274
Receivables,0.0,0.0,84363672.7142,5381324.1411
Inventories,0.0,0.0,0.0,0.0
Total current assets,2096837003.1838,2899874651.1487,997688014.2549,376605589.1234
Property Plant & Equipment Net,3795104.1968,697304.7158,703511.3031,289869.6657
Goodwill and Intangible Assets,16470175.1085,892962.8174,18473.5781,4438.7614
Long-term investments,195093327.3517,9434457.2249,22032668.6825,27358229.8567
Tax assets,35226167.0043,17451724.7582,2561223.7581,0.0
Total non-current assets,255315645.4414,29450553.3555,27164254.5716,35595251.1169
Total assets,2352152648.6252,2929325204.5042,1024852268.8265,412200840.2403
Payables,0.0,0.0,2947903.0958,247436380.6809
Short-term debt,558674468.1621,1206078373.942,602337056.5875,240776987.9834
Total current liabilities,726390961.7945,1410221409.7642,651973713.3189,495702796.7956
Long-term debt,59826338.6397,77089465.6892,10950629.8056,13766439.5317
Total debt,618500806.8017,1283167839.6312,613287686.3931,254543427.515
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,50481903.9074,40564263.4522,14741636.1411,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,59826338.6397,77089465.6892,10950629.8056,13766439.5317
Total liabilities,786217300.4342,1487310875.4534,662924343.1246,509469236.3272
Other comprehensive income,-6491785.6729,-11781659.7642,0.0,0.0
Retained earnings (deficit),733277946.7438,372967783.8573,-505529409.5032,-1021979968.88
Total shareholders equity,1565935348.191,1442014329.0508,-493936470.2664,-1012994513.7883
Investments,1486912145.152,1379908033.555,778978809.9352,352388036.6662
Net Debt,207355377.5688,,,
Other Assets,403689580.0626,,,
Other Liabilities,167716493.6324,204143035.8222,46688753.6356,7489428.1313
