Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,160300000.0,160000000.0,3432000.0,3000000.0,3066000.0,3000000.0,3231000.0,3000000.0,4556000.0,5000000.0,4487000.0,5829000.0,3539000.0,928000.0
Short-term investments,0.0,,237102000.0,,200122000.0,,184057000.0,,185016000.0,,46800000.0,43600000.0,36400000.0,145825000.0
Cash and short-term investments,160300000.0,,240534000.0,,203188000.0,,187288000.0,,189572000.0,,51287000.0,49429000.0,39939000.0,928000.0
Receivables,101800000.0,262000000.0,290652000.0,291000000.0,288579000.0,302000000.0,258286000.0,258000000.0,267327000.0,267000000.0,250036000.0,224439000.0,226428000.0,227700000.0
Inventories,511000000.0,511000000.0,293562000.0,294000000.0,300125000.0,300000000.0,301294000.0,301000000.0,247406000.0,247000000.0,239511000.0,249016000.0,229118000.0,206867000.0
Total current assets,1681000000.0,23917000000.0,727050000.0,10897000000.0,768382000.0,10719000000.0,717141000.0,9989000000.0,700922000.0,9646000000.0,706798000.0,643075000.0,633585000.0,601609000.0
Property Plant & Equipment Net,18782500000.0,18952000000.0,9553755000.0,9730000000.0,9248359000.0,9506000000.0,8524902000.0,8793000000.0,8162908000.0,8441000000.0,7551916000.0,7013765000.0,6411922000.0,5964439000.0
Goodwill and Intangible Assets,2338900000.0,2339000000,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Long-term investments,634900000.0,472000000.0,1320695000.0,237000000.0,1267349000.0,200000000.0,1299408000.0,184000000.0,1306777000.0,185000000.0,1289457000.0,1370788000.0,1345443000.0,0.0
Tax assets,68000000.0,,0.0,,13000000.0,,756200000.0,,29636000.0,,37927000.0,0.0,394000.0,30248000.0
Total non-current assets,4965400000.0,12703000000.0,10897318000.0,6893000000.0,10718692000.0,6634000000.0,9988525000.0,6212000000.0,9646079000.0,6203000000.0,8890313000.0,8622156000.0,8049266000.0,7478029000.0
Total assets,25598100000.0,25598000000.0,11624368000.0,11624000000.0,11487074000.0,11487000000.0,10705666000.0,10706000000.0,10347001000.0,10347000000.0,9597111000.0,9265231000.0,8682851000.0,8079638000.0
Payables,451500000.0,452000000.0,204186000.0,204000000.0,220522000.0,221000000.0,220969000.0,221000000.0,219351000.0,219000000.0,233351000.0,180825000.0,187428000.0,187954000.0
Short-term debt,705400000.0,1839000000.0,0.0,304000000.0,125000000.0,519000000.0,28309000.0,279000000.0,0.0,286000000.0,250000000.0,0.0,0.0,61000.0
Total current liabilities,2867200000.0,2867000000.0,823717000.0,824000000.0,1047193000.0,1047000000.0,836935000.0,837000000.0,849631000.0,850000000.0,955399000.0,846141000.0,827287000.0,782846000.0
Long-term debt,6636300000.0,6687000000.0,3687555000.0,3769000000.0,3388670000.0,3500000000.0,3163950000.0,3302000000.0,3215539000.0,3382000000.0,2968958000.0,2819271000.0,2491109000.0,2490871000.0
Total debt,7341700000.0,6687000000.0,3687555000.0,3769000000.0,3513670000.0,3500000000.0,3192259000.0,3302000000.0,3215539000.0,3382000000.0,3218958000.0,2819271000.0,2491109000.0,2490932000.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Tax Liabilities,133600000.0,1599000000.0,87727000.0,816000000.0,85729000.0,1753000000.0,83773000.0,1591000000.0,74356000.0,1475000000.0,69742000.0,58624000.0,52451000.0,45534000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Total non-current liabilities,12740200000.0,12703000000.0,6940214000.0,6893000000.0,6606691000.0,6634000000.0,6196768000.0,6212000000.0,6196063000.0,6203000000.0,5573181000.0,5508835000.0,5054823000.0,4882954000.0
Total liabilities,15569900000.0,15570000000.0,7716246000.0,7716000000.0,7681199000.0,7681000000.0,7048945000.0,7049000000.0,7052145000.0,7052000000.0,6534337000.0,6369091000.0,5892204000.0,5675335000.0
Other comprehensive income,0.0,-3000000.0,2024396000,000000.0,2018317000,000000.0,2004124000,000000.0,1781120000,000000.0,1696727000,1656972000,1660939000,1420016000
Retained earnings (deficit),1346000000.0,1346000000.0,1173255000.0,1173000000.0,1078602000.0,1079000000.0,945830000.0,946000000.0,855299000.0,855000000.0,724776000.0,606649000.0,501216000.0,423647000.0
Total shareholders equity,10028200000.0,10028000000.0,3908122000.0,3908000000.0,3805875000.0,3806000000.0,3656721000.0,3657000000.0,3294856000.0,3295000000.0,3062774000.0,2896140000.0,2790647000.0,2404303000.0
Investments,634900000.0,472000000.0,1557797000.0,237000000.0,1467471000.0,200000000.0,1483465000.0,184000000.0,1491793000.0,185000000.0,1336257000.0,1414388000.0,1381843000.0,145825000.0
Net Debt,7181400000.0,8366000000,3684123000.0,4070000000,3510604000.0,4016000000,3189028000.0,3578000000,3210983000.0,3663000000,3214471000.0,2813442000.0,2487570000.0,2490004000.0
Other Assets,18951700000.0,1065000000,0.0,368000000,0.0,397000000,0.0,397000000,0.0,431000000,0.0,0.0,0.0,0.0
Other Liabilities,-37500000.0,1579000000,-47685000.0,1417000000,27315000.0,1280000000,15242000.0,1218000000,6451000.0,1241000000,5757000.0,14115000.0,10094000.0,9535000.0
