Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,136986000.0,137000000.0,82387000.0,82000000.0,61653000.0,62000000.0,146470000.0,146000000.0,18130000.0,18000000.0,12416000.0,13244883.0
Short-term investments,0.0,000000.0,0.0,000000.0,50097000.0,50000000.0,49897000.0,50000000.0,50027000.0,50000000.0,20086000.0,0.0
Cash and short-term investments,136986000.0,000000.0,82387000.0,000000.0,111750000.0,50000000.0,196367000.0,50000000.0,68157000.0,50000000.0,32502000.0,13244883.0
Receivables,6491000.0,6000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Inventories,17214000.0,17000000.0,5640000.0,6000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Total current assets,165160000.0,1000000.0,88916000.0,1000000.0,115055000.0,1000000.0,200203000.0,13000000.0,71875000.0,1000000.0,34049000.0,14308285.0
Property Plant & Equipment Net,1134000.0,1000000.0,593000.0,1000000.0,531000.0,1000000.0,642000.0,1000000.0,589000.0,1000000.0,30000.0,5773.0
Goodwill and Intangible Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax assets,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current assets,1446000.0,134000000.0,936000.0,23000000.0,874000.0,152000000.0,13141000.0,200000000.0,683000.0,2000000.0,3356000.0,1561254.0
Total assets,166606000.0,167000000.0,89852000.0,90000000.0,115929000.0,116000000.0,213344000.0,213000000.0,72558000.0,73000000.0,37405000.0,15869539.0
Payables,23256000.0,23000000.0,15584000.0,16000000.0,13263000.0,13000000.0,13869000.0,14000000.0,13542000.0,14000000.0,5255000.0,1415617.0
Short-term debt,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current liabilities,38147000.0,38000000.0,29430000.0,29000000.0,19579000.0,20000000.0,18331000.0,18000000.0,15676000.0,16000000.0,7315000.0,2746999.0
Long-term debt,98660000.0,116000000.0,22665000.0,23000000.0,151241000.0,151000000.0,200000000.0,200000000.0,0.0,000000.0,0.0,0.0
Total debt,98660000.0,116000000.0,22665000.0,23000000.0,151241000.0,151000000.0,200000000.0,200000000.0,0.0,000000.0,0.0,0.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Tax Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,99093000.0,134000000.0,22665000.0,23000000.0,151241000.0,152000000.0,200000000.0,200000000.0,0.0,2000000.0,0.0,0.0
Total liabilities,172124000.0,172000000.0,52311000.0,52000000.0,171142000.0,171000000.0,218503000.0,219000000.0,17210000.0,17000000.0,12573000.0,6072113.0
Other comprehensive income,801787000,,620513000,,329161000,,261715000,,226515000,,133878000,79401015
Retained earnings (deficit),-807330000.0,-807000000.0,-582992000.0,-583000000.0,-384385000.0,-384000000.0,-266885000.0,-267000000.0,-171177000.0,-171000000.0,-109053000.0,-69609018.0
Total shareholders equity,-5518000.0,-6000000.0,37541000.0,38000000.0,-55213000.0,-55000000.0,-5159000.0,-5000000.0,55348000.0,55000000.0,24832000.0,9797426.0
Investments,0.0,,0.0,,50097000.0,,49897000.0,,50027000.0,,20086000.0,0.0
Net Debt,-38326000.0,-21000000,-59722000.0,-59000000,89588000.0,89000000,53530000.0,54000000,-18130000.0,-18000000,-12416000.0,-13244883.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,12000000,0.0,0,0.0,0.0
Other Liabilities,34884000.0,18000000,216000.0,0,322000.0,0,172000.0,0,1534000.0,2000000,5258000.0,3325114.0
