Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,1592000.0,1548000.0,1597782.0,1841872.0,7905004.0,0.0,0.0,0.0
Short-term investments,0.0,0.0,0.0,0.0,1157134.0,0.0,0.0,0.0
Cash and short-term investments,1592000.0,1548000.0,1597782.0,1841872.0,7905004.0,0.0,0.0,0.0
Receivables,7029000.0,5514000.0,4959822.0,4063516.0,4408396.0,0.0,0.0,0.0
Inventories,1404000.0,1402000.0,1308851.0,1152119.0,1139305.0,0.0,0.0,0.0
Total current assets,11541000.0,9763000.0,10094015.0,11953916.0,16547231.0,0.0,0.0,22000.0
Property Plant & Equipment Net,39347000.0,37811000.0,36815239.0,27952327.0,18815625.0,0.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,2684000.0,2957000.0,3065557.0,2910362.0,2802443.0,0.0,0.0,28750000.0
Tax assets,38000.0,69000.0,51031.0,10093672.0,35418.0,0.0,0.0,0.0
Total non-current assets,44438000.0,43252000.0,42797600.0,44092394.0,24814910.0,0.0,0.0,28750000.0
Total assets,55979000.0,53015000.0,52891615.0,56046310.0,41362141.0,0.0,0.0,28772000.0
Payables,5408000.0,5329000.0,3761823.0,2501622.0,3433198.0,0.0,0.0,54000.0
Short-term debt,3201000.0,3241000.0,0.0,0.0,0.0,0.0,0.0,120000.0
Total current liabilities,17820000.0,16927000.0,13867596.0,11095109.0,7166058.0,0.0,0.0,805000.0
Long-term debt,7118000.0,10115000.0,13167867.0,14290010.0,9435109.0,0.0,0.0,120000.0
Total debt,10319000.0,13356000.0,13167867.0,14290010.0,9435109.0,0.0,0.0,240000.0
Deferred revenue,171000.0,115000.0,612574.0,204033.0,127950.0,0.0,0.0,0.0
Tax Liabilities,685000.0,610000.0,144452.0,0.0,494152.0,0.0,0.0,85000.0
Deposit Liabilities,0.0,0.0,0.0,721045.0,0.0,0.0,0.0,0.0
Total non-current liabilities,12873000.0,15823000.0,20633048.0,17859175.0,21067141.0,0.0,0.0,120000.0
Total liabilities,43465000.0,45540000.0,44812012.0,35760638.0,28629133.0,0.0,0.0,805000.0
Other comprehensive income,43543000,41007000,37384243,31778266,30966611,0.0,0.0,27966000
Retained earnings (deficit),-28722000.0,-31979000.0,-27763194.0,-11074708.0,-18005401.0,0.0,0.0,0.0
Total shareholders equity,12514000.0,7475000.0,8079603.0,20285672.0,12733008.0,0.0,0.0,27967000.0
Investments,2684000.0,2957000.0,3065557.0,2910362.0,3959577.0,0.0,0.0,28750000.0
Net Debt,8727000.0,11808000.0,11570085.0,12448138.0,1530105.0,0.0,0.0,240000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,12772000.0,12790000.0,10311368.0,6806354.0,395934.0,0.0,0.0,0.0
