Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2011-12-31
Cash and cash equivalents,114256000.0,114000000.0,7724000.0,6000000.0,4521000.0,4000000.0,11054000.0,10000000.0,5337000.0,5000000.0,21298000.0,11084000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Cash and short-term investments,114256000.0,,7724000.0,,4521000.0,,11054000.0,,5337000.0,,21298000.0,11084000.0
Receivables,101029000.0,101000000.0,139486000.0,139000000.0,52834000.0,53000000.0,41477000.0,41000000.0,82117000.0,82000000.0,37442000.0,4026000.0
Inventories,57089000.0,57000000.0,44272000.0,44000000.0,29277000.0,24000000.0,27971000.0,28000000.0,23684000.0,24000000.0,22418000.0,2374000.0
Total current assets,1148225000.0,1148000000.0,931778000.0,931000000.0,569853000.0,445000000.0,448866000.0,335000000.0,320901000.0,321000000.0,271578000.0,54451000.0
Property Plant & Equipment Net,1031188000.0,1031000000.0,900010000.0,899000000.0,541693000.0,417000000.0,393512000.0,276000000.0,241325000.0,241000000.0,195834000.0,52708000.0
Goodwill and Intangible Assets,71575000.0,72000000,8416000.0,8000000,10097000.0,10000000,45524000.0,46000000,66750000.0,67000000,71936000.0,0.0
Long-term investments,37354000.0,37000000.0,17475000.0,17000000.0,10232000.0,10000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Tax assets,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current assets,472081000.0,472000000.0,212181000.0,231000000.0,207972000.0,209000000.0,253849000.0,261000000.0,205094000.0,208000000.0,142878000.0,46944000.0
Total assets,1433838000.0,1434000000.0,1128229000.0,1123000000.0,659201000.0,529000000.0,534208000.0,420000000.0,436120000.0,436000000.0,354361000.0,72229000.0
Payables,71039000.0,71000000.0,48289000.0,47000000.0,137905000.0,18000000.0,130983000.0,11000000.0,38337000.0,25000000.0,20460000.0,4954000.0
Short-term debt,2194000.0,2000000.0,4140000.0,3000000.0,2962000.0,3000000.0,3258000.0,3000000.0,2000000.0,2000000.0,0.0,0.0
Total current liabilities,154510000.0,155000000.0,90278000.0,96000000.0,149022000.0,30000000.0,140670000.0,22000000.0,52585000.0,53000000.0,28129000.0,14998000.0
Long-term debt,443283000.0,443000000.0,194462000.0,194000000.0,193458000.0,193000000.0,246783000.0,251000000.0,198364000.0,198000000.0,138250000.0,46112000.0
Total debt,445477000.0,443000000.0,198602000.0,194000000.0,196420000.0,193000000.0,250041000.0,251000000.0,200364000.0,198000000.0,138250000.0,46112000.0
Deferred revenue,29785000.0,10000000.0,11783000.0,7000000.0,0.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,9178000.0
Tax Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,472081000.0,472000000.0,212181000.0,231000000.0,207972000.0,209000000.0,253849000.0,261000000.0,205094000.0,208000000.0,142878000.0,46944000.0
Total liabilities,626591000.0,627000000.0,302459000.0,328000000.0,356994000.0,239000000.0,394519000.0,283000000.0,257679000.0,260000000.0,171007000.0,61942000.0
Other comprehensive income,-4230000.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Retained earnings (deficit),0.0,,0.0,,0.0,,0.0,,,,,
Total shareholders equity,807247000.0,807000000.0,1239282000.0,796000000.0,299516000.0,290000000.0,134096000.0,137000000.0,175962000.0,176000000.0,148123000.0,10287000.0
Investments,37354000.0,37000000.0,17475000.0,17000000.0,10232000.0,10000000.0,0.0,000000.0,0.0,000000.0,0.0,0.0
Net Debt,331221000.0,331000000,190878000.0,191000000,191899000.0,192000000,238987000.0,244000000,195027000.0,195000000,116952000.0,35028000.0
Other Assets,13239000.0,8000000,4969000.0,6000000,2716000.0,8000000,4840000.0,13000000,4081000.0,14000000,1625000.0,294000.0
Other Liabilities,81277000.0,19000000,37849000.0,41000000,8155000.0,14000000,6429000.0,8000000,12248000.0,20000000,7669000.0,10044000.0
