date,,2020-07-03_FY,2019-06-28_FY,2018-06-29_FY,2017-06-30_FY,2016-07-01_FY,2015-07-03_FY,2014-06-27_FY,2013-06-28_FY,2012-06-29_FY,2011-07-01_FY,2010-07-02_FY,2009-07-03_FY,2008-06-27_FY,2007-06-29_FY,2006-06-30_FY,2005-07-01_FY,2004-07-02_FY,2003-06-27_FY,2002-06-28_FY,2001-06-29_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1004000000.0,2012000000.0,1182000000.0,772000000.0,248000000.0,1742000000.0,1570000000.0,1838000000.0,2862000000.0,511000000.0,1609000000.0,-3125000000.0,1251000000.0,913000000.0,840000000.0,707000000.0,529000000.0,641000000.0,153000000.0,-522000000.0
,depreciationAndAmortization,379000000.0,541000000.0,598000000.0,749000000.0,815000000.0,841000000.0,879000000.0,873000000.0,814000000.0,754000000.0,780000000.0,931000000.0,844000000.0,851000000.0,612000000.0,464000000.0,414000000.0,443000000.0,405000000.0,443000000.0
,deferredIncomeTax,-6000000.0,-690000000.0,193000000.0,3000000.0,-2000000.0,2000000.0,-67000000.0,-70000000.0,-28000000.0,46000000.0,-36000000.0,306000000.0,10000000.0,-365000000.0,23000000.0,11000000.0,16000000.0,-15000000.0,62000000.0,45000000.0
,stockBasedCompensation,109000000.0,99000000.0,112000000.0,137000000.0,120000000.0,137000000.0,118000000.0,76000000.0,51000000.0,51000000.0,57000000.0,83000000.0,113000000.0,128000000.0,90000000.0,142000000.0,-44000000.0,0.0,0.0,0.0
,changeInWorkingCapital,-739000000.0,1011000000.0,-1295000000.0,1131000000.0,-1941000000.0,-154000000.0,578000000.0,-113000000.0,-48000000.0,541000000.0,1321000000.0,115000000.0,-167000000.0,156000000.0,-726000000.0,509000000.0,294000000.0,560000000.0,-291000000.0,-1381000000.0
,accountsReceivables,-127000000.0,204000000.0,16000000.0,122000000.0,464000000.0,-2000000.0,4000000.0,661000000.0,-824000000.0,-95000000.0,-367000000.0,4000000.0,-3000000.0,40000000.0,-190000000.0,-403000000.0,-80000000.0,0.0,-75000000.0,139000000.0
,inventory,-166000000.0,80000000.0,-71000000.0,-114000000.0,145000000.0,29000000.0,-20000000.0,102000000.0,99000000.0,-115000000.0,-170000000.0,358000000.0,-151000000.0,106000000.0,-113000000.0,18000000.0,-130000000.0,0.0,-25000000.0,108000000.0
,accountsPayables,394000000.0,-268000000.0,65000000.0,121000000.0,-24000000.0,-58000000.0,-190000000.0,-538000000.0,157000000.0,386000000.0,2000000.0,-79000000.0,351000000.0,-391000000.0,91000000.0,368000000.0,89000000.0,0.0,-225000000.0,177000000.0
,otherWorkingCapital,1392000000.0,2131000000.0,1120000000.0,2415000000.0,1284000000.0,3225000000.0,3379000000.0,2801000000.0,2914000000.0,2962000000.0,2421000000.0,1100000000.0,985000000.0,1152000000.0,996000000.0,1722000000.0,1213000000.0,919000000.0,359000000.0,650000000.0
,otherNonCashItems,219000000.0,5000000.0,101000000.0,206000000.0,155000000.0,204000000.0,177000000.0,132000000.0,38000000.0,69000000.0,148000000.0,2411000000.0,109000000.0,227000000.0,58000000.0,10000000.0,-116000000.0,34000000.0,249000000.0,730000000.0
,netCashProvidedByOperatingActivites,1714000000.0,1761000000.0,2113000000.0,1916000000.0,1680000000.0,2647000000.0,2558000000.0,3047000000.0,3262000000.0,1264000000.0,1932000000.0,823000000.0,2538000000.0,943000000.0,1457000000.0,1428000000.0,635000000.0,882000000.0,905000000.0,390000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-585000000.0,-602000000.0,-366000000.0,-434000000.0,-587000000.0,-747000000.0,-559000000.0,-786000000.0,-636000000.0,-843000000.0,-639000000.0,-633000000.0,-930000000.0,-906000000.0,-1008000000.0,-691000000.0,-605000000.0,-516000000.0,-540000000.0,-504000000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-634000000.0,-453000000.0,-285000000.0,-36000000.0,-561000000.0,0.0,0.0,0.0,-78000000.0,-906000000.0,-1008000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-850000000.0,-963000000.0,-1640000000.0,-460000000.0,-1090000000.0,-1087000000.0,-1912000000.0,-1654000000.0,-2426000000.0,-822000000.0,-373000000.0,-155000000.0,-486000000.0,-322000000.0,-3220000000.0,-4796000000.0,-4143000000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,6000000.0,0.0,23000000.0,569000000.0,334000000.0,516000000.0,260000000.0,0.0,192000000.0,460000000.0,997000000.0,3528000000.0,4465000000.0,3822000000.0,0.0,0.0,0.0
,otherInvestingActivites,800000000.0,2411000000.0,418000000.0,429000000.0,1100000000.0,977000000.0,1866000000.0,1318000000.0,1432000000.0,424000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-635000000.0,846000000.0,-1588000000.0,-459000000.0,-1211000000.0,-1287000000.0,-322000000.0,-825000000.0,-1114000000.0,-981000000.0,-752000000.0,-618000000.0,-991000000.0,-402000000.0,-561000000.0,-1069000000.0,-962000000.0,-754000000.0,-610000000.0,-311000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1137000000.0,-819000000.0,-214000000.0,-316000000.0,-22000000.0,-1026000000.0,-725000000.0,-1224000000.0,-670000000.0,-377000000.0,-14000000.0,10000000.0,-34000000.0,-5000000.0,-340000000.0,-3000000.0,-6000000.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-747000000.0,-894000000.0,-248000000.0,-374000000.0,-1011000000.0,-989000000.0,-1805000000.0,-1395000000.0,-2082000000.0,-739000000.0,-498000000.0,54000000.0,-1301000000.0,-1307000000.0,-281000000.0,90000000.0,96000000.0,299000000.0,4000000.0,0.0
