Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,230752000.0,134596000.0,61029000.0,78278000.0,87604000.0,35118000.0
Short-term investments,16957000.0,17631000.0,628000.0,0.0,0.0,0.0
Cash and short-term investments,247709000.0,152227000.0,61657000.0,78278000.0,87604000.0,35118000.0
Receivables,60169000.0,45797000.0,14694000.0,9981000.0,7112000.0,3670000.0
Inventories,20595000.0,16870000.0,11055000.0,11742000.0,7234000.0,3109000.0
Total current assets,573196000.0,251032000.0,101753000.0,116179000.0,117493000.0,39429000.0
Property Plant & Equipment Net,2882606000.0,1502817000.0,612342000.0,625416000.0,456139000.0,180342000.0
Goodwill and Intangible Assets,2370322000.0,1743922000.0,554324000.0,558859000.0,558739000.0,20574000.0
Long-term investments,1300000.0,1500000.0,1286000.0,1286000.0,14009000.0,18349000.0
Tax assets,15731000.0,4805000.0,69000.0,112000.0,2608000.0,0.0
Total non-current assets,5338266000.0,3295440000.0,1192291000.0,1208829000.0,1057837000.0,230753000.0
Total assets,5911462000.0,3546472000.0,1294044000.0,1325008000.0,1175330000.0,270182000.0
Payables,58524000.0,34778000.0,21576000.0,17005000.0,12184000.0,7010000.0
Short-term debt,462000.0,615000.0,4545000.0,4524000.0,32000.0,2725000.0
Total current liabilities,402177000.0,219059000.0,102040000.0,105710000.0,91844000.0,25147000.0
Long-term debt,3261273000.0,2189578000.0,795881000.0,861713000.0,778827000.0,168035000.0
Total debt,3261735000.0,2190193000.0,800426000.0,866237000.0,778859000.0,170760000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,47475000.0,171000.0,0.0,0.0,2578000.0,2447000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,3520297000.0,2382287000.0,893553000.0,948631000.0,931861000.0,169460000.0
Total liabilities,4882309000.0,2601346000.0,995593000.0,1054341000.0,1023708000.0,194607000.0
Other comprehensive income,738945000,669721034,126773256,124079171,119512568,1772000.0
Retained earnings (deficit),290206000.0,198500000.0,124560000.0,99758000.0,-14425000.0,0.0
Total shareholders equity,1029153000.0,945126000.0,298451000.0,270667000.0,151622000.0,75575000.0
Investments,18257000.0,19131000.0,1914000.0,1286000.0,14009000.0,18349000.0
Net Debt,3030983000.0,2055597000.0,739397000.0,787959000.0,691255000.0,135642000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,-2468000.0
Other Liabilities,959835000.0,0.0,0.0,0.0,3000.0,15412000.0
