Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,95247000.0,96748444.0,58923097.0,293530590.0,74566963.0
Short-term investments,358359000.0,423418752.0,237242655.0,0.0,0.0
Cash and short-term investments,453606000.0,520167196.0,296165752.0,293530590.0,74566963.0
Receivables,0.0,0.0,0.0,0.0,244393.0
Inventories,25637000.0,0.0,0.0,0.0,0.0
Total current assets,567140000.0,533165726.0,314593677.0,311607784.0,77363268.0
Property Plant & Equipment Net,95998000.0,61712793.0,19794306.0,16999445.0,12674372.0
Goodwill and Intangible Assets,1198000.0,1254005.0,1160104.0,0.0,0.0
Long-term investments,94678000.0,20035553.0,21900129.0,0.0,0.0
Tax assets,0.0,1236779.0,3440891.0,0.0,0.0
Total non-current assets,247212000.0,83630586.0,59269118.0,18164730.0,13082583.0
Total assets,814352000.0,616796312.0,373862795.0,329772514.0,90445851.0
Payables,19492000.0,14182804.0,9928737.0,9687594.0,2676697.0
Short-term debt,4822000.0,311976.0,302013.0,0.0,0.0
Total current liabilities,62354000.0,53686516.0,29997540.0,22115651.0,15854228.0
Long-term debt,46090000.0,912027.0,1224003.0,8084509.0,0.0
Total debt,50912000.0,1224003.0,1526016.0,8084509.0,0.0
Deferred revenue,0.0,11968915.0,5168674.0,5182835.0,20781791.0
Tax Liabilities,4341000.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,255485000.0,41167632.0,6090123.0,17119068.0,19385903.0
Total liabilities,317839000.0,103172100.0,43586082.0,39234719.0,35240131.0
Other comprehensive income,1087225000,1025363558,583421046,419239096,0.0
Retained earnings (deficit),-589700000.0,-505862883.0,-252380911.0,-128728384.0,-81602606.0
Total shareholders equity,496513000.0,513624212.0,330276713.0,290537795.0,55205720.0
Investments,453037000.0,443454305.0,259142784.0,0.0,0.0
Net Debt,-44335000.0,-95524441.0,-57397081.0,-285446081.0,-74566963.0
Other Assets,0.0,0.0,0.0,0.0,2551912.0
Other Liabilities,0.0,8317952.0,7498419.0,0.0,13177531.0
