Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Depreciation & Amortization,,,,,,,,,
Stock-based compensation,87000000.0,165000000.0,140000000.0,78000000.0,21300000.0,53700000.0,67490000.0,98033000.0,5613000.0
Operating Cash Flow,2290000000.0,2087000000.0,2257000000.0,2312000000.0,1042000000.0,656600000.0,640473000.0,263191000.0,360897000.0
Capital Expenditure,-336000000.0,-291000000.0,-303000000.0,-471000000.0,-184900000.0,-181100000.0,-385952000.0,-101355000.0,-769252000.0
Acquisitions and disposals,3253000000.0,150000000.0,-15445000000.0,390000000.0,-5212400000.0,-3393300000.0,-2464108000.0,308982000.0,0.0
Investment purchases and sales,-5000000.0,16000000.0,202000000.0,-19000000.0,17000000.0,617600000.0,5552000.0,7965000.0,-2745000.0
Investing Cash flow,2887000000.0,-125000000.0,-15577000000.0,-100000000.0,-5380300000.0,-2965700000.0,-2808508000.0,228939000.0,-742772000.0
Issuance (repayment) of debt,-4896000000.0,-1313000000.0,12536000000.0,-2319000000.0,1939400000.0,3441500000.0,2730016000.0,196019000.0,323726000.0
Issuance (buybacks) of shares,0.0,33000000.0,1391000000.0,17000000.0,2261800000.0,-257700000.0,-597504000.0,-1705000.0,866000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-356291000.0,-147146000.0
Financing Cash Flow,-4963000000.0,-1963000000.0,13624000000.0,-2460000000.0,4027700000.0,3057300000.0,1948165000.0,-213283000.0,177047000.0
Effect of forex changes on cash,41000000.0,-54000000.0,-30000000.0,-29000000.0,-5200000.0,3800000.0,-10288000.0,959000.0,1744000.0
Net cash flow / Change in cash,255000000.0,-55000000.0,274000000.0,-277000000.0,-315800000.0,752000000.0,-230158000.0,279806000.0,-203084000.0
Free Cash Flow,1954000000.0,1796000000.0,1954000000.0,1841000000.0,857100000.0,475500000.0,254521000.0,161836000.0,-408355000.0
Net Cash/Marketcap,,,,,,,,,
