Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,10148060.0,9297815.3967,8954078.869
Short-term investments,0.0,0.0,1554166.6667
Cash and short-term investments,10148060.0,9297815.3967,10508245.5357
Receivables,38259.2593,3774411.6261,40480.6548
Inventories,0.0,0.0,0.0
Total current assets,10705568.1481,13996078.5546,10742804.3155
Property Plant & Equipment Net,305730.3704,261933.2286,238061.756
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,305730.3704,261933.2286,238061.756
Total assets,11011298.5185,14258011.7832,10980866.0714
Payables,1352483.7037,2893969.3637,3027279.7619
Short-term debt,0.0,0.0,0.0
Total current liabilities,2084870.3704,4108144.5405,3027279.7619
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,4337270.3704,3642525.5302,0.0
Total liabilities,6422140.7407,7750670.0707,3027279.7619
Other comprehensive income,450002.963,293582.0896,412247.0238
Retained earnings (deficit),-230728433.3333,-231300989.7879,-207462283.4821
Total shareholders equity,4589157.7778,6507341.7125,7953586.3095
Investments,0.0,0.0,1554166.6667
Net Debt,,,
Other Assets,,,
Other Liabilities,732386.6667,1214175.1768,0.0
