date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY,2008-07-31_FY,2007-07-31_FY,2006-07-31_FY,2005-10-12_FY,2005-07-31_FY,2004-07-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY
,netCashUsedForInvestingActivites,-752859000.0,-133029000.0,-125186000.0,-97062000.0,-112982000.0,-52294000.0,-47432000.0,-52046000.0,-103115000.0,-35721000.0,-8240000.0,-11450000.0,-18466000.0,-41535000.0,-45950000.0,-3626000.0,-3626000.0,-26696000.0,-1600000.0,-31541000.0,1135000.0,-1392000.0,-600000.0,-700000.0,-400000.0,-100000.0,-100000.0,2100000.0,900000.0,-300000.0,-200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-76924000.0,-22207000.0,-208300000.0,-64000000.0,-59000000.0,-49000000.0,-42500000.0,-40000000.0,-32000000.0,-25000000.0,-22300000.0,-18500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151000.0,3636000.0,2612000.0,0.0,2731000.0,3197000.0,423000.0,659000.0,529000.0,8000.0,300000.0,100000.0,500000.0,700000.0,100000.0,200000.0,0.0,0.0,0.0
,commonStockRepurchased,-4063000.0,-4741000.0,-7074000.0,-6910000.0,-3732000.0,-3727000.0,-4439000.0,-2252000.0,-1904000.0,-1290000.0,-426000.0,-402000.0,-855000.0,-2260000.0,-4256000.0,0.0,0.0,0.0,0.0,0.0,0.0,-207000.0,-400000.0,0.0,0.0,0.0,0.0,-300000.0,0.0,0.0,0.0
,dividendsPaid,-4471000.0,-8350000.0,-7091000.0,-5841000.0,-5005000.0,-4154000.0,-3721000.0,-3016000.0,-2523000.0,-2064000.0,-1683000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,938128000.0,50000000.0,279602000.0,74000000.0,97679000.0,50776000.0,31711000.0,49692000.0,100930000.0,31331000.0,2563000.0,5082000.0,1586000.0,19706000.0,21771000.0,-6519000.0,-9250000.0,3856000.0,-7750000.0,27095000.0,-125000.0,-1442000.0,-1400000.0,1400000.0,-1800000.0,-2800000.0,1600000.0,-4300000.0,-1500000.0,-1000000.0,-2200000.0
,netCashUsedProvidedByFinancingActivities,852670000.0,14702000.0,57137000.0,-2751000.0,29942000.0,-6105000.0,-18949000.0,4424000.0,64503000.0,2977000.0,-21846000.0,-13820000.0,1882000.0,21082000.0,20127000.0,-6519000.0,-6519000.0,7053000.0,-7327000.0,27754000.0,404000.0,-1641000.0,-1500000.0,1500000.0,-1300000.0,-2100000.0,1700000.0,-4400000.0,-1500000.0,-1000000.0,-2200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-3332000.0,1834000.0,-350000.0,-163000.0,-581000.0,-732000.0,-186000.0,18000.0,-192000.0,344000.0,297000.0,-672000.0,485000.0,448000.0,325000.0,0.0,845000.0,943000.0,1552000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,233336000.0,-49562000.0,57513000.0,8217000.0,-3353000.0,-61000.0,-2295000.0,3890000.0,11776000.0,-4202000.0,-756000.0,5050000.0,2458000.0,-14038000.0,-3437000.0,15473000.0,15473000.0,844000.0,4453000.0,7515000.0,2881000.0,1635000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,277871000.0,44535000.0,94097000.0,36584000.0,28367000.0,31720000.0,31781000.0,34076000.0,30186000.0,18410000.0,22612000.0,23368000.0,18318000.0,15860000.0,29898000.0,33335000.0,33335000.0,17862000.0,17018000.0,12565000.0,5050000.0,2169000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,44535000.0,94097000.0,36584000.0,28367000.0,31720000.0,31781000.0,34076000.0,30186000.0,18410000.0,22612000.0,23368000.0,18318000.0,15860000.0,29898000.0,33335000.0,17862000.0,17862000.0,17018000.0,12565000.0,5050000.0,2169000.0,534000.0,500000.0,700000.0,700000.0,800000.0,500000.0,1400000.0,1000000.0,1200000.0,1900000.0
,operatingCashFlow,136857000.0,66931000.0,125912000.0,108193000.0,80268000.0,59070000.0,64272000.0,51494000.0,50580000.0,28198000.0,29033000.0,30992000.0,18557000.0,5967000.0,22061000.0,24773000.0,24773000.0,19544000.0,11828000.0,11302000.0,1342000.0,4668000.0,2200000.0,-1000000.0,1600000.0,2100000.0,-1600000.0,1400000.0,900000.0,1100000.0,1700000.0
,capitalExpenditure,-33796000.0,-95438000.0,-37698000.0,-27065000.0,-18889000.0,-12760000.0,-13541000.0,-6745000.0,-5502000.0,-5835000.0,-5605000.0,-4215000.0,-4983000.0,-5529000.0,-6069000.0,0.0,-3353000.0,-1918000.0,-1095000.0,-1590000.0,-367000.0,-320000.0,-400000.0,-700000.0,-300000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0,-100000.0
,freeCashFlow,103061000.0,-28507000.0,88214000.0,81128000.0,61379000.0,46310000.0,50731000.0,44749000.0,45078000.0,22363000.0,23428000.0,26777000.0,13574000.0,438000.0,15992000.0,24773000.0,21420000.0,17626000.0,10733000.0,9712000.0,975000.0,4348000.0,1800000.0,-1700000.0,1300000.0,2000000.0,-1700000.0,1300000.0,800000.0,1000000.0,1600000.0
