date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,515907000.0,369596000.0,447208000.0,546663000.0,177038000.0,233772000.0,172469000.0,143848000.0,152546000.0,144903000.0,126417000.0,123098000.0,97083000.0,247729000.0,56511000.0,-126730000.0,113699000.0,85082000.0,-231880000.0,-597796000.0,-1343251000.0,-32400000.0,342100000.0,333800000.0,265300000.0,183600000.0,131000000.0
,depreciationAndAmortization,177743000.0,176649000.0,179845000.0,180791000.0,178189000.0,172915000.0,176642000.0,144461000.0,144080000.0,183684000.0,174006000.0,163464000.0,170483000.0,172514000.0,141275000.0,87449000.0,145293000.0,161058000.0,128546000.0,193937000.0,224031000.0,252100000.0,202300000.0,157600000.0,129800000.0,98400000.0,76100000.0
,deferredIncomeTax,7884000.0,23030000.0,-41479000.0,-317838000.0,7490000.0,18048000.0,129671000.0,74100000.0,72984000.0,66512000.0,76934000.0,57866000.0,109118000.0,34652000.0,38257000.0,26080000.0,19232000.0,4692000.0,104345000.0,72695000.0,45039000.0,-46100000.0,56300000.0,19200000.0,56900000.0,45200000.0,27500000.0
,stockBasedCompensation,14103000.0,15029000.0,15626000.0,14788000.0,14056000.0,13843000.0,13127000.0,11925000.0,10983000.0,9144000.0,8878000.0,9684000.0,9970000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-256616000.0,41202000.0,123315000.0,-164209000.0,27513000.0,-55835000.0,93685000.0,-122932000.0,-68390000.0,-72806000.0,3345000.0,-16782000.0,33841000.0,164497000.0,-548037000.0,156843000.0,217207000.0,-286239000.0,171265000.0,-103668000.0,284719000.0,-640500000.0,302800000.0,169500000.0,61000000.0,-74700000.0,-70100000.0
,accountsReceivables,-14518000.0,-12711000.0,8052000.0,-9740000.0,-87592000.0,-47656000.0,-32251000.0,-14989000.0,-67672000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,1788000.0,-16699000.0,81763000.0,47888000.0,20567000.0,-12038000.0,-284000.0,25240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-439782000.0,-183166000.0,-224368000.0,-347683000.0,-183474000.0,-210987000.0,-155152000.0,-248837000.0,-125905000.0,-57515000.0,15291000.0,11946000.0,28728000.0,-5113000.0,-169610000.0,378427000.0,221584000.0,4377000.0,290616000.0,119351000.0,223019000.0,-61700000.0,578800000.0,276000000.0,106500000.0,45500000.0,120200000.0
,otherNonCashItems,85886000.0,76011000.0,74699000.0,73961000.0,72571000.0,71841000.0,69156000.0,64260000.0,46206000.0,689000.0,-1739000.0,69217000.0,77857000.0,-4512000.0,16191000.0,0.0,0.0,0.0,0.0,45979000.0,112519000.0,7200000.0,-3600000.0,600000.0,-1800000.0,-3900000.0,0.0
,netCashProvidedByOperatingActivites,804351000.0,628755000.0,615830000.0,502340000.0,463595000.0,472186000.0,317355000.0,384709000.0,369246000.0,388112000.0,354379000.0,372070000.0,350181000.0,356182000.0,324219000.0,312658000.0,107805000.0,374108000.0,352172000.0,383335000.0,238655000.0,432900000.0,329600000.0,299400000.0,209900000.0,90700000.0,162400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-52079000.0,-51373000.0,-250070000.0,-214501000.0,-193446000.0,-150986000.0,-144499000.0,-113084000.0,-115628000.0,-118375000.0,-97899000.0,-83790000.0,-154101000.0,-157011000.0,-99527000.0,-99416000.0,-96007000.0,-116000000.0,-100045000.0,-74164000.0,-83370000.0,-314100000.0,-973000000.0,-230500000.0,-193200000.0,-125200000.0,-81100000.0
,acquisitionsNet,-116000000.0,-107000000.0,-195000000.0,-76000000.0,-21000000.0,-24000000.0,409000000.0,-1044000000.0,-55000000.0,-75000000.0,-208000000.0,-52000000.0,24000000.0,402000000.0,-1218000000.0,224000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21741000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1917400000.0,-1233000000.0,-1495200000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,2900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158691000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716100000.0,1200300000.0,1531600000.0,0.0,0.0,0.0
,otherInvestingActivites,-1833000.0,-9026000.0,-9936000.0,175000.0,5150000.0,8066000.0,-12225000.0,341000.0,-3816000.0,3159000.0,26437000.0,-16459000.0,-16424000.0,-17347000.0,10639000.0,158921000.0,329864000.0,-71939000.0,350678000.0,272782000.0,308718000.0,-24400000.0,-98000000.0,-486200000.0,-317000000.0,-731800000.0,-284700000.0
,netCashUsedForInvestingActivites,-318371000.0,-278511000.0,-414621000.0,-235885000.0,-216132000.0,-167406000.0,252323000.0,-1156793000.0,-174954000.0,-190257000.0,-279710000.0,-152485000.0,-152127000.0,386667000.0,-1307101000.0,171227000.0,289799000.0,-37422000.0,326925000.0,325410000.0,316034000.0,-424000000.0,-1059900000.0,-633400000.0,-480100000.0,-844300000.0,-352500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
