date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-28_FY,2011-12-30_FY,2010-12-31_FY,2010-01-01_FY,2009-01-02_FY,2007-12-28_FY,2006-12-29_FY,2005-12-30_FY,2004-12-31_FY,2004-01-02_FY,2003-01-03_FY,2001-12-28_FY,2000-12-29_FY,1999-12-31_FY,1999-01-01_FY
,commonStockRepurchased,-150000000.0,-2260000000.0,-2850000000.0,-3013000000.0,-568000000.0,-1917000000.0,-1510000000.0,-834000000.0,-966000000.0,-1301000000.0,-57000000.0,27000000.0,-383000000.0,-1554000000.0,-1168000000.0,-1519000000.0,-664000000.0,-271000000.0,-217000000.0,-159000000.0,-282000000.0,-354000000.0,-383000000.0
,dividendsPaid,-156000000.0,-612000000.0,-543000000.0,-482000000.0,-374000000.0,-253000000.0,-223000000.0,-196000000.0,-191000000.0,-134000000.0,-43000000.0,-63000000.0,-115000000.0,-105000000.0,-93000000.0,-84000000.0,-73000000.0,-68000000.0,-65000000.0,-61000000.0,-55000000.0,-52000000.0,-37000000.0
,otherFinancingActivites,-111000000.0,-156000000.0,-105000000.0,-157000000.0,-24000000.0,0.0,0.0,-1000000.0,1109000000.0,454000000.0,0.0,-544000000.0,0.0,0.0,0.0,0.0,35000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-1033000000.0,-1508000000.0,-2374000000.0,-3931000000.0,1589000000.0,-1805000000.0,-933000000.0,-583000000.0,-418000000.0,-1245000000.0,-497000000.0,-818000000.0,-356000000.0,-762000000.0,-1099000000.0,-1274000000.0,-637000000.0,-674000000.0,-1447000000.0,564000000.0,21000000.0,175000000.0,301000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,641000000.0,-107000000.0,-69000000.0,-475000000.0,762000000.0,-8000000.0,-22000000.0,38000000.0,-14000000.0,-403000000.0,390000000.0,-19000000.0,-198000000.0,141000000.0,-10000000.0,-567000000.0,541000000.0,31000000.0,-614000000.0,483000000.0,-155000000.0,99000000.0,182000000.0
,cashAtEndOfPeriod,894000000.0,253000000.0,360000000.0,383000000.0,858000000.0,96000000.0,104000000.0,126000000.0,88000000.0,102000000.0,505000000.0,115000000.0,134000000.0,334000000.0,193000000.0,203000000.0,770000000.0,229000000.0,203000000.0,817000000.0,334000000.0,489000000.0,471000000.0
,cashAtBeginningOfPeriod,253000000.0,360000000.0,429000000.0,858000000.0,96000000.0,104000000.0,126000000.0,88000000.0,102000000.0,505000000.0,115000000.0,134000000.0,332000000.0,193000000.0,203000000.0,770000000.0,229000000.0,198000000.0,817000000.0,334000000.0,489000000.0,390000000.0,289000000.0
,operatingCashFlow,1639000000.0,1685000000.0,2357000000.0,2436000000.0,1582000000.0,1430000000.0,1224000000.0,1140000000.0,989000000.0,1089000000.0,1151000000.0,868000000.0,641000000.0,778000000.0,970000000.0,837000000.0,891000000.0,421000000.0,516000000.0,400000000.0,850000000.0,711000000.0,605000000.0
,capitalExpenditure,-135000000.0,-653000000.0,-556000000.0,-240000000.0,-199000000.0,-305000000.0,-411000000.0,-404000000.0,-437000000.0,-183000000.0,-363000000.0,-147000000.0,-357000000.0,-671000000.0,-529000000.0,-780000000.0,-181000000.0,-210000000.0,-292000000.0,-560000000.0,-1095000000.0,-990000000.0,-937000000.0
,freeCashFlow,1504000000.0,1032000000.0,1801000000.0,2196000000.0,1383000000.0,1125000000.0,813000000.0,736000000.0,552000000.0,906000000.0,788000000.0,721000000.0,284000000.0,107000000.0,441000000.0,57000000.0,710000000.0,211000000.0,224000000.0,-160000000.0,-245000000.0,-279000000.0,-332000000.0
