date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,debtRepayment,-125700000.0,-251800000.0,-1059200000.0,-322500000.0,-350000000.0,-331000000.0,-290000000.0,-15000000.0,-15200000.0,7700000.0,-159800000.0,-447000000.0,-202600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31600000.0,26100000.0,62800000.0,28100000.0,19500000.0,34200000.0,36400000.0,23165000.0,7000000.0,12200000.0,18300000.0,25900000.0,16600000.0
,commonStockRepurchased,0.0,0.0,0.0,-77100000.0,0.0,-196300000.0,-301600000.0,-11900000.0,-85100000.0,-142300000.0,-167500000.0,-23800000.0,-155700000.0,-718700000.0,-215200000.0,-144000000.0,-138000000.0,-94900000.0,-79800000.0,-42300000.0,-6517000.0,-210200000.0,-161800000.0,-129100000.0,-105600000.0,-132700000.0
,dividendsPaid,-189500000.0,-188700000.0,-187900000.0,-187400000.0,-157600000.0,-137800000.0,-121200000.0,-106700000.0,-86000000.0,-83700000.0,-40300000.0,-24200000.0,-20500000.0,-20700000.0,-20300000.0,-20200000.0,-15000000.0,-11300000.0,-11400000.0,-32300000.0,-52374000.0,-52000000.0,-52100000.0,-52000000.0,-49800000.0,-50200000.0
,otherFinancingActivites,-39000000.0,-22200000.0,-70200000.0,-48300000.0,15900000.0,18700000.0,9800000.0,20000000.0,-9000000.0,-1300000.0,3000000.0,300000.0,1100000.0,1400000.0,4400000.0,600000.0,-3600000.0,-1700000.0,900000.0,2300000.0,3538000.0,5100000.0,11800000.0,11200000.0,10100000.0,7000000.0
,netCashUsedProvidedByFinancingActivities,810800000.0,557900000.0,-311000000.0,-263700000.0,1187500000.0,-612000000.0,-283400000.0,-333100000.0,606300000.0,-195900000.0,-335300000.0,-108300000.0,-315700000.0,-17600000.0,-257200000.0,-193500000.0,-289000000.0,-193600000.0,92600000.0,-169400000.0,15973000.0,-153000000.0,359500000.0,-168400000.0,-98600000.0,-132600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,19000000.0,3500000.0,-12500000.0,4300000.0,28600000.0,-17300000.0,-11100000.0,-10500000.0,100000.0,-400000.0,-2000000.0,4900000.0,-10800000.0,3800000.0,0.0,-1000000.0,-1200000.0,8300000.0,-2800000.0,-5600000.0,-7880000.0,-7900000.0,-2500000.0,200000.0,-1000000.0,1100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1283300000.0,177700000.0,-112800000.0,207100000.0,36000000.0,-35000000.0,-107600000.0,89100000.0,19100000.0,8300000.0,16300000.0,44900000.0,-23400000.0,13800000.0,30300000.0,-14600000.0,14000000.0,8800000.0,-2700000.0,-26400000.0,-47183000.0,46000000.0,38400000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,1684600000.0,401300000.0,223600000.0,336400000.0,129300000.0,93300000.0,128300000.0,235900000.0,146800000.0,127700000.0,119400000.0,103100000.0,58200000.0,81600000.0,67800000.0,37500000.0,52100000.0,39300000.0,30500000.0,33200000.0,89413000.0,136600000.0,90700000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,401300000.0,223600000.0,336400000.0,129300000.0,93300000.0,128300000.0,235900000.0,146800000.0,127700000.0,119400000.0,103100000.0,58200000.0,81600000.0,67800000.0,37500000.0,52100000.0,38100000.0,30500000.0,33200000.0,59600000.0,136596000.0,90600000.0,52300000.0,48200000.0,26100000.0,79400000.0
,operatingCashFlow,946200000.0,313800000.0,672200000.0,816000000.0,795800000.0,742100000.0,616200000.0,566300000.0,496300000.0,408700000.0,352600000.0,418400000.0,444700000.0,449900000.0,374300000.0,337800000.0,310700000.0,293800000.0,248500000.0,255100000.0,284165000.0,324700000.0,289100000.0,292800000.0,308800000.0,159900000.0
,capitalExpenditure,-421300000.0,-399600000.0,-321900000.0,-218200000.0,-173500000.0,-146200000.0,-86400000.0,-83300000.0,-66000000.0,-75000000.0,-99800000.0,-70700000.0,-110500000.0,-118500000.0,-52000000.0,-17200000.0,-16500000.0,-14600000.0,-12800000.0,-47100000.0,-37132000.0,-61200000.0,-523400000.0,-34600000.0,-56000000.0,-31700000.0
,freeCashFlow,524900000.0,-85800000.0,350300000.0,597800000.0,622300000.0,595900000.0,529800000.0,483000000.0,430300000.0,333700000.0,252800000.0,347700000.0,334200000.0,331400000.0,322300000.0,320600000.0,294200000.0,279200000.0,235700000.0,208000000.0,247033000.0,263500000.0,-234300000.0,258200000.0,252800000.0,128200000.0
