date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,520100000.0,-398800000.0,299800000.0,587300000.0,488800000.0,429100000.0,367400000.0,351800000.0,272100000.0,232900000.0,266700000.0,233900000.0,272800000.0,272700000.0,274500000.0,246500000.0,234700000.0,164900000.0,178000000.0,122500000.0,228022000.0,215900000.0,193400000.0,183700000.0,177600000.0,147700000.0
,depreciationAndAmortization,399300000.0,337300000.0,315900000.0,290900000.0,268700000.0,200000000.0,204200000.0,190300000.0,163400000.0,164900000.0,167800000.0,158800000.0,155400000.0,127700000.0,82800000.0,82200000.0,81100000.0,95300000.0,80500000.0,106200000.0,148783000.0,125300000.0,103800000.0,77100000.0,85900000.0,77000000.0
,deferredIncomeTax,66500000.0,-87200000.0,-2300000.0,-44100000.0,-13000000.0,-28700000.0,-9600000.0,-9700000.0,-26500000.0,3600000.0,100000.0,14700000.0,7700000.0,7900000.0,-2600000.0,11800000.0,25300000.0,15800000.0,17900000.0,8200000.0,16691000.0,20900000.0,34600000.0,9700000.0,-20100000.0,10400000.0
,stockBasedCompensation,54700000.0,49700000.0,42500000.0,38300000.0,37100000.0,38400000.0,38100000.0,32200000.0,28000000.0,24400000.0,21800000.0,19600000.0,19900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,144900000.0,-225200000.0,750600000.0,-88400000.0,-544500000.0,175800000.0,-203900000.0,102700000.0,-206300000.0,-20200000.0,185100000.0,-111200000.0,157700000.0,115000000.0,-222800000.0,143200000.0,-88400000.0,73400000.0,-224400000.0,-96585000.0,74085000.0,3400000.0,27900000.0,11000000.0,-53800000.0,-91200000.0
,accountsReceivables,-93700000.0,-61300000.0,-37400000.0,-1300000.0,-55700000.0,-26900000.0,-27800000.0,-2400000.0,-17200000.0,-26600000.0,-3600000.0,12800000.0,24200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-4800000.0,-149700000.0,75500000.0,-675100000.0,-586700000.0,-42200000.0,-218000000.0,-14100000.0,-116800000.0,89500000.0,109700000.0,-75400000.0,35800000.0,-121900000.0,-236900000.0,-14100000.0,-157300000.0,-68900000.0,-142300000.0,82100000.0,178685000.0,104600000.0,101200000.0,73300000.0,62300000.0,116100000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3500000.0,0.0,0.0,17200000.0,21300000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,100000.0,100000.0,-100000.0,-100000.0
,netCashProvidedByOperatingActivites,946200000.0,313800000.0,672200000.0,816000000.0,795800000.0,742100000.0,616200000.0,566300000.0,496300000.0,408700000.0,352600000.0,418400000.0,444700000.0,449900000.0,374300000.0,337800000.0,310700000.0,293800000.0,248500000.0,255100000.0,284165000.0,324700000.0,289100000.0,292800000.0,308800000.0,159900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-118500000.0,-52000000.0,-17200000.0,-16500000.0,-14600000.0,-12800000.0,-47100000.0,-37132000.0,-61200000.0,-523400000.0,-34600000.0,-56000000.0,-31700000.0
,acquisitionsNet,-61000000.0,-273000000.0,-138000000.0,-140000000.0,-1792000000.0,-2000000.0,-340000000.0,-44000000.0,-1014000000.0,-125000000.0,99000000.0,-196000000.0,-27000000.0,-304000000.0,-35000000.0,-122000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-10800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181700000.0,0.0,0.0,0.0,0.0,10100000.0,59400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,5600000.0,8600000.0,0.0,0.0,0.0,0.0,0.0,0.0,181700000.0,0.0,0.0,-3800000.0,-400000.0,-29000000.0,-32000000.0,-44400000.0,-48000000.0,-28300000.0,-83778000.0,-82600000.0,-97200000.0,-166900000.0,-129500000.0,-50000000.0
,netCashUsedForInvestingActivites,-492700000.0,-697500000.0,-461500000.0,-349500000.0,-1975900000.0,-147800000.0,-429300000.0,-133600000.0,-1083600000.0,-204100000.0,1000000.0,-270100000.0,-141600000.0,-422300000.0,-86800000.0,-157900000.0,-6500000.0,-99700000.0,-341000000.0,-106500000.0,-339441000.0,-117800000.0,-607700000.0,-120500000.0,-185500000.0,-81700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
