date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,netCashUsedProvidedByFinancingActivities,-970283000.0,-538589000.0,-1100501000.0,-376688000.0,-120704000.0,-247255000.0,-285489000.0,-193697000.0,-158352000.0,-116445000.0,168819000.0,301737000.0,-96468000.0,-73679000.0,-186481000.0,-142459000.0,394301000.0,-61804000.0,627316000.0,34593000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-62152000.0,-224662000.0,133193000.0,161367000.0,-14030000.0,11668000.0,-8172000.0,-303043000.0,118658000.0,202137000.0,3315000.0,-33744000.0,0.0,0.0,-30099000.0,6656000.0,-81524000.0,36206000.0,61314000.0,0.0
,cashAtEndOfPeriod,22447000.0,84599000.0,309261000.0,176068000.0,14701000.0,28731000.0,17063000.0,25235000.0,328278000.0,209620000.0,7483000.0,4168000.0,33241000.0,0.0,6390000.0,36489000.0,29833000.0,111357000.0,75151000.0,13831000.0
,cashAtBeginningOfPeriod,84599000.0,309261000.0,176068000.0,14701000.0,28731000.0,17063000.0,25235000.0,328278000.0,209620000.0,7483000.0,4168000.0,37912000.0,0.0,6390000.0,36489000.0,29833000.0,111357000.0,75151000.0,13837000.0,0.0
,operatingCashFlow,1107378000.0,1321179000.0,1352950000.0,1108678000.0,964040000.0,1069692000.0,1107301000.0,772700000.0,645091000.0,577323000.0,424656000.0,269437000.0,435571000.0,260944000.0,304679000.0,224802000.0,236501000.0,143958000.0,161033000.0,42508000.0
,capitalExpenditure,-439574000.0,-943990000.0,-552257000.0,-558669000.0,-674159000.0,-621151000.0,-366445000.0,-383757000.0,-354168000.0,-217472000.0,-221419000.0,-216698000.0,-272083000.0,-190182000.0,-168544000.0,-92791000.0,-51385000.0,-34636000.0,-37248000.0,-15511000.0
,freeCashFlow,667804000.0,377189000.0,800693000.0,550009000.0,289881000.0,448541000.0,740856000.0,388943000.0,290923000.0,359851000.0,203237000.0,52739000.0,163488000.0,70762000.0,136135000.0,132011000.0,185116000.0,109322000.0,123785000.0,26997000.0
