date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,816965000.0,1020849000.0,1333925000.0,869531000.0,802771000.0,819122000.0,839519000.0,582237000.0,435670000.0,413629000.0,311977000.0,126746000.0,346613000.0,242790000.0,192728000.0,88169000.0,110203000.0,88169000.0,99153000.0,21747000.0
,depreciationAndAmortization,258676000.0,246134000.0,265077000.0,196630000.0,178142000.0,166812000.0,161741000.0,142230000.0,128012000.0,123010000.0,110069000.0,97216000.0,71153000.0,63792000.0,60852000.0,56307000.0,41845000.0,36081000.0,45046000.0,11748000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641000.0,187000.0
,stockBasedCompensation,11985000.0,24012000.0,32053000.0,20641000.0,19358000.0,24245000.0,27284000.0,24083000.0,21036000.0,17710000.0,18899000.0,9622000.0,4751000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-41249000.0,-177255000.0,194458000.0,-113409000.0,262956000.0,-240730000.0,108055000.0,-549201000.0,6523000.0,191599000.0,14965000.0,124246000.0,-14112000.0,325808000.0,-341165000.0,-71943000.0,-5701000.0,30110000.0,43230000.0,7069000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5791000.0,-17173000.0,-31872000.0,0.0,275000.0,5052000.0,3102000.0,687000.0,-3056000.0,0.0,0.0
,inventory,15771000.0,1336000.0,-3390000.0,-47967000.0,-3510000.0,26894000.0,29462000.0,34664000.0,36972000.0,-42452000.0,-23407000.0,-59135000.0,0.0,-28912000.0,-13395000.0,-34758000.0,3864000.0,-6812000.0,5361000.0,0.0
,accountsPayables,4225000.0,-1237000.0,21146000.0,8954000.0,-4423000.0,4107000.0,-10918000.0,2002000.0,-11175000.0,20226000.0,7794000.0,-3909000.0,0.0,-9554000.0,21294000.0,10322000.0,-222000.0,-6039000.0,0.0,0.0
,otherWorkingCapital,-24035000.0,-207468000.0,-30213000.0,-224671000.0,-111262000.0,-374218000.0,-133488000.0,-241543000.0,307658000.0,301135000.0,109536000.0,94571000.0,-29675000.0,-15563000.0,-341371000.0,-206000.0,71737000.0,77438000.0,47328000.0,4098000.0
,otherNonCashItems,6722000.0,8245000.0,12135000.0,8650000.0,-25933000.0,3478000.0,4448000.0,2424000.0,5049000.0,0.0,0.0,0.0,320121000.0,247850000.0,194498000.0,159483000.0,121916000.0,88169000.0,0.0,0.0
,netCashProvidedByOperatingActivites,1107378000.0,1321179000.0,1352950000.0,1108678000.0,964040000.0,1069692000.0,1107301000.0,772700000.0,645091000.0,577323000.0,424656000.0,269437000.0,435571000.0,260944000.0,304679000.0,224802000.0,236501000.0,143958000.0,161033000.0,42508000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-439574000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-217472000.0,-221419000.0,-216698000.0,-272083000.0,-190182000.0,-168544000.0,-92791000.0,-51385000.0,-34636000.0,-37248000.0,-15511000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,-55000000.0,-408000000.0,-192000000.0,0.0,-58000000.0,-291000000.0,-391000000.0,-38000000.0,0.0,0.0,-55000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-212380000.0,-216424000.0,-134828000.0,-200023000.0,-152466000.0,-408001000.0,0.0,0.0,-10701000.0,0.0,0.0,0.0,0.0,0.0,-50500000.0,-345237000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138302000.0,232403000.0,0.0,0.0,0.0
,otherInvestingActivites,334894000.0,140624000.0,647639000.0,44392000.0,7552000.0,3371000.0,-61025000.0,-56574000.0,56189000.0,3633000.0,-85749000.0,2048000.0,661000.0,-4434000.0,20247000.0,-15435000.0,-524460000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-199247000.0,-1007252000.0,-119256000.0,-570623000.0,-857366000.0,-810769000.0,-829984000.0,-882046000.0,-368081000.0,-258741000.0,-590160000.0,-604918000.0,-305862000.0,-193655000.0,-148297000.0,-75687000.0,-712326000.0,-45948000.0,-727035000.0,-63270000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-550000000.0,-558270000.0,-250000000.0,-49986000.0,-479975000.0,-16981000.0,-250000000.0,0.0,0.0,-9983000.0,15000.0,-4357000.0,-95548000.0,-277222000.0,-14771000.0,-15100000.0,-639060000.0,-92905000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258407000.0,0.0,0.0,0.0,0.0,0.0,286523000.0,9477000.0,279290000.0,89362000.0
,commonStockRepurchased,-276940000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12060000.0
,dividendsPaid,-927117000.0,-921606000.0,-865431000.0,-803216000.0,-739157000.0,-662948000.0,-568806000.0,-475461000.0,-403485000.0,-350892000.0,-318817000.0,-285758000.0,-267184000.0,-236144000.0,-207966000.0,-160494000.0,-116943000.0,-90527000.0,-53373000.0,-16599000.0
,otherFinancingActivites,-29960000.0,-55118000.0,14930000.0,-20191000.0,-44569000.0,-66915000.0,-21338000.0,-16916000.0,-3212000.0,-1484000.0,16915000.0,-8447000.0,16284000.0,47787000.0,28756000.0,20135000.0,14599000.0,22151000.0,679000.0,883000.0
