Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,7514719.0,9360601.0,15408133.0,17854523.0,41242200.0,5147735.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,7514719.0,9360601.0,15408133.0,17854523.0,41242200.0,5147735.0
Receivables,17171777.0,16957044.0,19661156.0,18308547.0,15645386.0,11161738.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,31692078.0,33317298.0,41523861.0,43013793.0,61910346.0,47148764.0
Property Plant & Equipment Net,10132808.0,9370104.0,9978255.0,12180109.0,12918540.0,13102380.0
Goodwill and Intangible Assets,47685524.0,48768154.0,50055837.0,51586846.0,25487683.0,25677191.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,68410899.0,66052747.0,68965227.0,71728209.0,46320311.0,17670353.0
Total assets,100102977.0,99370045.0,110489088.0,114742002.0,108230657.0,70097121.0
Payables,2473289.0,2650582.0,2724591.0,1451463.0,1733209.0,2568161.0
Short-term debt,714745.0,714391.0,593336.0,366667.0,1321610.0,1022176.0
Total current liabilities,48999730.0,50119150.0,53065459.0,42754143.0,37266936.0,38786892.0
Long-term debt,12054490.0,12839392.0,13614514.0,14271527.0,2141584.0,9046833.0
Total debt,12769235.0,13553783.0,14207850.0,14638194.0,3463194.0,10069009.0
Deferred revenue,35039155.0,37812239.0,34464264.0,30532404.0,26168358.0,30756632.0
Tax Liabilities,745105.0,805555.0,549740.0,705032.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,14393617.0,17750943.0,18852151.0,22491544.0,8146598.0,17670353.0
Total liabilities,70325422.0,73870093.0,77917610.0,70245687.0,43271950.0,56457245.0
Other comprehensive income,208349895,195203097,188811896,181457089,173665585,-485917.0
Retained earnings (deficit),-176502748.0,-167908038.0,-154930552.0,-136203826.0,-108125152.0,-78016761.0
Total shareholders equity,29777555.0,25499952.0,32571478.0,44496315.0,64958707.0,-63281483.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,5254516.0,4193182.0,-1200283.0,-3216329.0,-37779006.0,4921274.0
Other Assets,0.0,0.0,0.0,0.0,0.0,6638884.0
Other Liabilities,6932075.0,6000000.0,6000000.0,5000000.0,0.0,35196555.0
