Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,70726000.0,19242000.0,17977000.0,25972000.0,10680000.0,6745282.0,10986609.0
Short-term investments,3644000.0,2775000.0,2709000.0,-33117000.0,0.0,0.0,0.0
Cash and short-term investments,70726000.0,19242000.0,17977000.0,25972000.0,10680000.0,6745282.0,10986609.0
Receivables,44704000.0,32776000.0,24035000.0,23653000.0,8835000.0,10343436.0,9530286.0
Inventories,27438000.0,24455000.0,10729000.0,7087000.0,3175000.0,5376581.0,2650802.0
Total current assets,150743000.0,82708000.0,58502000.0,26035000.0,27193000.0,25177311.0,24953444.0
Property Plant & Equipment Net,91547000.0,77982000.0,67926000.0,66699000.0,40769000.0,40267363.0,36887386.0
Goodwill and Intangible Assets,474161000.0,510624000.0,483901000.0,544207000.0,179502000.0,39644021.0,54038013.0
Long-term investments,122972000.0,121118000.0,153926000.0,203390000.0,0.0,10047966.0,6825744.0
Tax assets,2544000.0,1115000.0,9000.0,0.0,528000.0,3369905.0,3511212.0
Total non-current assets,580599000.0,614534000.0,575590000.0,207446000.0,228959000.0,100389375.0,103649741.0
Total assets,731342000.0,697242000.0,634092000.0,233481000.0,256152000.0,125566686.0,128603185.0
Payables,14821000.0,11407000.0,8790000.0,23030000.0,22795000.0,5335469.0,8051928.0
Short-term debt,5959000.0,7359000.0,6537000.0,6919000.0,2495000.0,382972.0,35391339.0
Total current liabilities,47439000.0,43720000.0,33029000.0,20000.0,26339000.0,8156603.0,43864832.0
Long-term debt,521924000.0,644158000.0,547238000.0,541120000.0,164194000.0,117768326.0,106283203.0
Total debt,527883000.0,651517000.0,553775000.0,548039000.0,166689000.0,118151298.0,141674542.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,3437000.0,2655000.0,2128000.0,2440000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,22000.0,421565.0,421565.0
Total non-current liabilities,548099000.0,681457000.0,584635000.0,557738000.0,166057000.0,119351062.0,107212343.0
Total liabilities,595538000.0,725177000.0,617664000.0,132944000.0,192396000.0,127507665.0,151077175.0
Other comprehensive income,361628000,177276000,177276000,177276000,99900000,524774.0,468296.0
Retained earnings (deficit),-222403000.0,-201557000.0,-156451000.0,-75077000.0,-36532000.0,-139138386.0,-98927401.0
Total shareholders equity,135804000.0,-27935000.0,16428000.0,100537000.0,63756000.0,-1940979.0,-22473990.0
Investments,126616000.0,123893000.0,156635000.0,170273000.0,0.0,10047966.0,6825744.0
Net Debt,457157000.0,632275000.0,535798000.0,522067000.0,156009000.0,111406016.0,130687933.0
Other Assets,0.0,0.0,0.0,0.0,0.0,2712012.0,1785747.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,2438162.0,421565.0
