Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,25136000.0,29467000.0,35710000.0,41373000.0,35000000.0,2276000.0
Short-term investments,13968000.0,4999000.0,8703000.0,10783000.0,0.0,0.0
Cash and short-term investments,39104000.0,34466000.0,44413000.0,52156000.0,35000000.0,2276000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,40603000.0,36057000.0,45648000.0,53306000.0,35728000.0,2375000.0
Property, Plant & Equipment Net,45000.0,73000.0,82000.0,173000.0,97000.0,20000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,45000.0,73000.0,82000.0,216000.0,2443000.0,44000.0
Total assets,40648000.0,36130000.0,45730000.0,53522000.0,38171000.0,2419000.0
Payables,10947000.0,6800000.0,6213000.0,8281000.0,3166000.0,1273000.0
Short-term debt,1084000.0,2837000.0,1183000.0,1378000.0,4676000.0,677000.0
Total current liabilities,13495000.0,11798000.0,10243000.0,14175000.0,13253000.0,2047000.0
Long-term debt,5343000.0,4603000.0,7130000.0,7464000.0,4258000.0,1764000.0
Total debt,6427000.0,7440000.0,8313000.0,8842000.0,8934000.0,2441000.0
Deferred revenue,0.0,3000000.0,1259000.0,3353000.0,6903000.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,5711000.0,7345000.0,7151000.0,8369000.0,57092000.0,25716000.0
Total liabilities,19206000.0,19143000.0,17394000.0,22544000.0,70345000.0,27763000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-139660000.0,-104701000.0,-85598000.0,-58590000.0,-34180000.0,-27371000.0
Total shareholders equity,21442000.0,16987000.0,28336000.0,30978000.0,-32174000.0,-25344000.0
Investments,13968000.0,4999000.0,8703000.0,10783000.0,0.0,0.0
Net Debt,-32677000.0,-27026000.0,-36100000.0,-43314000.0,-26066000.0,165000.0
Other Assets,1499000.0,1591000.0,1235000.0,1150000.0,728000.0,99000.0
Other Liabilities,1464000.0,2161000.0,2847000.0,4516000.0,5411000.0,97000.0
