date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-711777000.0,-1716297000.0,-1746481000.0,333146000.0,-521388000.0,-713685000.0,634382000.0,115722000.0,13002000.0,58026000.0,-239256000.0,-53870000.0,346158000.0,230569000.0,158702000.0,111011000.0,42231000.0,35415000.0,25766000.0,17663000.0,37961000.0,-7800000.0,-175200000.0,-23300000.0,12600000.0,4400000.0,2600000.0,1400000.0,700000.0,400000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299831000.0,229605000.0,171488000.0,129176000.0,104042000.0,87756000.0,77719000.0,79534000.0,74262000.0,77700000.0,60200000.0,56400000.0,22300000.0,14900000.0,10100000.0,4300000.0,3100000.0,2400000.0
,deferredIncomeTax,-25029000.0,-506438000.0,-30489000.0,-251043000.0,-280848000.0,-338706000.0,396502000.0,34000000.0,13832000.0,34920000.0,-125851000.0,-4226000.0,192168000.0,98441000.0,121814000.0,65297000.0,24790000.0,18319000.0,-3353000.0,0.0,0.0,0.0,-54700000.0,-12500000.0,6100000.0,1300000.0,100000.0,-200000.0,0.0,0.0
,stockBasedCompensation,48552000.0,24891000.0,29757000.0,30706000.0,74685000.0,-20411000.0,-4295000.0,119398000.0,60136000.0,86979000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-53885000.0,13884000.0,173613000.0,94531000.0,-508124000.0,272326000.0,62288000.0,-119731000.0,69140000.0,-27821000.0,-30024000.0,-189621000.0,94416000.0,-131600000.0,201764000.0,-72957000.0,46000.0,-11020000.0,-59708000.0,13629000.0,-3073000.0,28800000.0,-4300000.0,-18100000.0,8500000.0,-3900000.0,-1500000.0,-1000000.0,1700000.0,-1100000.0
,accountsReceivables,24539000.0,214196000.0,-142381000.0,-102866000.0,-20586000.0,64704000.0,-5329000.0,-21212000.0,-48986000.0,-52112000.0,-1937000.0,1007000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1010000.0,4520000.0,138000.0,-2979000.0,6220000.0,-14868000.0,-4521000.0,3785000.0,-7376000.0,865000.0,-333000.0,-1463000.0,-9246000.0,-1040000.0,-1157000.0,-3452000.0,-6080000.0,501000.0,-893000.0,226000.0,-334000.0,-2000000.0,7000000.0,-2000000.0,100000.0,300000.0,0.0,-300000.0,200000.0,-300000.0
,accountsPayables,-32686000.0,-60374000.0,-4274000.0,45912000.0,-27259000.0,-26197000.0,-1023000.0,-13555000.0,13654000.0,738000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-138742000.0,-152626000.0,-326239000.0,-420770000.0,87354000.0,-184972000.0,-247260000.0,-127529000.0,-196669000.0,-168848000.0,-138824000.0,50797000.0,-43619000.0,87981000.0,-113783000.0,-40826000.0,-40872000.0,-29852000.0,29856000.0,16227000.0,19300000.0,-9500000.0,-5200000.0,12900000.0,4400000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,506853000.0,6455000.0,2515000.0,5445000.0,7170000.0,29383000.0,24694000.0,23866000.0,23165000.0,3888000.0,106156000.0,305896000.0,56182000.0,80337000.0,73053000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,100000.0,0.0,0.0,-100000.0,-100000.0,0.0,-300000.0,-500000.0
,netCashProvidedByOperatingActivites,268680000.0,681843000.0,990690000.0,816254000.0,387068000.0,683700000.0,954135000.0,743538000.0,647099000.0,631637000.0,513322000.0,591675000.0,824767000.0,642291000.0,479875000.0,325745000.0,213283000.0,125477000.0,109192000.0,129598000.0,74108000.0,52600000.0,45000000.0,82400000.0,38400000.0,16600000.0,11200000.0,4300000.0,5200000.0,1200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-432433000.0,-747263000.0,-1021519000.0,-1206826000.0,-509734000.0,-1105524000.0,-1412390000.0,-1291397000.0,-1689693000.0,-1426045000.0,-1128480000.0,-574280000.0,-918026000.0,-808442000.0,-517393000.0,-288217000.0,-174831000.0,-94603000.0,-111881000.0,-89365000.0,-49026000.0,-25800000.0,-180300000.0,-562500000.0,-60400000.0,-79100000.0,-23100000.0,-27600000.0,-4600000.0,-6900000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.0,0.0,0.0,-297000000.0,0.0,-835000000.0,-336000000.0,-360000000.0,-154000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-17076000.0,-19039000.0,-46177000.0,-88167000.0,-37019000.0,-28876000.0,-30898000.0,-36136000.0,-60406000.0,-25388000.0,-17715000.0,-7470000.0,-55370000.0,-142648000.0,-21009000.0,0.0,0.0,-1818000.0,-5106000.0,-11629000.0,-6985000.0,-5400000.0,-12600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,22173000.0,22005000.0,49190000.0,89178000.0,40035000.0,29243000.0,28084000.0,30701000.0,58084000.0,20410000.0,19572000.0,13155000.0,8146000.0,40014000.0,0.0,0.0,0.0,0.0,0.0,19034000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,243254000.0,783775000.0,323072000.0,66758000.0,190703000.0,886385000.0,168645000.0,309597000.0,163457000.0,-11607000.0,0.0,0.0,0.0,0.0,-13496000.0,6008000.0,5938000.0,12126000.0,17321000.0,0.0,24764000.0,109500000.0,3500000.0,-100000.0,-14000000.0,0.0,-9300000.0,-16500000.0,-400000.0,-400000.0
