date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,netCashUsedForInvestingActivites,-184082000.0,39478000.0,-695434000.0,-1139057000.0,-308835000.0,-218772000.0,-1245456000.0,-983436000.0,-1528558000.0,-1388704000.0,-798858000.0,-473807000.0,-1731777000.0,-1013197000.0,-898163000.0,-432377000.0,-628335000.0,-187635000.0,-98670000.0,-78189000.0,-5303000.0,95800000.0,-172300000.0,-506500000.0,-69700000.0,-76100000.0,-29500000.0,-43500000.0,-4200000.0,-6200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2971634000.0,-2972432000.0,-2338000000.0,-1712500000.0,-2357012000.0,-3415875000.0,-2196000000.0,-2182063000.0,-1480375000.0,-1388523000.0,-1307458000.0,-1104769000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,696000.0,667000.0,9747000.0,4482000.0,13102000.0,8298000.0,412526000.0,21024000.0,28706000.0,13518000.0,11149000.0,19938000.0,296486000.0,302734000.0,16265000.0,114470000.0,250460000.0,2777000.0,1004000.0,1488000.0,1798000.0,2200000.0,2000000.0,67600000.0,8300000.0,38400000.0,800000.0,20200000.0,100000.0,0.0
,commonStockRepurchased,-22992000.0,-6908000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55000.0,-3326000.0,-5426000.0,0.0,-2808000.0,0.0,0.0,0.0,-73000.0,0.0,-1100000.0,-3000000.0,-100000.0,-100000.0,-300000.0,-500000.0,-200000.0,-400000.0,-400000.0
,dividendsPaid,0.0,-20070000.0,-19940000.0,-19839000.0,-16682000.0,-27083000.0,-26610000.0,-26129000.0,-25981000.0,-25756000.0,-25574000.0,-25169000.0,-24625000.0,-19082000.0,-12189000.0,-9827000.0,-6169000.0,-803000.0,0.0,-10000.0,-1444000.0,-2300000.0,-5800000.0,-4400000.0,-3300000.0,-900000.0,-400000.0,-300000.0,-300000.0,-400000.0
,otherFinancingActivites,-16932000.0,-7830000.0,-11403000.0,-7386000.0,-10191000.0,-14156000.0,-8866000.0,-12448000.0,-12605000.0,-22003000.0,-9600000.0,0.0,-4290000.0,-3686000.0,-6960000.0,-4119000.0,-3630000.0,-2183000.0,-984000.0,0.0,0.0,-100000.0,-100000.0,116100000.0,-100000.0,0.0,100000.0,-100000.0,0.0,100000.0
,netCashUsedProvidedByFinancingActivities,-84686000.0,-721320000.0,-295159000.0,322937000.0,-78390000.0,-464905000.0,291421000.0,239994000.0,881619000.0,-86412000.0,287617000.0,-117854000.0,903745000.0,379917000.0,429416000.0,93000000.0,432803000.0,61455000.0,-12568000.0,-50641000.0,-79257000.0,-146400000.0,128500000.0,425200000.0,36800000.0,57700000.0,21200000.0,38900000.0,100000.0,4800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-88000.0,1000.0,97000.0,134000.0,-157000.0,23000.0,100000.0,96000.0,160000.0,-2756000.0,2081000.0,14000.0,-3265000.0,1636000.0,-2368000.0,-13632000.0,17751000.0,-703000.0,-2046000.0,768000.0,-10452000.0,1900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,458000.0,546000.0,545000.0,448000.0,314000.0,471000.0,448000.0,348000.0,252000.0,92000.0,2848000.0,767000.0,753000.0,4018000.0,2382000.0,4750000.0,18382000.0,631000.0,1334000.0,3380000.0,2485000.0,12900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,546000.0,545000.0,448000.0,314000.0,471000.0,448000.0,348000.0,252000.0,92000.0,2848000.0,767000.0,753000.0,4018000.0,2382000.0,4750000.0,18382000.0,631000.0,1334000.0,3380000.0,2612000.0,12937000.0,11000000.0,9700000.0,8600000.0,3000000.0,4900000.0,2000000.0,2300000.0,1200000.0,1300000.0
,operatingCashFlow,268680000.0,681843000.0,990690000.0,816254000.0,387068000.0,683700000.0,954135000.0,743538000.0,647099000.0,631637000.0,513322000.0,591675000.0,824767000.0,642291000.0,479875000.0,325745000.0,213283000.0,125477000.0,109192000.0,129598000.0,74108000.0,52600000.0,45000000.0,82400000.0,38400000.0,16600000.0,11200000.0,4300000.0,5200000.0,1200000.0
,capitalExpenditure,-432433000.0,-747263000.0,-1021519000.0,-1206826000.0,-509734000.0,-1105524000.0,-1412390000.0,-1291397000.0,-1689693000.0,-1426045000.0,-1128480000.0,-574280000.0,-918026000.0,-808442000.0,-517393000.0,-288217000.0,-174831000.0,-94603000.0,-111881000.0,-89365000.0,-49026000.0,-25800000.0,-180300000.0,-562500000.0,-60400000.0,-79100000.0,-23100000.0,-27600000.0,-4600000.0,-6900000.0
,freeCashFlow,-163753000.0,-65420000.0,-30829000.0,-390572000.0,-122666000.0,-421824000.0,-458255000.0,-547859000.0,-1042594000.0,-794408000.0,-615158000.0,17395000.0,-93259000.0,-166151000.0,-37518000.0,37528000.0,38452000.0,30874000.0,-2689000.0,40233000.0,25082000.0,26800000.0,-135300000.0,-480100000.0,-22000000.0,-62500000.0,-11900000.0,-23300000.0,600000.0,-5700000.0
