Date,2004-12,2003-12,2002-12,2001-12,2000-12
Cash and cash equivalents,52000000.0,53000000.0,51000000.0,62000000.0,60000000.0
Short-term investments,47000000.0,39000000.0,105000000.0,78000000.0,65000000.0
Cash and short-term investments,47000000.0,39000000.0,105000000.0,78000000.0,65000000.0
Receivables,6000000.0,7000000.0,8000000.0,12000000.0,7000000.0
Inventories,,,,,
Total current assets,52000000.0,23000000.0,79000000.0,79000000.0,116000000.0
Property Plant & Equipment Net,7000000.0,8000000.0,8000000.0,8000000.0,9000000.0
Goodwill and Intangible Assets,1000000,2000000,2000000,9000000,54000000
Long-term investments,10000000.0,3000000.0,62000000.0,58000000.0,49000000.0
Tax assets,20000000.0,000000.0,000000.0,000000.0,000000.0
Total non-current assets,43000000.0,33000000.0,31000000.0,24000000.0,19000000.0
Total assets,178000000.0,163000000.0,286000000.0,269000000.0,293000000.0
Payables,000000.0,000000.0,000000.0,000000.0,14000000.0
Short-term debt,000000.0,000000.0,10000000.0,000000.0,000000.0
Total current liabilities,73000000.0,70000000.0,80000000.0,69000000.0,84000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,000000.0,33000000.0,31000000.0,24000000.0,19000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,43000000.0,33000000.0,31000000.0,24000000.0,19000000.0
Total liabilities,116000000.0,103000000.0,112000000.0,93000000.0,104000000.0
Other comprehensive income,3000000.0,2000000.0,1000000.0,-2000000.0,-4000000.0
Retained earnings (deficit),-39000000.0,-42000000.0,-44000000.0,-33000000.0,-12000000.0
Total shareholders equity,62000000.0,60000000.0,174000000.0,176000000.0,189000000.0
Investments,10000000.0,3000000.0,62000000.0,58000000.0,49000000.0
Net Debt,-52000000,-53000000,-41000000,-62000000,-60000000
Other Assets,19000000,12000000,10000000,10000000,7000000
Other Liabilities,116000000,70000000,71000000,69000000,71000000
