Date,2017-12,2016-12,2015-12,2014-12,2013-12
Revenue,626000000.0,816000000.0,394000000.0,122000000.0,40000000.0
Revenue Growth,,,,,
Cost of Revenue,191000000.0,221000000.0,94000000.0,18000000.0,8000000.0
Gross Profit,436000000.0,595000000.0,300000000.0,104000000.0,32000000.0
R&D Expenses,31000000.0,41000000.0,15000000.0,9000000.0,000000.0
SG&A Expense,98000000.0,138000000.0,70000000.0,35000000.0,14000000.0
Operating Expenses,358000000.0,364000000.0,162000000.0,45000000.0,14000000.0
Operating Income,78000000.0,231000000.0,138000000.0,59000000.0,18000000.0
Interest Expense,507000000.0,270000000.0,91000000.0,12000000.0,6000000.0
Earnings before Tax,-1627000000.0,-1348000000.0,-51000000.0,19000000.0,3000000.0
Income Tax Expense,-37000000.0,-34000000.0,-22000000.0,8000000.0,0000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-1591000000.0,-1316000000.0,-32000000.0,12000000.0,2000000.0
Preferred Dividends,,,,,
Net Income Com,-1591000000.0,-1316000000.0,-32000000.0,12000000.0,2000000.0
EPS,-9330.93,-7737.77,-261.03,135.01,114.01
EPS Diluted,-9330.93,-7737.77,-261.03,129.01,114.01
Weighted Average Shs Out,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Weighted Average Shs Out (Dil),0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Dividend per Share,,,,,
Gross Margin,0.69648562300319,0.72916666666667,0.76142131979695,0.85245901639344,0.8
EBITDA Margin,-1.4249201277955,-1.0955882352941,0.29441624365482,0.34426229508197,0.225
EBIT Margin,-1.7907348242812,-1.3235294117647,0.093908629441624,0.26229508196721,0.2
Profit Margin,-2.5415335463259,-1.6127450980392,-0.081218274111675,0.098360655737705,0.05
Free Cash Flow margin,,,,,
EBITDA,-892000000.0,-894000000.0,116000000.0,42000000.0,9000000.0
EBIT,-1121000000,-1080000000,37000000,32000000,8000000
Consolidated Income,-1591000000.0,-1316000000.0,-32000000.0,12000000.0,2000000.0
Earnings Before Tax Margin,-2.5990415335463,-1.6519607843137,-0.12944162436548,0.15573770491803,0.075
Net Profit Margin,-2.5415335463259,-1.6127450980392,-0.081218274111675,0.098360655737705,0.05
