date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000000.0,91300000.0,32700000.0,111900000.0,14600000.0,9709000.0,2343000.0,9286000.0,14247000.0,200000.0,1000000.0,43700000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-2221000000.0,-779000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-19000000.0,-77000000.0,-76000000.0,-76000000.0,-230000000.0,-710000000.0,-703000000.0,-389000000.0,-209000000.0,-191000000.0,-172000000.0,-460000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-28000000.0,-49000000.0,54000000.0,-13000000.0,-15000000.0,-1000000.0,13000000.0,27000000.0,42000000.0,22000000.0,10000000.0,1000000.0,37100000.0,22900000.0,13500000.0,0.0,0.0,0.0,1363000.0,0.0,-662000.0,-700000.0,200000.0,100000.0
,netCashUsedProvidedByFinancingActivities,-259000000.0,-647000000.0,-30000000.0,-595000000.0,-1141000000.0,-2163000000.0,-1343000000.0,-305000000.0,2583000000.0,-464000000.0,-102000000.0,-491000000.0,-74000000.0,149600000.0,41100000.0,-40400000.0,-95300000.0,25210000.0,194978000.0,95691000.0,32759000.0,-34100000.0,103200000.0,60100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-2000000.0,-8000000.0,-44000000.0,37000000.0,-3000000.0,-111000000.0,-67000000.0,-11000000.0,9000000.0,-19000000.0,14000000.0,27000000.0,-45800000.0,121700000.0,20300000.0,-8400000.0,3600000.0,2154000.0,1422000.0,-1606000.0,-462000.0,200000.0,-200000.0,-4100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,521000000.0,-256000000.0,-10000000.0,29000000.0,-672000000.0,-1456000000.0,100000000.0,117000000.0,-216000000.0,202000000.0,711000000.0,1079000000.0,-299000000.0,884400000.0,748000000.0,66700000.0,68500000.0,-44121000.0,75118000.0,761000.0,-5632000.0,400000.0,0.0,0.0
,cashAtEndOfPeriod,1692000000.0,1171000000.0,1427000000.0,1437000000.0,1408000000.0,2080000000.0,3536000000.0,3436000000.0,3319000000.0,3535000000.0,3333000000.0,2622000000.0,1542800000.0,1841800000.0,957400000.0,209400000.0,142700000.0,74217000.0,118338000.0,43220000.0,42459000.0,12400000.0,0.0,0.0
,cashAtBeginningOfPeriod,1171000000.0,1427000000.0,1437000000.0,1408000000.0,2080000000.0,3536000000.0,3436000000.0,3319000000.0,3535000000.0,3333000000.0,2622000000.0,1543000000.0,1841800000.0,957400000.0,209400000.0,142700000.0,74200000.0,118338000.0,43220000.0,42459000.0,48091000.0,12000000.0,19800000.0,11800000.0
,operatingCashFlow,926000000.0,714000000.0,521000000.0,832000000.0,960000000.0,1332000000.0,2614000000.0,3397000000.0,620000000.0,2143000000.0,1542000000.0,2095000000.0,2294100000.0,1188000000.0,1216700000.0,77500000.0,166200000.0,31010000.0,104041000.0,-35376000.0,26613000.0,84500000.0,37500000.0,-800000.0
,capitalExpenditure,-226000000.0,-233000000.0,-244000000.0,-192000000.0,-284000000.0,-453000000.0,-699000000.0,-669000000.0,-583000000.0,-483000000.0,-232000000.0,-250000000.0,-378500000.0,-251800000.0,-200400000.0,-105000000.0,-39000000.0,-32378000.0,-24805000.0,-27358000.0,-24561000.0,-82400000.0,-158700000.0,-51900000.0
,freeCashFlow,700000000.0,481000000.0,277000000.0,640000000.0,676000000.0,879000000.0,1915000000.0,2728000000.0,37000000.0,1660000000.0,1310000000.0,1845000000.0,1915600000.0,936200000.0,1016300000.0,-27500000.0,127200000.0,-1368000.0,79236000.0,-62734000.0,2052000.0,2100000.0,-121200000.0,-52700000.0
