date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-2542000000.0,-6095000000.0,-31000000.0,-237000000.0,-2412000000.0,-769000000.0,2502000000.0,2327000000.0,2491000000.0,1994000000.0,1667000000.0,1469000000.0,1952000000.0,1337100000.0,684000000.0,286900000.0,110200000.0,76821000.0,73069000.0,104063000.0,13136000.0,1500000.0,68900000.0,50700000.0
,depreciationAndAmortization,352000000.0,533000000.0,690000000.0,698000000.0,703000000.0,747000000.0,778000000.0,755000000.0,628000000.0,555000000.0,507000000.0,490000000.0,401600000.0,214100000.0,160600000.0,114600000.0,44000000.0,39182000.0,25048000.0,38873000.0,35034000.0,23200000.0,19200000.0,14700000.0
,deferredIncomeTax,-65000000.0,-426000000.0,-63000000.0,-341000000.0,-198000000.0,-258000000.0,-300000000.0,-333000000.0,-97000000.0,-352000000.0,-165000000.0,0.0,0.0,0.0,0.0,0.0,-6700000.0,6840000.0,11446000.0,7847000.0,-5856000.0,7900000.0,-4100000.0,-3100000.0
,stockBasedCompensation,105000000.0,130000000.0,110000000.0,124000000.0,107000000.0,109000000.0,101000000.0,92000000.0,80000000.0,73000000.0,66000000.0,68000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,529000000.0,-1072000000.0,75000000.0,34000000.0,-2723000000.0,-1236000000.0,-957000000.0,-284000000.0,3335000000.0,695000000.0,575000000.0,1390300000.0,466600000.0,1266700000.0,489400000.0,1073800000.0,-56985000.0,25333000.0,137595000.0,150936000.0,178121000.0,-44200000.0,94300000.0,-73200000.0
,accountsReceivables,574000000.0,275000000.0,-72000000.0,72000000.0,845000000.0,1091000000.0,-153000000.0,-493000000.0,-517000000.0,0.0,0.0,-122000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,429000000.0,104000000.0,-7000000.0,229000000.0,782000000.0,410000000.0,-710000000.0,396000000.0,-1061000000.0,-591000000.0,39000000.0,468000000.0,-643000000.0,-757600000.0,-619900000.0,-215400000.0,-98400000.0,-51302000.0,25189000.0,-71906000.0,-27219000.0,-6000000.0,15700000.0,-65000000.0
,accountsPayables,-226000000.0,-19000000.0,196000000.0,86000000.0,-243000000.0,-570000000.0,95000000.0,9000000.0,-19000000.0,205000000.0,40000000.0,-1432000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-199000000.0,3866000000.0,4938000000.0,4863000000.0,4829000000.0,7552000000.0,8788000000.0,9745000000.0,10029000000.0,6694000000.0,5999000000.0,5424000000.0,4033700000.0,3567100000.0,2300400000.0,1811000000.0,737200000.0,794185000.0,768852000.0,631257000.0,480321000.0,302200000.0,346400000.0,252100000.0
,otherNonCashItems,16000000.0,16000000.0,-7000000.0,20000000.0,108000000.0,256000000.0,181000000.0,84000000.0,84000000.0,69000000.0,135000000.0,-99000000.0,128300000.0,20200000.0,-13500000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0
,netCashProvidedByOperatingActivites,926000000.0,714000000.0,521000000.0,832000000.0,960000000.0,1332000000.0,2614000000.0,3397000000.0,620000000.0,2143000000.0,1542000000.0,2095000000.0,2294100000.0,1188000000.0,1216700000.0,77500000.0,166200000.0,31010000.0,104041000.0,-35376000.0,26613000.0,84500000.0,37500000.0,-800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-226000000.0,-233000000.0,-244000000.0,-192000000.0,-284000000.0,-453000000.0,-699000000.0,-669000000.0,-583000000.0,-483000000.0,-232000000.0,-250000000.0,-378500000.0,-251800000.0,-200400000.0,-105000000.0,-39000000.0,-32378000.0,-24805000.0,-27358000.0,-24561000.0,-82400000.0,-158700000.0,-51900000.0
,acquisitionsNet,-14000000.0,-180000000.0,-280000000.0,-86000000.0,-230000000.0,-86000000.0,-291000000.0,-2397000000.0,-1767000000.0,-1038000000.0,-556000000.0,-322000000.0,-2207000000.0,-324000000.0,-330000000.0,148000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,96000000.0,98000000.0,67000000.0,33000000.0,26000000.0,25000000.0,-102000000.0,72000000.0,35000000.0,50000000.0,29000000.0,20000000.0,112200000.0,800000.0,0.0,143000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0
,netCashUsedForInvestingActivites,-144000000.0,-315000000.0,-457000000.0,-245000000.0,-488000000.0,-514000000.0,-1092000000.0,-2964000000.0,-3428000000.0,-1458000000.0,-743000000.0,-552000000.0,-2473300000.0,-574900000.0,-530100000.0,38000000.0,-6000000.0,-102495000.0,-225323000.0,-57948000.0,-64542000.0,-50100000.0,-148800000.0,-47200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-217000000.0,-1000000000.0,-8000000.0,-506000000.0,-4872000000.0,-10615000000.0,-155000000.0,-2610000000.0,-2938000000.0,-391000000.0,-16000000.0,-47000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
