Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,602000000.0,613000000.0,1037000000.0,467000000.0,474000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,1130000000.0,1103000000.0,1383000000.0,1781000000.0,3015000000.0
Inventories,1025000000.0,1234000000.0,1802000000.0,2344000000.0,3087000000.0
Total current assets,3151000000.0,5869000000.0,7754000000.0,9223000000.0,10945000000.0
Property Plant & Equipment Net,2086000000.0,2708000000.0,4480000000.0,5679000000.0,7123000000.0
Goodwill and Intangible Assets,713000000,2940000000,3045000000,3159000000,3451000000
Long-term investments,000000.0,62000000.0,66000000.0,76000000.0,106000000.0
Tax assets,000000.0,000000.0,000000.0,165000000.0,303000000.0
Total non-current assets,8006000000.0,8143000000.0,8224000000.0,6452000000.0,7904000000.0
Total assets,6601000000.0,9747000000.0,12664000000.0,14787000000.0,18889000000.0
Payables,732000000.0,856000000.0,845000000.0,948000000.0,1736000000.0
Short-term debt,383000000.0,148000000.0,179000000.0,1582000000.0,727000000.0
Total current liabilities,2300000000.0,2230000000.0,2428000000.0,4031000000.0,4027000000.0
Long-term debt,7605000000.0,7541000000.0,7403000000.0,5879000000.0,6798000000.0
Total debt,7605000000.0,7541000000.0,7403000000.0,5879000000.0,6798000000.0
Deferred revenue,000000.0,000000.0,000000.0,000000.0,1000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,8006000000.0,8143000000.0,8224000000.0,6452000000.0,7904000000.0
Total liabilities,10306000000.0,10373000000.0,10652000000.0,10483000000.0,11931000000.0
Other comprehensive income,-1746000000.0,-1519000000.0,-1610000000.0,-1641000000.0,-881000000.0
Retained earnings (deficit),-8671000000.0,-5763000000.0,-2950000000.0,442000000.0,2427000000.0
Total shareholders equity,-3705000000.0,-626000000.0,2012000000.0,4304000000.0,6958000000.0
Investments,000000.0,62000000.0,66000000.0,76000000.0,106000000.0
Net Debt,7386000000,7076000000,6545000000,6994000000,7051000000
Other Assets,1045000000,850000000,588000000,773000000,1330000000
Other Liabilities,1084000000,1237000000,1623000000,1404000000,1939000000
