date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY,2008-07-31_FY,2007-07-31_FY,2006-07-31_FY,2005-07-31_FY,2004-07-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,699907000.0,591693000.0,417867000.0,394227000.0,270360000.0,219783000.0,178687000.0,180025000.0,182119000.0,166375000.0,151627000.0,141103000.0,156932000.0,136338000.0,96947000.0,102116000.0,79220300.0,57222200.0,57389200.0,42685000.0,29429100.0,22000000.0,15200000.0,12000000.0,11200000.0
,depreciationAndAmortization,104257000.0,85334000.0,79040000.0,57441000.0,49643000.0,48893000.0,53726000.0,56728000.0,48167000.0,45694000.0,43242000.0,41354000.0,42804000.0,37089000.0,31456000.0,31296000.0,30808300.0,25545000.0,16308200.0,14350000.0,11479000.0,9800000.0,7800000.0,7500000.0,6000000.0
,deferredIncomeTax,23082000.0,23167000.0,16717000.0,19901000.0,5740000.0,4365000.0,-10838000.0,-3605000.0,-17579000.0,-2099000.0,-4512000.0,-2393000.0,5690000.0,-8948000.0,-4120000.0,-5620000.0,-122200.0,7205900.0,2811500.0,772000.0,1312800.0,-700000.0,-100000.0,400000.0,-300000.0
,stockBasedCompensation,23322000.0,23445000.0,23221000.0,20840000.0,20864000.0,18154000.0,22099000.0,19557000.0,21791000.0,19007000.0,17955000.0,9413000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,202552000.0,-26697000.0,146752000.0,64585000.0,-300933000.0,353449000.0,100114000.0,-67015000.0,59666000.0,-254949000.0,117842000.0,127848000.0,-163349000.0,-80167000.0,32000000.0,66129300.0,58305200.0,-7363500.0,109534800.0,15368900.0,-10657700.0,9900000.0,5900000.0,8300000.0,-6600000.0
,accountsReceivables,15993000.0,-60808000.0,-40335000.0,-38542000.0,-54213000.0,-20417000.0,-12870000.0,-31171000.0,-16202000.0,-12865000.0,2436000.0,982000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,1348000.0,-4719000.0,-3959000.0,1294000.0,-2509000.0,-1731000.0,4012000.0,-1777000.0,-218000.0,-2666000.0,-256000.0,-54000.0,1489000.0,1361000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,1800000.0
,accountsPayables,41648000.0,11126000.0,53320000.0,4269000.0,48347000.0,-3926000.0,5425000.0,14749000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,607715000.0,405163000.0,431860000.0,285108000.0,220523000.0,521456000.0,168007000.0,67893000.0,134908000.0,75242000.0,330191000.0,212349000.0,84501000.0,247850000.0,328017000.0,296017000.0,229887700.0,171582500.0,178946000.0,69411200.0,54042300.0,64700000.0,54800000.0,48900000.0,40600000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182119000.0,165947000.0,2000.0,-1345000.0,6200000.0,4001000.0,4320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0
,netCashProvidedByOperatingActivites,917885000.0,646646000.0,535069000.0,492058000.0,332498000.0,265076000.0,262594000.0,199326000.0,229673000.0,242932000.0,199407000.0,203339000.0,194063000.0,182053000.0,141944000.0,135991000.0,115201300.0,79079900.0,81991200.0,56898400.0,26195200.0,30700000.0,21900000.0,24600000.0,11300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-591972000.0,-373883000.0,-287910000.0,-172178000.0,-173917000.0,-79153000.0,-81510000.0,-130265000.0,-57396000.0,-70170000.0,-75840000.0,-78912000.0,-113364000.0,-196861000.0,-117687000.0,-66258000.0,-64551400.0,-70721300.0,-85937000.0,-45932400.0,-37022400.0,-20700000.0,-12200000.0,-7800000.0,-8600000.0
,acquisitionsNet,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-21119000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-154360000.0,-921750000.0,-726012000.0,-755420000.0,0.0,0.0,0.0,0.0,0.0,0.0,-13100000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,21498000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266131000.0,967850000.0,568395000.0,928020000.0,0.0,0.0,0.0,0.0,0.0,13100000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,105000.0,100000.0,217000.0,858000.0,3189000.0,8041000.0,0.0,-1300000.0,12000000.0,2000.0,-11398000.0,0.0,0.0,57800.0,0.0,-300000.0,-150000.0,-18190400.0,-2900000.0,-9700000.0,-5200000.0,-4300000.0
,netCashUsedForInvestingActivites,-601208000.0,-356267000.0,-288476000.0,-335791000.0,-172876000.0,-81915000.0,-92103000.0,-208021000.0,-48087000.0,-84480000.0,-96025000.0,-59904000.0,-32600000.0,-135561000.0,-268073000.0,107448000.0,-49336100.0,-76516600.0,-93109700.0,-49663600.0,-54729500.0,-10200000.0,-34600000.0,-11100000.0,-12400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1065000.0,0.0,-231000000.0,-7000000.0,-337500000.0,-350000000.0,-75000000.0,-96660000.0,-56250000.0,-25000000.0,0.0,-17502000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
