date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY,2008-07-31_FY,2007-07-31_FY,2006-07-31_FY,2005-07-31_FY,2004-07-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY,1993-07-31_FY,1992-07-31_FY,1991-07-31_FY,1990-07-31_FY,1989-07-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-28520000.0,2489000.0,-10321000.0,-2504000.0,45286000.0,-2285000.0,-9977000.0,-18237000.0,-39269000.0,-12960000.0,-22233000.0,-23564000.0,-10653000.0,-13260000.0,-15667000.0,3004000.0,-6231600.0,3844000.0,6922800.0,6812800.0,6624700.0,6500000.0,3400000.0,1500000.0,-7700000.0,5600000.0,5300000.0,-6900000.0,-600000.0,-10800000.0,-4100000.0,-4100000.0
,depreciationAndAmortization,2780000.0,3036000.0,3130000.0,3598000.0,3840000.0,3789000.0,3971000.0,4605000.0,4477000.0,4469000.0,4269000.0,3462000.0,2146000.0,1189000.0,1124000.0,2332100.0,2361500.0,1808000.0,2154200.0,2252300.0,1925000.0,1900000.0,1900000.0,1800000.0,1800000.0,1800000.0,1500000.0,1500000.0,700000.0,1200000.0,500000.0,300000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,-60000.0,-104000.0,-18000.0,-759000.0,-1762000.0,17000.0,-45000.0,0.0,-644000.0,-178000.0,640000.0,890900.0,-1650700.0,-128100.0,720000.0,2003000.0,255400.0,-1600000.0,-1000000.0,0.0,0.0,2800000.0,-3000000.0,0.0,100000.0,0.0,0.0,0.0
,stockBasedCompensation,1769000.0,1794000.0,1642000.0,1555000.0,1234000.0,1091000.0,1230000.0,1188000.0,1368000.0,1739000.0,1170000.0,1435000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-29480000.0,2430000.0,-8260000.0,445000.0,48301000.0,6757000.0,7067000.0,-12708000.0,-12258000.0,-8511000.0,-18337000.0,-31874000.0,-21458000.0,33689000.0,-16849800.0,4751500.0,-5463700.0,4755800.0,7873600.0,11601200.0,14192400.0,6300000.0,9800000.0,13800000.0,4900000.0,-17400000.0,-4600000.0,-1500000.0,-700000.0,300000.0,-3800000.0,-3200000.0
,accountsReceivables,1617000.0,2404000.0,-1775000.0,-3244000.0,-4791000.0,-2003000.0,-3224000.0,-2606000.0,-4210000.0,-6537000.0,-3844000.0,-1409000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,85000.0,-572000.0,-413000.0,92000.0,466000.0,1151000.0,159000.0,60000.0,199000.0,-178000.0,-663000.0,2269000.0,1012000.0,533000.0,-120000.0,558200.0,-12500.0,768400.0,-2170400.0,-220900.0,-372200.0,0.0,200000.0,300000.0,400000.0,-100000.0,-400000.0,-100000.0,-100000.0,-100000.0,-300000.0,-100000.0
,accountsPayables,1214000.0,-2508000.0,-887000.0,515000.0,1103000.0,394000.0,-226000.0,-514000.0,1031000.0,1462000.0,2348000.0,-571000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,35964000.0,65444000.0,63014000.0,71274000.0,70829000.0,22528000.0,15771000.0,8704000.0,21412000.0,33670000.0,42181000.0,60518000.0,92392000.0,113850000.0,80161000.0,97010800.0,92259300.0,97723000.0,92967200.0,85093600.0,73492400.0,59300000.0,53000000.0,43200000.0,29400000.0,24500000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39669000.0,-12998000.0,5071000.0,-41454000.0,5620000.0,7041000.0,6474000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,-100000.0,0.0,0.0,-100000.0,100000.0,900000.0,400000.0,-800000.0,1400000.0,100000.0
,netCashProvidedByOperatingActivites,-17179000.0,4806000.0,-2735000.0,-205000.0,53126000.0,-3700000.0,-1697000.0,-10016000.0,-5972000.0,-8326000.0,-13464000.0,-11477000.0,-8564000.0,-3766000.0,-10125000.0,12828500.0,-5582000.0,12120600.0,9558100.0,7996900.0,4931500.0,11100000.0,8300000.0,7700000.0,6100000.0,9100000.0,-3200000.0,800000.0,2100000.0,-2300000.0,-5100000.0,-4700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3231000.0,-1448000.0,-4227000.0,-1275700.0,-1303800.0,-956700.0,-620400.0,-1013900.0,-790500.0,-1100000.0,-600000.0,-700000.0,-700000.0,-1000000.0,-1200000.0,-900000.0,-1800000.0,-6500000.0,-7800000.0,-8900000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15000000.0,-16000000.0,-17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48497000.0,-167646000.0,-213643000.0,-361956000.0,0.0,0.0,-69000.0,0.0,-2349000.0,0.0,0.0,0.0,0.0,-400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58497000.0,182453000.0,232140000.0,318650000.0,0.0,0.0,6760000.0,10442800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,100000.0,800000.0
