date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2109000000.0,2521000000.0,2563000000.0,1687000000.0,2035000000.0,1899000000.0,2946000000.0,1679000000.0,2870000000.0,2071384000.0,1527193000.0,947009000.0,1519003000.0,1869862000.0,1717746000.0,1494869000.0,1338694000.0,1023680000.0,712592000.0,805659000.0,957980000.0,841100000.0,672800000.0,587000000.0,486300000.0,387600000.0,277800000.0
,depreciationAndAmortization,427000000.0,426000000.0,461000000.0,462000000.0,470000000.0,477000000.0,507000000.0,613000000.0,613000000.0,594009000.0,548278000.0,674925000.0,691907000.0,524744000.0,443906000.0,383074000.0,385797000.0,306553000.0,305752000.0,386308000.0,413370000.0,343300000.0,211800000.0,185400000.0,178200000.0,151900000.0,132100000.0
,deferredIncomeTax,-30000000.0,32000000.0,34000000.0,64000000.0,-263000000.0,-11000000.0,55000000.0,6000000.0,243000000.0,-175923000.0,-150369000.0,-477582000.0,-95857000.0,-5522000.0,167003000.0,69745000.0,143214000.0,203958000.0,-60471000.0,38612000.0,-21106000.0,105300000.0,59900000.0,-7800000.0,-12600000.0,-23900000.0,-31700000.0
,stockBasedCompensation,42000000.0,41000000.0,40000000.0,36000000.0,39000000.0,41000000.0,39000000.0,37000000.0,54000000.0,56374000.0,56443000.0,51858000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,250000000.0,1863000000.0,-1989000000.0,862000000.0,-989000000.0,-191000000.0,761000000.0,-1527000000.0,1436381000.0,997810000.0,35852000.0,1790820000.0,-2157233000.0,635549000.0,458947000.0,-360353000.0,-823072000.0,982652000.0,666561000.0,133635000.0,283951000.0,615000000.0,-88200000.0,218900000.0,-199800000.0,47100000.0,-7600000.0
,accountsReceivables,95000000.0,40000000.0,-60000000.0,-138000000.0,-132000000.0,-42000000.0,-70000000.0,-83000000.0,-13000000.0,-302952000.0,-238213000.0,336873000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,43000000.0,98000000.0,-108000000.0,-81000000.0,9000000.0,25000000.0,-10000000.0,24000000.0,82000000.0,-50577000.0,-177761000.0,572679000.0,-104789000.0,-4543000.0,-60204000.0,104419000.0,-177052000.0,108180000.0,71844000.0,158502000.0,3945000.0,7400000.0,18500000.0,6200000.0,58900000.0,-22800000.0,-8100000.0
,accountsPayables,19000000.0,-16000000.0,-46000000.0,39000000.0,-3000000.0,-30000000.0,-20000000.0,8000000.0,-21000000.0,-54977000.0,69450000.0,-84526000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1000000.0,4099000000.0,2236000000.0,4225000000.0,3363000000.0,4352000000.0,4543000000.0,3782000000.0,5309000000.0,3872619000.0,2874809000.0,2838957000.0,1048137000.0,3205370000.0,2569821000.0,2110874000.0,2471227000.0,3294299000.0,2311647000.0,1645086000.0,1511451000.0,1227500000.0,612500000.0,700700000.0,481800000.0,681600000.0,634500000.0
,otherNonCashItems,8000000.0,9000000.0,10000000.0,10000000.0,5000000.0,12000000.0,10000000.0,-13000000.0,23000000.0,2065618000.0,3518000.0,14643000.0,59762000.0,33328000.0,44018000.0,-1875000.0,9935000.0,35780000.0,44000.0,14000.0,-161000.0,-800000.0,4800000.0,-500000.0,-1700000.0,14100000.0,16900000.0
,netCashProvidedByOperatingActivites,2807000000.0,2995000000.0,2811000000.0,2402000000.0,2302000000.0,2299000000.0,1616000000.0,2528000000.0,2072000000.0,1956008000.0,1560790000.0,2146589000.0,2222884000.0,2484297000.0,2066028000.0,1846536000.0,1532031000.0,1368741000.0,1288756000.0,1351026000.0,1122410000.0,1036600000.0,721500000.0,660300000.0,629400000.0,437500000.0,387500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-236000000.0,-326000000.0,-364000000.0,-297000000.0,-273000000.0,-284000000.0,-361000000.0,-368000000.0,-382000000.0,-353408000.0,-286172000.0,-247102000.0,-355472000.0,-353355000.0,-301006000.0,-293102000.0,-282560000.0,-258312000.0,-271424000.0,-256562000.0,-313913000.0,-1141500000.0,-959900000.0,-178700000.0,-168700000.0,-150200000.0,-131100000.0
,acquisitionsNet,0.0,-4000000.0,0.0,-3000000.0,-453000000.0,-6000000.0,3146000000.0,-163000000.0,92000000.0,-1308000000.0,-497000000.0,-281000000.0,-1547000000.0,-813000000.0,-1379000000.0,-627000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,-5641000.0,-16047000.0,-17586000.0,-19583000.0,-28734000.0,-25347000.0,-120240000.0,-64442000.0,-133236000.0,-194741000.0,-101329000.0,-22060000.0,0.0,-13200000.0,-89700000.0,-104200000.0,-126300000.0,0.0
,salesMaturitiesOfInvestments,14000000.0,20000000.0,16000000.0,43000000.0,21000000.0,22000000.0,28000000.0,40000000.0,281000000.0,36516000.0,25322000.0,20215000.0,26932000.0,91184000.0,367365000.0,220082000.0,85412000.0,59509000.0,77780000.0,214513000.0,84102000.0,133000000.0,45500000.0,43800000.0,50000000.0,34000000.0,0.0
,otherInvestingActivites,-3000000.0,-18000000.0,-4000000.0,-10000000.0,-13000000.0,-1000000.0,-17000000.0,-5000000.0,-1000000.0,12569000.0,22396000.0,-23824000.0,9181000.0,-2664000.0,8788000.0,448000.0,8173000.0,994000.0,3079000.0,17603000.0,1870000.0,45100000.0,15100000.0,-47100000.0,-319300000.0,-195800000.0,-33900000.0
