Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,26677000.0,12589000.0,27740000.0,17575000.0,20374000.0,12523000.0,11928000.0,5839000.0
Short-term investments,0.0,0.0,35938000.0,77069000.0,27021000.0,0.0,0.0,0.0
Cash and short-term investments,26677000.0,12589000.0,63678000.0,94644000.0,47395000.0,12523000.0,11928000.0,5839000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,27057000.0,13081000.0,64288000.0,95193000.0,48013000.0,12875000.0,12133000.0,6116000.0
Property, Plant & Equipment Net,2582000.0,3460000.0,4871000.0,4083000.0,1956000.0,865000.0,794000.0,634000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,12104000.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,4058000.0,4407000.0,5608000.0,16949000.0,2319000.0,2886000.0,1398000.0,824000.0
Total assets,31115000.0,17488000.0,69896000.0,112142000.0,50332000.0,15761000.0,13531000.0,6940000.0
Payables,1659000.0,3516000.0,3043000.0,1757000.0,2692000.0,2176000.0,1452000.0,936000.0
Short-term debt,5257000.0,6659000.0,3149000.0,0.0,0.0,861000.0,1675000.0,154000.0
Total current liabilities,10732000.0,15779000.0,10370000.0,5967000.0,5840000.0,4493000.0,4201000.0,2264000.0
Long-term debt,9565000.0,7652000.0,13809000.0,16477000.0,11389000.0,8933000.0,2370000.0,51000.0
Total debt,14822000.0,14311000.0,16958000.0,16477000.0,11389000.0,9794000.0,4045000.0,205000.0
Deferred revenue,0.0,0.0,0.0,235000.0,905000.0,12000.0,0.0,23000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,13048000.0,7759000.0,13985000.0,16514000.0,11985000.0,9837000.0,3025000.0,390000.0
Total liabilities,23780000.0,23538000.0,24355000.0,22481000.0,17825000.0,14330000.0,7226000.0,2654000.0
Other comprehensive income,0.0,0.0,0.0,-7000.0,-7000.0,0.0,0.0,0.0
Retained earnings (deficit),-292004000.0,-264193000.0,-207483000.0,-157910000.0,-115427000.0,-80131000.0,-58402000.0,-43562000.0
Total shareholders equity,7335000.0,-6050000.0,45541000.0,89661000.0,32507000.0,-80131000.0,-58402000.0,-43562000.0
Investments,0.0,0.0,35938000.0,89173000.0,27021000.0,0.0,0.0,0.0
Net Debt,-11855000.0,1722000.0,-46720000.0,-78167000.0,-36006000.0,-2729000.0,-7883000.0,-5634000.0
Other Assets,380000.0,492000.0,610000.0,549000.0,618000.0,352000.0,205000.0,277000.0
Other Liabilities,3816000.0,5604000.0,4178000.0,4210000.0,3148000.0,1456000.0,1074000.0,1174000.0
