date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-461000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-367000000.0,-35528000000.0,-34130000000.0,-4192000000.0,-2000000000.0,-849000000.0,-1299000000.0,-981000000.0,-830000000.0,-915000000.0,-1053000000.0,-19000000.0,-20000000.0,-37811880.0,0.0,0.0,0.0,0.0,0.0,-213191700.0,-269000000.0,-280971900.0,-255948800.0
,otherFinancingActivites,0.0,0.0,0.0,-848000000.0,-1573000000.0,-471000000.0,-29000000.0,-477000000.0,-13000000.0,0.0,0.0,-8000000.0,0.0,-289891080.0,-462573400.0,-942015890.0,-118906000.0,-337243250.0,-444219600.0,-439395100.0,-318000000.0,-222077790.0,-216956600.0
,netCashUsedProvidedByFinancingActivities,-35814000000.0,-25043000000.0,-14597000000.0,-6296000000.0,2828000000.0,2950000000.0,-1340000000.0,-1407000000.0,-859000000.0,-965000000.0,-1832000000.0,-1686000000.0,-1558000000.0,-1575495000.0,-1534763400.0,-4389006510.0,-594530000.0,-771260650.0,-467776700.0,-583524700.0,-139000000.0,107989200.0,-354929000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1330000000.0,2881000000.0,3830000000.0,144000000.0,222000000.0,75000000.0,505000000.0,226000000.0,117000000.0,31000000.0,18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-16300000000.0,14981000000.0,374000000.0,-1114000000.0,3075000000.0,186000000.0,-4540000000.0,2064000000.0,342000000.0,1442000000.0,103000000.0,371000000.0,444000000.0,-204814350.0,61268000.0,-2335351290.0,731271900.0,906157950.0,878343300.0,-106095400.0,8000000.0,338066190.0,0.0
,cashAtEndOfPeriod,18527000000.0,25582000000.0,6891000000.0,2831000000.0,3945000000.0,870000000.0,684000000.0,5224000000.0,3160000000.0,2818000000.0,1376000000.0,1273000000.0,902000000.0,456893550.0,661694400.0,602769010.0,2963732050.0,2225805450.0,1305736400.0,210189000.0,649000000.0,641035890.0,0.0
,cashAtBeginningOfPeriod,34827000000.0,10601000000.0,6517000000.0,3945000000.0,870000000.0,684000000.0,5224000000.0,3160000000.0,2818000000.0,1376000000.0,1273000000.0,902000000.0,458000000.0,661707900.0,600426400.0,2938120300.0,2232460150.0,1319647500.0,427393100.0,316284400.0,641000000.0,302969700.0,345930800.0
,operatingCashFlow,101325000000.0,81933000000.0,42426000000.0,19332000000.0,11365000000.0,6812000000.0,5721000000.0,7139000000.0,5029000000.0,5396000000.0,4244000000.0,3288000000.0,3319000000.0,2946175650.0,2395578800.0,1965814510.0,2181925100.0,2023459500.0,1659092900.0,1123009800.0,1235000000.0,1426957290.0,1250849780.0
,capitalExpenditure,-54360000000.0,-50798000000.0,-42480000000.0,-11698000000.0,-11339000000.0,-8714000000.0,-9104000000.0,-4198000000.0,-3326000000.0,-3079000000.0,-2352000000.0,-1491000000.0,-1561000000.0,-1244641050.0,-863878800.0,-581566080.0,0.0,-161290250.0,-387009500.0,-526473400.0,-802000000.0,-876012390.0,-769945980.0
,freeCashFlow,46965000000.0,31135000000.0,-54000000.0,7634000000.0,26000000.0,-1902000000.0,-3383000000.0,2941000000.0,1703000000.0,2317000000.0,1892000000.0,1797000000.0,1758000000.0,1701534600.0,1531700000.0,1384248430.0,2181925100.0,1862169250.0,1272083400.0,596536400.0,433000000.0,550944900.0,480903800.0
