Date,2018-12,2017-12,2016-12,2015-12,2014-12
Depreciation & Amortization,207000000.0,4000000.0,24000000.0,46000000.0,19000000.0
Stock-based compensation,28000000.0,26000000.0,-70000000.0,51000000.0,23000000.0
Operating Cash Flow,83000000.0,270000000.0,187000000.0,65000000.0,729000000.0
Capital Expenditure,-134000000.0,-3000000.0,-27000000.0,-40000000.0,-15000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-49000000,-159000000,812000000,-163000000,-339000000
Investing Cash flow,-32000000.0,-162000000.0,-1254000000.0,98000000.0,-371000000.0
Issuance (repayment) of debt,-254000000.0,-13000000.0,-2320000000.0,-567000000.0,-186000000.0
Issuance (buybacks) of shares,-112000000.0,000000.0,000000.0,000000.0,000000.0
Dividend payments,,,,,
Financing Cash Flow,-133000000.0,-22000000.0,-469000000.0,-24000000.0,1338000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,-82000000.0,86000000.0,-1536000000.0,139000000.0,1696000000.0
Free Cash Flow,-51000000.0,267000000.0,160000000.0,25000000.0,714000000.0
Net Cash/Marketcap,,,,,
