date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-74970000.0,25579000.0,35825000.0,20649000.0,9374000.0,10300000.0,8987000.0,7873000.0
,depreciationAndAmortization,8346000.0,7512000.0,5622000.0,3566000.0,2183000.0,0.0,1982000.0,0.0
,deferredIncomeTax,-11089000.0,1563000.0,3483000.0,2621000.0,909000.0,0.0,963000.0,0.0
,stockBasedCompensation,3473000.0,2870000.0,2509000.0,1100000.0,553000.0,531000.0,2006000.0,536000.0
,changeInWorkingCapital,3393885000.0,-3871000.0,-643941000.0,-770333000.0,-584274000.0,-1198452000.0,0.0,-1654000.0
,accountsReceivables,478000.0,1649000.0,-2255000.0,-1276000.0,-544000.0,0.0,168000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,1513000.0,-299000.0,1259000.0,433000.0,15000.0,397000.0,-3131000.0,-918000.0
,otherWorkingCapital,193014000.0,-3200871000.0,-3197000000.0,-2553059000.0,-1782726000.0,-1198452000.0,0.0,0.0
,otherNonCashItems,-3276024000.0,14868000.0,633168000.0,769535000.0,586803000.0,1197246000.0,-304000.0,-8201000.0
,netCashProvidedByOperatingActivites,43621000.0,48521000.0,36666000.0,27138000.0,15548000.0,9625000.0,13634000.0,-1446000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-9549000.0,-6948000.0,-8831000.0,-6873000.0,-2796000.0,0.0,-4676000.0,0.0
,acquisitionsNet,25925000.0,85360000.0,20093000.0,-3493000.0,-2971000.0,-14585000.0,-13755000.0,0.0
,purchasesOfInvestments,-268586000.0,-155501000.0,-188377000.0,-239041000.0,-193109000.0,-14585000.0,-45628000.0,0.0
,salesMaturitiesOfInvestments,335465000.0,159982000.0,131837000.0,160285000.0,141898000.0,0.0,81846000.0,0.0
,otherInvestingActivites,12749000.0,13208000.0,-126210000.0,-133312000.0,-83711000.0,14585000.0,-65071000.0,0.0
,netCashUsedForInvestingActivites,96004000.0,96101000.0,-171488000.0,-222434000.0,-140689000.0,-14585000.0,-47284000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-676555000.0,-74170000.0,-10764000.0,-2300000.0,-58439000.0,-1554000.0,-388000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,23643000.0,38945000.0,0.0,0.0
,commonStockRepurchased,-19348000.0,-10867000.0,0.0,0.0,-16372000.0,0.0,-32761000.0,-571000.0
,dividendsPaid,0.0,0.0,0.0,0.0,-42000.0,-164000.0,-804000.0,-970000.0
,otherFinancingActivites,747685000.0,-163112000.0,286209000.0,214696000.0,154617000.0,4996000.0,78690000.0,0.0
,netCashUsedProvidedByFinancingActivities,51782000.0,-248149000.0,275445000.0,212396000.0,103407000.0,42223000.0,44737000.0,-1541000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,191407000.0,-103527000.0,140623000.0,17100000.0,-21734000.0,37263000.0,11087000.0,-2987000.0
,cashAtEndOfPeriod,280698000.0,89291000.0,192818000.0,52195000.0,35095000.0,43912000.0,31707000.0,17385000.0
,cashAtBeginningOfPeriod,89291000.0,192818000.0,52195000.0,35095000.0,56829000.0,6649000.0,20620000.0,20372000.0
,operatingCashFlow,43621000.0,48521000.0,36666000.0,27138000.0,15548000.0,9625000.0,13634000.0,-1446000.0
,capitalExpenditure,-9611000.0,-7004000.0,-8831000.0,-6873000.0,-2796000.0,0.0,-4676000.0,0.0
,freeCashFlow,34010000.0,41517000.0,27835000.0,20265000.0,12752000.0,9625000.0,8958000.0,-1446000.0
