date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,otherFinancingActivites,-527000000.0,-173000000.0,-198000000.0,-182000000.0,-133000000.0,63000000.0,-41000000.0,-89000000.0,-10000000.0,-15351000.0,-35353000.0,-11925000.0,79353000.0,-43214000.0,-52434000.0,-31276000.0,-876000.0,157039000.0,41708000.0,31015000.0
,netCashUsedProvidedByFinancingActivities,13010000000.0,-2374000000.0,-3336000000.0,-1179000000.0,463000000.0,3413000000.0,2524000000.0,4044000000.0,-33001000.0,971814000.0,-176932000.0,449038000.0,74525000.0,1236492000.0,1623693000.0,712244000.0,201951000.0,157039000.0,41708000.0,31015000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,8935000000.0,325000000.0,-16000000.0,-4281000000.0,918000000.0,-733000000.0,-576000000.0,5497000000.0,425020000.0,1146751000.0,-132850000.0,231433000.0,-772260000.0,1308710000.0,48789000.0,90232000.0,7688000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,10463000000.0,1528000000.0,1203000000.0,1219000000.0,5500000000.0,4582000000.0,5315000000.0,5891000000.0,2368302000.0,1943282000.0,796531000.0,929381000.0,697948000.0,1470208000.0,161498000.0,112709000.0,68412000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,1528000000.0,1203000000.0,1219000000.0,5500000000.0,4582000000.0,5315000000.0,5891000000.0,394000000.0,1943282000.0,796531000.0,929381000.0,697948000.0,1470208000.0,161498000.0,112709000.0,22477000.0,60724000.0,0.0,0.0,0.0
,operatingCashFlow,8640000000.0,6824000000.0,3899000000.0,7962000000.0,6135000000.0,5414000000.0,4146000000.0,3545000000.0,1181451000.0,1061808000.0,994500000.0,899349000.0,447490000.0,589306000.0,364761000.0,283216000.0,112605000.0,-50672000.0,-32401000.0,-9463000.0
,capitalExpenditure,-12367000000.0,-7358000000.0,-5668000000.0,-11065000000.0,-8670000000.0,-6659000000.0,-7217000000.0,-4406000000.0,-840323000.0,-956029000.0,-771058000.0,-883975000.0,-1283131000.0,-787701000.0,-1947597000.0,-782229000.0,-119793000.0,0.0,0.0,0.0
,freeCashFlow,-3727000000.0,-534000000.0,-1769000000.0,-3103000000.0,-2535000000.0,-1245000000.0,-3071000000.0,-861000000.0,341128000.0,105779000.0,223442000.0,15374000.0,-835641000.0,-198395000.0,-1582836000.0,-499013000.0,-7188000.0,-50672000.0,-32401000.0,-9463000.0
