Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,5480000.0,15595000.0,1323000.0,23113000.0,31293000.0,54136000.0,14224000.0,6563000.0,12350000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,5480000.0,15595000.0,1323000.0,23113000.0,31293000.0,54136000.0,14224000.0,6563000.0,12350000.0
Receivables,786000.0,545000.0,282000.0,0.0,59000.0,59000.0,0.0,0.0,247000.0
Inventories,1658000.0,1588000.0,677000.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,8127000.0,17864000.0,2419000.0,23592000.0,31712000.0,54643000.0,14557000.0,6909000.0,12779000.0
Property, Plant & Equipment Net,536000.0,570000.0,540000.0,535000.0,661000.0,587000.0,479000.0,522000.0,120000.0
Goodwill and Intangible Assets,0.0,0.0,4491000.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,649000.0,591000.0,5052000.0,858000.0,661000.0,587000.0,479000.0,522000.0,120000.0
Total assets,8776000.0,18455000.0,7471000.0,24450000.0,32373000.0,55230000.0,15036000.0,7431000.0,12899000.0
Payables,1133000.0,862000.0,1987000.0,2832000.0,2079000.0,2188000.0,1156000.0,1857000.0,696000.0
Short-term debt,0.0,0.0,0.0,3798000.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,2840000.0,2091000.0,3260000.0,7998000.0,3158000.0,3503000.0,2087000.0,2835000.0,810000.0
Long-term debt,0.0,0.0,0.0,3881000.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,7679000.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,126000.0,1969000.0,4281000.0,0.0,0.0,0.0,0.0,0.0
Total liabilities,2840000.0,2217000.0,5229000.0,12279000.0,3158000.0,3503000.0,2087000.0,2835000.0,810000.0
Other comprehensive income,1223000.0,1227000.0,1235000.0,1246000.0,1272000.0,1207000.0,1185000.0,1132000.0,995000.0
Retained earnings (deficit),-199388000.0,-182356000.0,-168974000.0,-153182000.0,-126599000.0,-101012000.0,-79254000.0,-65189000.0,-48993000.0
Total shareholders equity,5936000.0,16238000.0,1757000.0,12171000.0,29215000.0,51727000.0,12949000.0,4596000.0,12089000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-5480000.0,-15595000.0,-1323000.0,-15434000.0,-31293000.0,-54136000.0,-14224000.0,-6563000.0,-12350000.0
Other Assets,203000.0,136000.0,137000.0,479000.0,360000.0,448000.0,333000.0,346000.0,182000.0
Other Liabilities,1707000.0,1229000.0,1273000.0,1368000.0,1079000.0,1315000.0,931000.0,978000.0,114000.0
