date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1201000000.0,1135200000.0,1060500000.0,1204900000.0,940200000.0,640300000.0,588300000.0,577400000.0,546300000.0,526200000.0,456500000.0,382400000.0,359100000.0,335600000.0,316400000.0,308700000.0,306400000.0,244300000.0,167000000.0,219000000.0,154200000.0,209000000.0,188100000.0,60700000.0,218100000.0,234000000.0
,depreciationAndAmortization,975000000.0,926300000.0,845800000.0,798600000.0,762600000.0,583500000.0,419400000.0,400200000.0,371700000.0,336400000.0,317400000.0,349400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,209000000.0,162900000.0,297300000.0,271700000.0,493800000.0,418700000.0,328100000.0,312700000.0,352200000.0,430600000.0,104900000.0,187400000.0,296600000.0,20400000.0,-54000000.0,63400000.0,6500000.0,70900000.0,-25000000.0,-7800000.0,10300000.0,33600000.0,-700000.0,7900000.0,-1600000.0,-2800000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-2107900000.0,-5000000.0,571700000.0,-1392900000.0,239300000.0,-368900000.0,-188000000.0,184100000.0,-191100000.0,451700000.0,30200000.0,-378500000.0,611400000.0,6900000.0,-390200000.0,-453900000.0,136200000.0,334100000.0,-394000000.0,452900000.0,-252400000.0,34400000.0,9200000.0,-175200000.0,-56500000.0,-500000.0
,accountsReceivables,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30100000.0,-50400000.0,111100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,21000000.0,-1500000.0,-8800000.0,49300000.0,100000000.0,-69400000.0,-71200000.0,31300000.0,21300000.0,-2900000.0,-1000000.0,-34600000.0,16600000.0,31300000.0,34400000.0,-48500000.0,-23900000.0,-59700000.0,10200000.0,-38700000.0,-68900000.0,-6800000.0,-600000.0,-12800000.0,-30700000.0,5200000.0
,accountsPayables,-61000000.0,1500000.0,110600000.0,8500000.0,34400000.0,-9300000.0,23700000.0,-14800000.0,43800000.0,11800000.0,21300000.0,-118500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-3197000000.0,-1089100000.0,-1084100000.0,-1655800000.0,-262900000.0,-502200000.0,-133300000.0,54700000.0,-129400000.0,61700000.0,-390000000.0,-420200000.0,-41700000.0,-653100000.0,-660000000.0,-269800000.0,184100000.0,47900000.0,-286200000.0,107800000.0,-345100000.0,-92700000.0,-127100000.0,-136300000.0,38900000.0,95400000.0
,otherNonCashItems,0.0,-45300000.0,212800000.0,-318000000.0,-82500000.0,-341100000.0,-112100000.0,49200000.0,-164000000.0,-23500000.0,151600000.0,-338600000.0,-273000000.0,164500000.0,109000000.0,25000000.0,-39500000.0,-19100000.0,-42200000.0,32100000.0,9800000.0,322600000.0,283300000.0,234400000.0,261600000.0,209800000.0
,netCashProvidedByOperatingActivites,2196000000.0,2345500000.0,2445500000.0,2079600000.0,2103500000.0,1293600000.0,1197700000.0,1231000000.0,1173900000.0,993400000.0,810400000.0,628800000.0,737000000.0,532500000.0,729800000.0,576900000.0,598700000.0,623900000.0,711300000.0,555800000.0,461000000.0,326600000.0,460000000.0,393000000.0,464800000.0,426900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2239000000.0,-2260800000.0,-2115700000.0,-1959500000.0,-1423700000.0,-1266200000.0,-736100000.0,-687400000.0,-707000000.0,-830800000.0,-798200000.0,-817700000.0,-1137100000.0,-1211500000.0,-928700000.0,-745100000.0,-636800000.0,-659400000.0,-556800000.0,-672500000.0,-611000000.0,-794900000.0,-399000000.0,-345900000.0,-389200000.0,-271700000.0
,acquisitionsNet,-364000000.0,-231000000.0,-289000000.0,-202000000.0,0.0,-1330000000.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-37000000.0,0.0,-65000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-6600000.0,-5200000.0,-25900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,200000.0,118600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,48900000.0,20500000.0,31500000.0,29600000.0,87300000.0,-7600000.0,-47900000.0,-6900000.0,-55100000.0,169900000.0,107500000.0,215900000.0,-294800000.0,-98400000.0,-75300000.0,6700000.0,-63700000.0,-79300000.0,69300000.0,-83200000.0,-113600000.0,-78900000.0,-15000000.0,-42200000.0,-38000000.0
,netCashUsedForInvestingActivites,-2806800000.0,-2494900000.0,-2384400000.0,-2239600000.0,-1270100000.0,-2517500000.0,-756800000.0,-745800000.0,-729600000.0,-892500000.0,-633500000.0,-736100000.0,-906900000.0,-543200000.0,-939300000.0,-697100000.0,243100000.0,-667200000.0,-365800000.0,-464300000.0,-1520500000.0,-908500000.0,-477900000.0,-360900000.0,-431400000.0,-309700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
