Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30
Cash and cash equivalents,6601335.0,9742886.0,4814568.0,5277196.0
Short-term investments,1791697.0,0.0,0.0,0.0
Cash and short-term investments,8393032.0,9742886.0,4814568.0,5277196.0
Receivables,19694124.0,16599156.0,6762780.0,4373489.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,29746100.0,29052212.0,12325296.0,9910841.0
Property Plant & Equipment Net,566591.0,333897.0,273347.0,326820.0
Goodwill and Intangible Assets,875559.0,433619.0,500544.0,0.0
Long-term investments,914006.0,293714.0,0.0,45141.0
Tax assets,969011.0,718458.0,468510.0,74479.0
Total non-current assets,2916884.0,1892699.0,1196627.0,560688.0
Total assets,32662984.0,30944911.0,13521923.0,10471529.0
Payables,196832.0,1663112.0,1968956.0,1206790.0
Short-term debt,2184996.0,2553989.0,0.0,0.0
Total current liabilities,11266386.0,12789555.0,8210625.0,6264005.0
Long-term debt,0.0,0.0,0.0,0.0
Total debt,2184996.0,2553989.0,0.0,0.0
Deferred revenue,124192.0,200836.0,110631.0,0.0
Tax Liabilities,915629.0,904850.0,640864.0,428675.0
Deposit Liabilities,0.0,0.0,97740.0,49612.0
Total non-current liabilities,0.0,0.0,0.0,0.0
Total liabilities,11266386.0,12789555.0,8210625.0,6264005.0
Other comprehensive income,-813650.0,-401677.0,-447270.0,-352361.0
Retained earnings (deficit),-4509729.0,-524618.0,-2521285.0,-2984943.0
Total shareholders equity,20788436.0,17479074.0,4834188.0,4203490.0
Investments,2705703.0,293714.0,0.0,45141.0
Net Debt,,,,
Other Assets,2709958.0,,,
Other Liabilities,8884558.0,8572454.0,6241669.0,5057215.0
