Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,631000000.0,529900000.0,552600000.0,274500000.0
Short-term investments,0.0,0.0,86200000.0,0.0
Cash and short-term investments,631000000.0,529900000.0,638800000.0,274500000.0
Receivables,607300000.0,556500000.0,531600000.0,91500000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,1644800000.0,1374800000.0,1509200000.0,439000000.0
Property, Plant & Equipment Net,4236900000.0,4169200000.0,3860900000.0,843500000.0
Goodwill and Intangible Assets,6861500000.0,7555200000.0,8195200000.0,1498900000.0
Long-term investments,0.0,0.0,0.0,291700000.0
Tax assets,0.0,0.0,0.0,80400000.0
Total non-current assets,11801800000.0,12242100000.0,12634700000.0,2799100000.0
Total assets,13446600000.0,13616900000.0,14143900000.0,3238100000.0
Payables,297400000.0,286800000.0,219400000.0,54200000.0
Short-term debt,302500000.0,263300000.0,150800000.0,800000.0
Total current liabilities,1608700000.0,1586900000.0,1348000000.0,398500000.0
Long-term debt,6379600000.0,6108200000.0,5897100000.0,2304600000.0
Total debt,6682100000.0,6371500000.0,6047900000.0,2305400000.0
Deferred revenue,400700000.0,143400000.0,181100000.0,45800000.0
Tax Liabilities,572800000.0,624900000.0,664000000.0,254000000.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,7714500000.0,7339400000.0,7135500000.0,2568800000.0
Total liabilities,9323200000.0,8926300000.0,8483500000.0,2967300000.0
Other comprehensive income,-16300000.0,-64200000.0,-16700000.0,54300000.0
Retained earnings (deficit),-1367000000.0,-1010700000.0,-232600000.0,199700000.0
Total shareholders equity,3112600000.0,3329600000.0,4179600000.0,207500000.0
Investments,0.0,0.0,86200000.0,291700000.0
Net Debt,6051100000.0,5841600000.0,5409100000.0,2030900000.0
Other Assets,406500000.0,288400000.0,338800000.0,73000000.0
Other Liabilities,1008800000.0,1036800000.0,977800000.0,343500000.0
