date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,500000.0,188500000.0,328000000.0,362000000.0,222400000.0,214600000.0,169300000.0,67700000.0,92000000.0,72200000.0,69600000.0,23200000.0,-216200000.0,-38300000.0
,depreciationAndAmortization,191300000.0,188700000.0,269900000.0,264600000.0,240600000.0,212800000.0,196600000.0,194400000.0,190200000.0,179800000.0,171300000.0,172400000.0,182800000.0,126600000.0
,deferredIncomeTax,-7200000.0,-3300000.0,100000.0,-93500000.0,-4200000.0,5000000.0,-24500000.0,22700000.0,-3700000.0,-3500000.0,-2300000.0,-8800000.0,-55600000.0,-21800000.0
,stockBasedCompensation,14000000.0,19600000.0,23400000.0,24200000.0,18100000.0,11700000.0,28000000.0,67200000.0,23200000.0,17000000.0,19800000.0,16400000.0,-3800000.0,6700000.0
,changeInWorkingCapital,90800000.0,37400000.0,-58800000.0,242000000.0,286200000.0,-264300000.0,127400000.0,62400000.0,117500000.0,-110900000.0,-11600000.0,-4800000.0,108700000.0,6700000.0
,accountsReceivables,117900000.0,-3000000.0,-66500000.0,-57400000.0,-194700000.0,-127000000.0,-52300000.0,11800000.0,-80000000.0,1500000.0,-33600000.0,38500000.0,32400000.0,113600000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38100000.0,30200000.0,-2700000.0,0.0,0.0
,otherWorkingCapital,0.0,726800000.0,689400000.0,748200000.0,506200000.0,220000000.0,484300000.0,356900000.0,294500000.0,177000000.0,287900000.0,299500000.0,304300000.0,0.0
,otherNonCashItems,21400000.0,24100000.0,10800000.0,18500000.0,18300000.0,9200000.0,11100000.0,16600000.0,21400000.0,77400000.0,24900000.0,18900000.0,19900000.0,7900000.0
,netCashProvidedByOperatingActivites,384400000.0,542000000.0,749800000.0,588800000.0,360800000.0,475000000.0,431300000.0,434000000.0,290200000.0,305800000.0,467600000.0,250800000.0,224900000.0,96800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-101400000.0,-161600000.0,-198000000.0,-152200000.0,-155100000.0,-134700000.0,-101000000.0,-96600000.0,-102000000.0,-85800000.0,-78900000.0,-65600000.0,-129600000.0,-62700000.0
,acquisitionsNet,-421000000.0,-121000000.0,-45000000.0,-72000000.0,-432000000.0,-118000000.0,-32000000.0,-46000000.0,-1000000.0,-215000000.0,-49000000.0,-6000000.0,-155000000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120100000.0,-669000000.0,-10600000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,170600000.0,-132700000.0,-138600000.0,-150000000.0,-178100000.0,-295100000.0,-281000000.0,-125700000.0,-130200000.0,400000.0,700000.0,6600000.0,31900000.0,-13100000.0
,netCashUsedForInvestingActivites,-326600000.0,-415000000.0,-381200000.0,-379800000.0,-765300000.0,-547600000.0,-412800000.0,-267900000.0,-227600000.0,-419800000.0,-795900000.0,-68800000.0,-172100000.0,-2385000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-237600000.0,-1764900000.0,-48300000.0,-2547300000.0,-747700000.0,-42000000.0,-1804500000.0,-256800000.0,-99800000.0,-1792900000.0,-442400000.0,-286200000.0,-99100000.0,-808500000.0
,commonStockIssued,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,4900000.0,310300000.0,0.0,710500000.0
,commonStockRepurchased,-10200000.0,-119700000.0,-150000000.0,-150000000.0,-80400000.0,-227600000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0
,dividendsPaid,-49000000.0,-164300000.0,-188300000.0,-174800000.0,-157100000.0,-151900000.0,-139900000.0,-78600000.0,-26000000.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-75600000.0,-81400000.0,60400000.0,27800000.0,77600000.0,342600000.0,91200000.0,41800000.0,93100000.0,87000000.0,520500000.0,-1300000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,194800000.0,153800000.0,-320100000.0,-107600000.0,453200000.0,94500000.0,-48500000.0,-76600000.0,-53500000.0,93000000.0,83000000.0,22800000.0,-94700000.0,2492000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-1200000.0,12800000.0,-20400000.0,14000000.0,-1900000.0,-19800000.0,-8700000.0,-6600000.0,2200000.0,-700000.0,500000.0,700000.0,-3800000.0,300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,251400000.0,256200000.0,28100000.0,115400000.0,46800000.0,2100000.0,-38700000.0,82900000.0,11300000.0,-21700000.0,-244800000.0,205500000.0,-45700000.0,0.0
